阿鼻地狱,a'bi'di'yu
动物区系,dong'wu'qu'xi
动物群落,dong'wu'qun'luo
洞穴堆积,dong'xue'dui'ji
洞穴学,dong'xue'xue
东洋界,dong'yang'jie
冻胀,dong'zhang
冻胀力,dong'zhang'li
硐州,dong'zhou
都畿道,dou'ji'dao
兜率天,dou'shuai'tian
杜布罗夫尼克,du'bu'luo'fu'ni'ke
睹货逻国,du'huo'luo'guo
度假村,du'jia'cun
杜加和土加,du'jia'he'tu'jia
都江堰,du'jiang'yan
督亢,du'kang
闍烂达罗国,du'lan'da'luo'guo
杜米托尔,du'mi'tuo'er
杜能模式,du'neng'mo'shi
杜曲,du'qu
都市集聚,du'shi'ji'ju
独石口,du'shi'kou
都市水文学,du'shi'shui'wen'xue
断层谷,duan'ceng'gu
断层三角面,duan'ceng'san'jiao'mian
断层线崖,duan'ceng'xian'ya
断层崖,duan'ceng'ya
断块山,duan'kuai'shan
断裂点,duan'lie'dian
短期聚落,duan'qi'ju'luo
端州,duan'zhou
堆积物,dui'ji'wu
堆积作用,dui'ji'zuo'yong
敦煌莫高窟,dun'huang'mo'gao'ku
顿丘,dun'qiu
朵甘思,duo'gan'si
多核心论,duo'he'xin'lun
堕罗钵底国,duo'luo'bo'di'guo
多媒体技术,duo'mei'ti'ji'shu
多明各会,duo'ming'ge'hui
多纳纳国家公园,duo'na'na'guo'jia'gong'yuan
多瑙河两岸,duo'nao'he'liang'an
多瑙河三角洲,duo'nao'he'san'jiao'zhou
多年冻土,duo'nian'dong'tu
多塞特和东德文海岸,duo'sai'te'he'dong'de'wen'hai'an
鄂尔浑,e'er'hun
鄂尔浑峡谷,e'er'hun'xia'gu
峨眉山,e'mei'shan
俄西俄斯罗卡斯,e'xi'e'si'luo'ka'si
鄂县,e'xian
恶酰掣呾逻国,e'xian'che'dan'luo'guo
鄂州,e'zhou
鄂渚,e'zhu
恩格尔斯堡铁矿工场,en'ge'er'si'bao'tie'kuang'gong'chang
恩戈罗恩戈罗自然保护区,en'ge'luo'en'ge'luo'zi'ran'bao'hu'qu
贰师城,er'shi'cheng
二祖山,er'zu'shan
发达国家,fa'da'guo'jia
法尔肯拉斯特,fa'er'ken'la'si'te
伐腊毗国,fa'la'pi'guo
法隆寺,fa'long'si
法伦,fa'lun
法塔赫布尔,fa'ta'he'bu'er
发展地理学,fa'zhan'di'li'xue
发展区,fa'zhan'qu
发展中国家,fa'zhan'zhong'guo'jia
泛北极,fan'bei'ji
梵蒂冈城,fan'di'gang'cheng
凡尔赛宫及其园林,fan'er'sai'gong'ji'qi'yuan'lin
翻浆,fan'jiang
梵衍那国,fan'yan'na'guo
范阳,fan'yang
反照率,fan'zhao'lv
犯罪地理,fan'zui'di'li
方城,fang'cheng
方济各会,fang'ji'ge'hui
房陵,fang'ling
方山,fang'shan
仿射变换,fang'she'bian'huan
枋头,fang'tou
防御工事,fang'yu'gong'shi
方志,fang'zhi
费城独立厅,fei'cheng'du'li'ting
非地带性,fei'di'dai'xing
非可再生资源,fei'ke'zai'sheng'zi'yuan
费拉拉,fei'la'la
费拉蓬特修道院,fei'la'peng'te'xiu'dao'yuan
菲律宾,fei'lv'bin
非生源景观,fei'sheng'yuan'jing'guan
肥水,fei'shui
非斯老城,fei'si'lao'cheng
分布区,fen'bu'qu
分布区间断,fen'bu'qu'jian'duan
分布区型,fen'bu'qu'xing
分布区中心,fen'bu'qu'zhong'xin
分布式数据库,fen'bu'shi'shu'ju'ku
分岔系数,fen'cha'xi'shu
焚风,fen'feng
分阝州,fen'fu'zhou
分界线,fen'jie'xian
芬兰堡,fen'lan'bao
分类码,fen'lei'ma
分宁,fen'ning
分配结构模型,fen'pei'jie'gou'mo'xing
分散城市,fen'san'cheng'shi
分水岭,fen'shui'ling
汾州,fen'zhou
风车,feng'che
枫丹白露,feng'dan'bai'lu
丰镐,feng'gao
风格主义建筑,feng'ge'zhu'yi'jian'zhu
风化层,feng'hua'ceng
风化壳,feng'hua'qiao
风化作用,feng'hua'zuo'yong
风景区,feng'jing'qu
风口,feng'kou
风棱石,feng'leng'shi
峰林,feng'lin
风蚀,feng'shi
风蚀脊,feng'shi'ji
风蚀坑,feng'shi'keng
风蚀洼地,feng'shi'wa'di
风速,feng'su
丰特努瓦,feng'te'nu'wa
奉天,feng'tian
蜂窝状沙丘,feng'wo'zhuang'sha'qiu
奉先,feng'xian
凤翔,feng'xiang
风向,feng'xiang
丰芽,feng'ya
奉元,feng'yuan
风灾,feng'zai
佛国寺,fo'guo'si
佛教,fo'jiao
佛教古迹,fo'jiao'gu'ji
佛兰德,fo'lan'de
佛郎机,fo'lang'ji
佛罗伦萨,fo'luo'lun'sa
佛山,fo'shan
佛逝国,fo'shi'guo
佛堂山,fo'tang'shan
佛陀加雅,fo'tuo'jia'ya
佛祖诞生地,fo'zu'dan'sheng'di
富冰冻土,fu'bing'dong'tu
缚刍河,fu'chu'he
富春,fu'chun
腹地,fu'di
负地貌,fu'di'mao
弗尔科里涅斯,fu'er'ke'li'nie'si
弗尔克林根,fu'er'ke'lin'gen
扶风,fu'feng
缚喝国,fu'he'guo
复合土地利用,fu'he'tu'di'li'yong
复活节岛,fu'huo'jie'dao
福建,fu'jian
夫椒,fu'jiao
弗拉基米尔,fu'la'ji'mi'er
弗兰格尔岛自然保护区,fu'lan'ge'er'dao'zi'ran'bao'hu'qu
甫里,fu'li
符离,fu'li
弗里德堡陨石坑,fu'li'de'bao'yun'shi'keng
福利地理,fu'li'di'li
浮梁,fu'liang
拂林,fu'lin
涪陵,fu'ling
福陵,fu'ling
弗罗茨瓦夫,fu'luo'ci'wa'fu
弗罗茨瓦夫百年厅,fu'luo'ci'wa'fu'bai'nian'ting
弗洛勒尔角,fu'luo'le'er'jiao
抚冥,fu'ming
扶南,fu'nan
扶南国,fu'nan'guo
福宁,fu'ning
富平,fu'ping
伏羌,fu'qiang
福生天,fu'sheng'tian
肤施,fu'shi
伏俟城,fu'si'cheng
浮图城,fu'tu'cheng
涪县,fu'xian
富营养沼泽,fu'ying'yang'zhao'ze
扶余,fu'yu
复种指数,fu'zhong'zhi'shu
复州,fu'zhou
抚州,fu'zhou
涪州,fu'zhou
福州,fu'zhou
盖比城堡及古建筑,gai'bi'cheng'bao'ji'gu'jian'zhu
盖夫,gai'fu
盖朗厄尔峡湾,gai'lang'e'er'xia'wan
盖乌拉德奥,gai'wu'la'de'ao
垓下,gai'xia
盖州,gai'zhou
干谷,gan'gu
干涸湖,gan'he'hu
干热风,gan're'feng
甘肃,gan'su
干盐湖,gan'yan'hu
感应地理学,gan'ying'di'li'xue
干燥度,gan'zao'du
干燥气候,gan'zao'qi'hou
甘州,gan'zhou
赣州,gan'zhou
港口城堡和古迹群,gang'kou'cheng'bao'he'gu'ji'qun
港口城市,gang'kou'cheng'shi
钢铁厂,gang'tie'chang
高嗷,gao'ao
高草草原,gao'cao'cao'yuan
高昌,gao'chang
高昌国,gao'chang'guo
高地,gao'di
高地海岸,gao'di'hai'an
高地山坡,gao'di'shan'po
高句丽墓葬群,gao'gou'li'mu'zang'qun
高句丽王城,gao'gou'li'wang'cheng
高丽国,gao'li'guo
高凉,gao'liang
高密,gao'mi
高奴,gao'nu
高平,gao'ping
高阙,gao'que
高山,gao'shan
高山矮曲林,gao'shan'ai'qu'lin
高山病,gao'shan'bing
高山草场轮牧,gao'shan'cao'chang'lun'mu
高山冻土,gao'shan'dong'tu
高山湖,gao'shan'hu
高山季节移牧,gao'shan'ji'jie'yi'mu
高山土壤,gao'shan'tu'rang
高斯克吕格投影,gao'si'ke'lv'ge'tou'ying
高位沼泽,gao'wei'zhao'ze
高阳,gao'yang
高野山,gao'ye'shan
高邮,gao'you
高原,gao'yuan
高原气候,gao'yuan'qi'hou
高原沼泽,gao'yuan'zhao'ze
高州,gao'zhou
格邦国家公园,ge'bang'guo'jia'gong'yuan
戈壁,ge'bi
戈布斯坦,ge'bu'si'tan
戈布斯坦岩画,ge'bu'si'tan'yan'hua
戈夫岛,ge'fu'dao
格加尔,ge'jia'er
格拉茨历史中心,ge'la'ci'li'shi'zhong'xin
格拉玛国家公园,ge'la'ma'guo'jia'gong'yuan
格拉纳达,ge'la'na'da
格拉特,ge'la'te
戈雷岛,ge'lei'dao
格雷梅,ge'lei'mei
格林威治海岸地区,ge'lin'wei'zhi'hai'an'di'qu
格罗斯莫讷,ge'luo'si'mo'ne
格默尔斯达德,ge'mo'er'si'da'de
戈斯拉尔,ge'si'la'er
隔坨区,ge'tuo'qu
戈亚斯城,ge'ya'si'cheng
耕作制度,geng'zuo'zhi'du
巩昌,gong'chang
工厂化农业,gong'chang'hua'nong'ye
贡达,gong'da
贡德尔地区的法西尔,gong'de'er'di'qu'de'fa'xi'er
宫殿和园林,gong'dian'he'yuan'lin
宫殿及花园,gong'dian'ji'hua'yuan
公害,gong'hai
公害病,gong'hai'bing
工矿区,gong'kuang'qu
供水,gong'shui
宫廷花园和广场,gong'ting'hua'yuan'he'guang'chang
工业布局,gong'ye'bu'ju
工业城市,gong'ye'cheng'shi
工业地带,gong'ye'di'dai
工业地理学,gong'ye'di'li'xue
工业地域类型,gong'ye'di'yu'lei'xing
工业分散,gong'ye'fen'san
工业基地,gong'ye'ji'di
工业集中,gong'ye'ji'zhong
工业景观,gong'ye'jing'guan
工业区,gong'ye'qu
工业区景观,gong'ye'qu'jing'guan
工业区位,gong'ye'qu'wei
工业区位论,gong'ye'qu'wei'lun
工业区位政策,gong'ye'qu'wei'zheng'ce
工业体系,gong'ye'ti'xi
工业中心,gong'ye'zhong'xin
工业综合体,gong'ye'zong'he'ti
公园文化景观,gong'yuan'wen'hua'jing'guan
沟谷,gou'gu
缑氏,gou'shi
构造地貌学,gou'zao'di'mao'xue
构造高原,gou'zao'gao'yuan
构造湖,gou'zao'hu
构造阶地,gou'zao'jie'di
古巴东南第一座咖啡种植园考古风景区,gu'ba'dong'nan'di'yi'zuo'ka'fei'zhong'zhi'yuan'kao'gu'feng'jing'qu
古巴圣地亚哥,gu'ba'sheng'di'ya'ge
古堡,gu'bao
古堡赫圣胡安,gu'bao'he'sheng'hu'an
古北界,gu'bei'jie
古城,gu'cheng
谷城,gu'cheng
古城及其城墙,gu'cheng'ji'qi'cheng'qiang
古城萨拉曼卡,gu'cheng'sa'la'man'ka
古城镇,gu'cheng'zhen
古代龙舌兰酿酒基地,gu'dai'long'she'lan'niang'jiu'ji'di
古地理学,gu'di'li'xue
固定沙丘,gu'ding'sha'qiu
故宫,gu'gong
古迹,gu'ji
古基督教,gu'ji'du'jiao
古迹区,gu'ji'qu
古迹群,gu'ji'qun
古迦太基城及墓地,gu'jia'tai'ji'cheng'ji'mu'di
古建筑群,gu'jian'zhu'qun
古津,gu'jin
古京都的历史建筑,gu'jing'du'de'li'shi'jian'zhu
古老村落,gu'lao'cun'luo
古罗马建筑,gu'luo'ma'jian'zhu
古罗马建筑和教堂,gu'luo'ma'jian'zhu'he'jiao'tang
古罗马竞技场,gu'luo'ma'jing'ji'chang
古罗马剧院,gu'luo'ma'ju'yuan
古帕玛库景观,gu'pa'ma'ku'jing'guan
古气候,gu'qi'hou
古桥,gu'qiao
古琴,gu'qin
古清真寺之城,gu'qing'zhen'si'zhi'cheng
鼓丘,gu'qiu
古塞尔,gu'sai'er
鼓山,gu'shan
姑孰,gu'shu
古水文学,gu'shui'wen'xue
姑苏,gu'su
顾特卜塔,gu'te'bu'ta
古土壤,gu'tu'rang
固原,gu'yuan
姑臧,gu'zang
孤竹,gu'zhu
瓜步,gua'bu
瓜达拉哈拉,gua'da'la'ha'la
瓜达卢佩,gua'da'lu'pei
瓜拉尼,gua'la'ni
瓜纳华托古镇及周围银矿,gua'na'hua'tuo'gu'zhen'ji'zhou'wei'yin'kuang
瓜纳卡斯特自然保护区,gua'na'ka'si'te'zi'ran'bao'hu'qu
瓜州,gua'zhou
关东,guan'dong
官渡,guan'du
灌溉体系,guan'gai'ti'xi
冠军,guan'jun
关南,guan'nan
关内,guan'nei
关系数据库,guan'xi'shu'ju'ku
关右,guan'you
关中,guan'zhong
广播站,guang'bo'zhan
广岛和平公园,guang'dao'he'ping'gong'yuan
广东,guang'dong
广固城,guang'gu'cheng
广果天,guang'guo'tian
广陵,guang'ling
广宁,guang'ning
广武,guang'wu
广西,guang'xi
广信,guang'xin
光音天,guang'yin'tian
光州,guang'zhou
广州,guang'zhou
归安,gui'an
归德,gui'de
贵德,gui'de
圭尔宫,gui'er'gong
圭尔公园,gui'er'gong'yuan
桂林,gui'lin
桂陵,gui'ling
硅铝粘土型风化壳,gui'lv'nian'tu'xing'feng'hua'qiao
硅铝碳酸盐型风化壳,gui'lv'tan'suan'yan'xing'feng'hua'qiao
硅铝铁质和富铝型风化壳,gui'lv'tie'zhi'he'fu'lv'xing'feng'hua'qiao
硅铝氧化物硫酸盐型风化壳,gui'lv'yang'hua'wu'liu'suan'yan'xing'feng'hua'qiao
规模经济,gui'mo'jing'ji
圭内斯郡,gui'nei'si'jun
贵霜王国,gui'shuang'wang'guo
归绥,gui'sui
贵乡,gui'xiang
桂阳,gui'yang
贵阳,gui'yang
妫州,gui'zhou
桂州,gui'zhou
贵族墓葬,gui'zu'mu'zang
果阿,guo'a
过程线,guo'cheng'xian
国际和平公园,guo'ji'he'ping'gong'yuan
国家公园,guo'jia'gong'yuan
国家历史公园的城堡,guo'jia'li'shi'gong'yuan'de'cheng'bao
国土规划,guo'tu'gui'hua
国土开发,guo'tu'kai'fa
国土整治,guo'tu'zheng'zhi
涡阳,guo'yang
哈达,ha'da
哈德良长城,ha'de'liang'chang'cheng
哈德瓦,ha'de'wa
哈尔,ha'er
哈尔施塔特,ha'er'shi'ta'te
哈格帕特,ha'ge'pa'te
哈拉和卓,ha'la'he'zhuo
哈勒尔城,ha'le'er'cheng
哈迈德城堡,ha'mai'de'cheng'bao
哈特拉,ha'te'la
哈图沙,ha'tu'sha
哈瓦那旧城及防御工事,ha'wa'na'jiu'cheng'ji'fang'yu'gong'shi
海岸,hai'an
海岸地貌学,hai'an'di'mao'xue
海岸阶地,hai'an'jie'di
海岸景观,hai'an'jing'guan
海拔,hai'ba
海滨沼泽,hai'bin'zhao'ze
海沟,hai'gou
海兰泡,hai'lan'pao
海岭,hai'ling
海陵,hai'ling
海隆,hai'long
海陆风,hai'lu'feng
海门,hai'men
海曲,hai'qu
海参崴,hai'shen'wai
海蚀洞,hai'shi'dong
海蚀龛,hai'shi'kan
海蚀台,hai'shi'tai
海蚀崖,hai'shi'ya
海蚀柱,hai'shi'zhu
海蚀作用,hai'shi'zuo'yong
海滩,hai'tan
海峡,hai'xia
海阳,hai'yang
海洋公园,hai'yang'gong'yuan
海洋环境,hai'yang'huan'jing
海洋污染,hai'yang'wu'ran
海洋性冰川,hai'yang'xing'bing'chuan
海洋性气候,hai'yang'xing'qi'hou
海印寺,hai'yin'si
海渊,hai'yuan
海州,hai'zhou
汗八里,han'ba'li
含冰量,han'bing'liang
寒潮,han'chao
寒带,han'dai
邯郸,han'dan
寒冻风化,han'dong'feng'hua
汉皋,han'gao
翰海,han'hai
寒林,han'lin
旱农,han'nong
汉撒同盟城,han'sa'tong'meng'cheng
汉萨同盟城市,han'sa'tong'meng'cheng'shi
旱生植物,han'sheng'zhi'wu
含水层,han'shui'ceng
汉阳,han'yang
旱灾,han'zai
汉中,han'zhong
韩州,han'zhou
杭州,hang'zhou
浩罕,hao'han
壕镜,hao'jing
好水川,hao'shui'chuan
毫州,hao'zhou
濠州,hao'zhou
河北,he'bei
河床,he'chuang
河床变形,he'chuang'bian'xing
河道等级,he'dao'deng'ji
河道坡降,he'dao'po'jiang
河东,he'dong
河间,he'jian
河口湾,he'kou'wan
赫拉神殿,he'la'shen'dian
和林,he'lin
河流补给,he'liu'bu'gei
河流错位,he'liu'cuo'wei
河流阶地,he'liu'jie'di
河流偏移,he'liu'pian'yi
河流数目定律,he'liu'shu'mu'ding'lv
河流袭夺,he'liu'xi'duo
河流学,he'liu'xue
和龙,he'long
河漫滩,he'man'tan
河南,he'nan
河内,he'nei
赫内拉利费,he'nei'la'li'fei
合浦,he'pu
河桥,he'qiao
和顺,he'shun
河朔,he'shuo
褐土,he'tu
赫图阿拉,he'tu'a'la
河外,he'wai
河网密度,he'wang'mi'du
河西,he'xi
核心边缘论,he'xin'bian'yuan'lun
核心区,he'xin'qu
河阳,he'yang
河阴,he'yin
河源,he'yuan
河中,he'zhong
合州,he'zhou
和州,he'zhou
河州,he'zhou
黑钙土,hei'gai'tu
黑绳地狱,hei'sheng'di'yu
黑水都督府,hei'shui'du'du'fu
亨比,heng'bi
亨伯斯通,heng'bo'si'tong
亨德森岛,heng'de'sen'dao
横谷,heng'gu
横海,heng'hai
恒河,heng'he
恒山,heng'shan
衡山,heng'shan
横向沙丘,heng'xiang'sha'qiu
恒州,heng'zhou
衡州,heng'zhou
红堡,hong'bao
洪都,hong'du
洪峰流量,hong'feng'liu'liang
鸿沟,hong'gou
洪积层,hong'ji'ceng
洪积扇,hong'ji'shan
洪积物,hong'ji'wu
弘农,hong'nong
红壤,hong'rang
红杉树国家公园,hong'shan'shu'guo'jia'gong'yuan
红树林,hong'shu'lin
红树林沼泽,hong'shu'lin'zhao'ze
洪水,hong'shui
洪水位,hong'shui'wei
洪州,hong'zhou
侯官,hou'guan
互操作,hu'cao'zuo
沪渎,hu'du
弧段,hu'duan
湖广,hu'guang
忽汗州,hu'han'zhou
狐猴,hu'hou
胡里改,hu'li'gai
湖流,hu'liu
胡马,hu'ma
胡马纳草原,hu'ma'na'cao'yuan
湖南,hu'nan
湖畔,hu'pan
湖盆,hu'pen
湖泊富营养化,hu'po'fu'ying'yang'hua
湖泊水文学,hu'po'shui'wen'xue
湖泊蓄水量,hu'po'xu'shui'liang
虎丘山,hu'qiu'shan
湖水环流,hu'shui'huan'liu
虎思斡耳朵,hu'si'wo'er'duo
沪尾,hu'wei
湖沼学,hu'zhao'xue
湖州,hu'zhou
花刺子模,hua'ci'zi'mu
花卉山谷,hua'hui'shan'gu
华莱士线,hua'lai'shi'xian
化乐天,hua'le'tian
滑坡,hua'po
华容,hua'rong
华沙历史中心,hua'sha'li'shi'zhong'xin
华氏城,hua'shi'cheng
化石遗址,hua'shi'yi'zhi
滑塌,hua'ta
滑台,hua'tai
华亭,hua'ting
化学剥蚀,hua'xue'bo'shi
化学地理学,hua'xue'di'li'xue
化学风化作用,hua'xue'feng'hua'zuo'yong
化学迁移,hua'xue'qian'yi
花园和城堡,hua'yuan'he'cheng'bao
华州,hua'zhou
滑州,hua'zhou
淮安,huai'an
怀荒,huai'huang
槐里,huai'li
淮南,huai'nan
怀庆,huai'qing
怀朔,huai'shuo
淮西,huai'xi
淮阳,huai'yang
淮阴,huai'yin
怀州,huai'zhou
缓冲国,huan'chong'guo
缓冲区分析,huan'chong'qu'fen'xi
环礁,huan'jiao
环境保护,huan'jing'bao'hu
环境背景值,huan'jing'bei'jing'zhi
环境标准,huan'jing'biao'zhun
环境地理学,huan'jing'di'li'xue
环境地球化学,huan'jing'di'qiu'hua'xue
环境管理,huan'jing'guan'li
环境规划,huan'jing'gui'hua
环境结构,huan'jing'jie'gou
环境经济,huan'jing'jing'ji
环境决定论,huan'jing'jue'ding'lun
环境区划,huan'jing'qu'hua
环境容量,huan'jing'rong'liang
环境设计,huan'jing'she'ji
环境退化,huan'jing'tui'hua
环境污染,huan'jing'wu'ran
环境系统,huan'jing'xi'tong
环境效应,huan'jing'xiao'ying
环境演化,huan'jing'yan'hua
环境要素,huan'jing'yao'su
环境异常,huan'jing'yi'chang
环境影响评价,huan'jing'ying'xiang'ping'jia
环境质量,huan'jing'zhi'liang
环境质量参数,huan'jing'zhi'liang'can'shu
环境质量评价,huan'jing'zhi'liang'ping'jia
环境质量指数,huan'jing'zhi'liang'zhi'shu
环境质量综合评价,huan'jing'zhi'liang'zong'he'ping'jia
环境自净,huan'jing'zi'jing
环庆,huan'qing
桓州,huan'zhou
黄檗山,huang'bo'shan
黄池,huang'chi
皇都,huang'du
皇家国家公园,huang'jia'guo'jia'gong'yuan
皇家蓝山行宫,huang'jia'lan'shan'xing'gong
皇家修道院,huang'jia'xiu'dao'yuan
皇家盐矿,huang'jia'yan'kuang
皇家园林,huang'jia'yuan'lin
黄金台,huang'jin'tai
黄陵冈,huang'ling'gang
黄龙城,huang'long'cheng
黄龙风景名胜区,huang'long'feng'jing'ming'sheng'qu
黄龙风景区,huang'long'feng'jing'qu
荒漠,huang'mo
荒漠化,huang'mo'hua
荒漠气候,huang'mo'qi'hou
荒漠土壤,huang'mo'tu'rang
黄壤,huang'rang
黄山,huang'shan
黄山风景名胜区,huang'shan'feng'jing'ming'sheng'qu
黄石国家公园,huang'shi'guo'jia'gong'yuan
黄土,huang'tu
黄土地貌,huang'tu'di'mao
黄土梁,huang'tu'liang
黄土峁,huang'tu'mao
黄土塬,huang'tu'yuan
湟中,huang'zhong
黄州,huang'zhou
会安古镇,hui'an'gu'zhen
会川,hui'chuan
回春作用,hui'chun'zuo'yong
灰化土,hui'hua'tu
汇流,hui'liu
回洛仓,hui'luo'cang
灰漠土,hui'mo'tu
会宁,hui'ning
洄曲,hui'qu
汇水区,hui'shui'qu
会州,hui'zhou
徽州,hui'zhou
惠州,hui'zhou
混合农业,hun'he'nong'ye
活动空间,huo'dong'kong'jian
霍尔托巴吉,huo'er'tuo'ba'ji
霍贾,huo'jia
霍加皮野生动物保护区,huo'jia'pi'ye'sheng'dong'wu'bao'hu'qu
霍拉,huo'la
霍拉圣巴拉巴,huo'la'sheng'ba'la'ba
霍拉肖维采,huo'la'xiao'wei'cai
霍雷祖修道院,huo'lei'zu'xiu'dao'yuan
霍洛克,huo'luo'ke
霍奇卡尔科考古遗迹区,huo'qi'ka'er'ke'kao'gu'yi'ji'qu
火山,huo'shan
火山湖,huo'shan'hu
火山作用,huo'shan'zuo'yong
霍亚德赛伦考古遗址,huo'ya'de'sai'lun'kao'gu'yi'zhi
罽宾,ji'bin
极地冰川,ji'di'bing'chuan
极地气候,ji'di'qi'hou
基督教女修道院,ji'du'jiao'nv'xiu'dao'yuan
基多古城,ji'duo'gu'cheng
基尔瓦遗址和松戈马拉遗址,ji'er'wa'yi'zhi'he'song'ge'ma'la'yi'zhi
季风,ji'feng
季风雨林,ji'feng'yu'lin
基辅,ji'fu
极化过程,ji'hua'guo'cheng
季节冻土,ji'jie'dong'tu
季节性湖泊,ji'jie'xing'hu'po
激进地理学,ji'jin'di'li'xue
汲郡,ji'jun
积累区,ji'lei'qu
基里瓜考古公园,ji'li'gua'kao'gu'gong'yuan
基流,ji'liu
鸡笼,ji'long
姬路城,ji'lu'cheng
基罗拉塔湾,ji'luo'la'ta'wan
吉马良斯,ji'ma'liang'si
即墨,ji'mo
基纳巴卢,ji'na'ba'lu
济南,ji'nan
吉诺卡斯特城,ji'nuo'ka'si'te'cheng
集庆,ji'qing
极圈,ji'quan
基日岛,ji'ri'dao
基色圣地,ji'se'sheng'di
技术,ji'shu
技术地理学,ji'shu'di'li'xue
技术经济评价,ji'shu'jing'ji'ping'jia
技术圈,ji'shu'quan
计算机辅助涉及,ji'suan'ji'fu'zhu'she'ji
积温,ji'wen
稷下,ji'xia
蓟县,ji'xian
机械风化作用,ji'xie'feng'hua'zuo'yong
机械迁移,ji'xie'qian'yi
积雪,ji'xue
积雪水文学,ji'xue'shui'wen'xue
基岩,ji'yan
基岩扇,ji'yan'shan
济阳,ji'yang
极夜,ji'ye
纪伊山脉,ji'yi'shan'mai
济阴,ji'yin
集约农业,ji'yue'nong'ye
冀州,ji'zhou
吉州,ji'zhou
极昼,ji'zhou
济州,ji'zhou
蓟州,ji'zhou
济州火山岛和熔岩洞,ji'zhou'huo'shan'dao'he'rong'yan'dong
鸡足山,ji'zu'shan
加达梅斯古镇,jia'da'mei'si'gu'zhen
加德满都谷,jia'de'man'du'gu
加德桥,jia'de'qiao
嘉定,jia'ding
加尔坦佩,jia'er'tan'pei
夹谷,jia'gu
贾河动物保护区,jia'he'dong'wu'bao'hu'qu
加济兰加,jia'ji'lan'jia
加积作用,jia'ji'zuo'yong
岬角,jia'jiao
假喀斯特,jia'ka'si'te
加拉霍艾国家公园,jia'la'huo'ai'guo'jia'gong'yuan
加拉帕戈斯群岛,jia'la'pa'ge'si'qun'dao
加莱里乌斯宫,jia'lai'li'wu'si'gong
加兰巴国家公园,jia'lan'ba'guo'jia'gong'yuan
迦兰陀竹园,jia'lan'tuo'zhu'yuan
加勒古城,jia'le'gu'cheng
加利福尼亚湾群岛及保护区,jia'li'fu'ni'ya'wan'qun'dao'ji'bao'hu'qu
葭萌,jia'meng
贾姆济格勒,jia'mu'ji'ge'le
贾姆尖塔,jia'mu'jian'ta
迦毗罗卫,jia'pi'luo'wei
迦耆布罗城,jia'qi'bu'luo'cheng
迦师城,jia'shi'cheng
迦尸国,jia'shi'guo
迦湿弥罗国,jia'shi'mi'luo'guo
迦太基考古遗址,jia'tai'ji'kao'gu'yi'zhi
加特地区,jia'te'di'qu
贾特拉帕蒂,jia'te'la'pa'di
嘉兴,jia'xing
伽耶城,jia'ye'cheng
伽耶山,jia'ye'shan
迦智山,jia'zhi'shan
嘉州,jia'zhou
家族城堡和文化,jia'zu'cheng'bao'he'wen'hua
建安,jian'an
间冰期,jian'bing'qi
建昌,jian'chang
建成区,jian'cheng'qu
建康,jian'kang
坚昆,jian'kun
剑门,jian'men
剑南,jian'nan
建宁,jian'ning
建设地理学,jian'she'di'li'xue
碱土,jian'tu
犍陀罗,jian'tuo'luo
犍陀罗国,jian'tuo'luo'guo
剑外,jian'wai
尖形坝,jian'xing'ba
尖形滩,jian'xing'tan
建业,jian'ye
兼营农业,jian'ying'nong'ye
建志补罗城,jian'zhi'bu'luo'cheng
剑州,jian'zhou
建州,jian'zhou
简州,jian'zhou
建筑及其遗址,jian'zhu'ji'qi'yi'zhi
江表,jiang'biao
江乘,jiang'cheng
江东,jiang'dong
江东六十四屯,jiang'dong'liu'shi'si'tun
江华,jiang'hua
江南,jiang'nan
江南东道,jiang'nan'dong'dao
江南东路,jiang'nan'dong'lu
江南西道,jiang'nan'xi'dao
江南西路,jiang'nan'xi'lu
江宁,jiang'ning
蒋山,jiang'shan
降水,jiang'shui
江夏,jiang'xia
绛县,jiang'xian
江州,jiang'zhou
绛州,jiang'zhou
蒋州,jiang'zhou
江左,jiang'zuo
胶东,jiao'dong
角峰,jiao'feng
交河城,jiao'he'cheng
郊区,jiao'qu
郊区化,jiao'qu'hua
郊区农业,jiao'qu'nong'ye
焦热地狱,jiao're'di'yu
憍萨罗国,jiao'sa'luo'guo
憍赏弥国,jiao'shang'mi'guo
教堂村,jiao'tang'cun
教堂和山丘,jiao'tang'he'shan'qiu
教堂和修道院,jiao'tang'he'xiu'dao'yuan
教堂群,jiao'tang'qun
胶西,jiao'xi
交趾,jiao'zhi
交州,jiao'zhou
阶地,jie'di
阶地沼泽,jie'di'zhao'ze
节点,jie'dian
杰尔宾特古城堡,jie'er'bin'te'gu'cheng'bao
街坊,jie'fang
结壳作用,jie'ke'zuo'yong
解梁,jie'liang
羯罗拏苏伐剌那国,jie'luo'na'su'fa'la'na'guo
杰米拉古罗马遗迹,jie'mi'la'gu'luo'ma'yi'ji
杰姆,jie'mu
杰内古城,jie'nei'gu'cheng
羯若鞠闍国,jie'ruo'ju'du'guo
街亭,jie'ting
解州,jie'zhou
阶州,jie'zhou
羯朱嗢祇罗国,jie'zhu'wa'qi'luo'guo
晋安,jin'an
晋昌,jin'chang
金阊,jin'chang
金城,jin'cheng
锦城,jin'cheng
金德代克,jin'de'dai'ke
金堤,jin'di
金刚山,jin'gang'shan
津沽,jin'gu
金谷,jin'gu
金华,jin'hua
金匮,jin'kui
晋陵,jin'ling
