曾几何时,ceng'ji'he'shi
云蒸霞蔚,yun'zheng'xia'wei
云蒸雨降,yun'zheng'yu'jiang
允执厥中,yun'zhi'jue'zhong
匀脂抹粉,yun'zhi'mo'fen
运智铺谋,yun'zhi'pu'mou
允执其中,yun'zhi'qi'zhong
运之掌上,yun'zhi'zhang'shang
云中白鹤,yun'zhong'bai'he
云中太守,yun'zhong'tai'shou
云中仙鹤,yun'zhong'xian'he
运转时来,yun'zhuan'shi'lai
运拙时乖,yun'zhuo'shi'guai
运拙时艰,yun'zhuo'shi'jian
杂采众说,za'cai'zhong'shuo
匝地烟尘,za'di'yan'chen
杂泛差役,za'fan'chai'yi
杂歌謡辞,za'ge'yao'ci
砸锅卖铁,za'guo'mai'tie
砸姜磨蒜,za'jiang'mo'suan
杂教九流,za'jiao'jiu'liu
杂进巧拙,za'jin'qiao'zhuo
杂乱无序,za'luan'wu'xu
杂乱无章,za'luan'wu'zhang
杂七碎八,za'qi'sui'ba
杂七杂八,za'qi'za'ba
杂然相许,za'ran'xiang'xu
咂舌攒眉,za'she'cuan'mei
杂沓而至,za'ta'er'zhi
杂学旁收,za'xue'pang'shou
杂杂嘈嘈,za'za'cao'cao
咋指吐舌,za'zhi'tu'she
咂嘴弄唇,za'zui'nong'chun
咂嘴弄舌,za'zui'nong'she
咂嘴舔唇,za'zui'tian'chun
砸嘴舔唇,za'zui'tian'chun
咂嘴咂舌,za'zui'za'she
再拜稽首,zai'bai'qi'shou
再不其然,zai'bu'qi'ran
载沉载浮,zai'chen'zai'fu
在陈之厄,zai'chen'zhi'e
载驰载驱,zai'chi'zai'qu
在此存照,zai'ci'cun'zhao
在此一举,zai'ci'yi'ju
再当冯妇,zai'dang'feng'fu
再蹈覆辙,zai'dao'fu'zhe
载道怨声,zai'dao'yuan'sheng
在耳历历,zai'er'li'li
载歌且舞,zai'ge'qie'wu
载歌载舞,zai'ge'zai'wu
在谷满谷,zai'gu'man'gu
在谷满谷在坑满坑,zai'gu'man'gu'zai'keng'man'keng
在官言官,zai'guan'yan'guan
在官言官在府言府,zai'guan'yan'guan'zai'fu'yan'fu
载懽载笑,zai'guan'zai'xiao
载鬼一车,zai'gui'yi'che
在行嫌行,zai'hang'xian'xing
再合余烬,zai'he'yu'jin
栽花先生,zai'hua'xian'sheng
载欢载笑,zai'huan'zai'xiao
载戢干戈,zai'ji'gan'ge
宰鷄教猴,zai'ji'jiao'hou
宰鸡教猴,zai'ji'jiao'hou
在家出家,zai'jia'chu'jia
在劫难逃,zai'jie'nan'tao
再接再捷,zai'jie'zai'jie
再接再历,zai'jie'zai'li
再接再厉,zai'jie'zai'li
再接再砺,zai'jie'zai'li
载酒问字,zai'jiu'wen'zi
灾梨祸枣,zai'li'huo'zao
宰木已拱,zai'mu'yi'gong
灾难深重,zai'nan'shen'zhong
载驱载驰,zai'qu'zai'chi
在人耳目,zai'ren'er'mu
在人口耳,zai'ren'kou'er
再三再四,zai'san'zai'si
在色之戒,zai'se'zhi'jie
再生父母,zai'sheng'fu'mu
再生之德,zai'sheng'zhi'de
再实之根必伤,zai'shi'zhi'gen'bi'shang
再实之木根必伤,zai'shi'zhi'mu'gen'bi'shang
再实之木其根必伤,zai'shi'zhi'mu'qi'gen'bi'shang
再衰三涸,zai'shuai'san'he
再衰三竭,zai'shuai'san'jie
在水一方,zai'shui'yi'fang
在所不辞,zai'suo'bu'ci
在所不免,zai'suo'bu'mian
在所不惜,zai'suo'bu'xi
在所难免,zai'suo'nan'mian
在所自处,zai'suo'zi'chu
在天愿作比翼鸟,zai'tian'yuan'zuo'bi'yi'niao
在天之灵,zai'tian'zhi'ling
宰相肚里好撑船,zai'xiang'du'li'hao'cheng'chuan
宰相肚里能行船,zai'xiang'du'li'neng'xing'chuan
宰相肚里行舟船,zai'xiang'du'li'xing'zhou'chuan
载笑载言,zai'xiao'zai'yan
载欣载奔,zai'xin'zai'ben
载一抱素,zai'yi'bao'su
载营抱魄,zai'ying'bao'po
载誉而归,zai'yu'er'gui
在在皆是,zai'zai'jie'shi
再造之恩,zai'zao'zhi'en
载舟覆舟,zai'zhou'fu'zhou
再作道理,zai'zuo'dao'li
再做道理,zai'zuo'dao'li
再作冯妇,zai'zuo'feng'fu
赞拜不名,zan'bai'bu'ming
簪笔磬折,zan'bi'qing'zhe
赞不絶口,zan'bu'jue'kou
赞不绝口,zan'bu'jue'kou
赞不容口,zan'bu'rong'kou
簪蒿席草,zan'hao'xi'cao
簪盍良朋,zan'he'liang'peng
赞口不绝,zan'kou'bu'jue
暂劳永逸,zan'lao'yong'yi
攒眉苦脸,zan'mei'ku'lian
赞声不绝,zan'sheng'bu'jue
赞叹不已,zan'tan'bu'yi
赞叹不置,zan'tan'bu'zhi
簪星曳月,zan'xing'ye'yue
簪缨门第,zan'ying'men'di
簪缨世胄,zan'ying'shi'zhou
簪缨世族,zan'ying'shi'zu
簪缨之族,zan'ying'zhi'zu
臧仓小人,zang'cang'xiao'ren
牂羝不辨,zang'di'bu'bian
臧谷两亡,zang'gu'liang'wang
臧穀亡羊,zang'gu'wang'yang
臧谷亡羊,zang'gu'wang'yang
臧谷之羊,zang'gu'zhi'yang
脏官污吏,zang'guan'wu'li
赃官污吏,zang'guan'wu'li
赃官汚吏,zang'guan'yu'li
赃秽狼藉,zang'hui'lang'ji
赃贿狼籍,zang'hui'lang'ji
赃贿狼藉,zang'hui'lang'ji
赃货狼藉,zang'huo'lang'ji
臧否人物,zang'pi'ren'wu
葬身鱼腹,zang'shen'yu'fu
赃私狼籍,zang'si'lang'ji
赃私狼藉,zang'si'lang'ji
脏污狼藉,zang'wu'lang'ji
赃汙狼藉,zang'wu'lang'ji
赃污狼籍,zang'wu'lang'ji
赃污狼藉,zang'wu'lang'ji
脏心烂肺,zang'xin'lan'fei
赃心烂肺,zang'xin'lan'fei
赃盈恶贯,zang'ying'e'guan
葬用柔日,zang'yong'rou'ri
赃汚狼籍,zang'yu'lang'ji
赃汚狼藉,zang'yu'lang'ji
葬玉埋香,zang'yu'mai'xiang
早八辈子,zao'ba'bei'zi
皂白不分,zao'bai'bu'fen
皂白沟分,zao'bai'gou'fen
皂白难分,zao'bai'nan'fen
皂白须分,zao'bai'xu'fen
造谤生事,zao'bang'sheng'shi
凿壁借光,zao'bi'jie'guang
凿壁偷光,zao'bi'tou'guang
凿壁悬梁,zao'bi'xuan'liang
早朝晏罢,zao'chao'yan'ba
早朝晏退,zao'chao'yan'tui
蚤朝晏退,zao'chao'yan'tui
造车合辙,zao'che'he'zhe
凿齿磨牙,zao'chi'mo'ya
蚤出莫入,zao'chu'mo'ru
早出暮归,zao'chu'mu'gui
早出晚归,zao'chu'wan'gui
蚤出夜入,zao'chu'ye'ru
造次颠沛,zao'ci'dian'pei
造次行事,zao'ci'xing'shi
燥荻枯柴,zao'di'ku'chai
造端倡始,zao'duan'chang'shi
造端托始,zao'duan'tuo'shi
造端讬始,zao'duan'tuo'shi
造恶不悛,zao'e'bu'quan
噪儿巴喝,zao'er'ba'he
遭逢不偶,zao'feng'bu'ou
遭逢会遇,zao'feng'hui'yu
遭逢际会,zao'feng'ji'hui
遭逢时会,zao'feng'shi'hui
枣膏昏钝,zao'gao'hun'dun
澡垢索疵,zao'gou'suo'ci
凿骨捣髓,zao'gu'dao'sui
凿龟数策,zao'gui'shu'ce
凿龟数筴,zao'gui'shu'jia
造化弄人,zao'hua'nong'ren
造化小儿,zao'hua'xiao'er
遭际不偶,zao'ji'bu'ou
造极登峯,zao'ji'deng'feng
造极登峰,zao'ji'deng'feng
遭际时会,zao'ji'shi'hui
遭家不造,zao'jia'bu'zao
造茧自缚,zao'jian'zi'fu
遭劫在数,zao'jie'zai'shu
早韭晚菘,zao'jiu'wan'song
糟糠不厌,zao'kang'bu'yan
糟糠之妇,zao'kang'zhi'fu
糟糠之妻,zao'kang'zhi'qi
糟糠之妻不下堂,zao'kang'zhi'qi'bu'xia'tang
凿空立论,zao'kong'li'lun
凿空取办,zao'kong'qu'ban
凿空投隙,zao'kong'tou'xi
凿空指鹿,zao'kong'zhi'lu
凿空之论,zao'kong'zhi'lun
皂隶老官,zao'li'lao'guan
造谋布穽,zao'mou'bu'jing
造谋布阱,zao'mou'bu'jing
蚤谋先定,zao'mou'xian'ding
造难生患,zao'nan'sheng'huan
凿坏而遁,zao'pi'er'dun
凿坯而遁,zao'pi'er'dun
凿坏以遁,zao'pi'yi'dun
凿破浑沌,zao'po'hun'dun
灶前老虎,zao'qian'lao'hu
竈前老虎,zao'qian'lao'hu
蚤寝晏起,zao'qin'yan'qi
遭倾遇祸,zao'qing'yu'huo
蚤入晏出,zao'ru'yan'chu
凿枘圆方,zao'rui'yuan'fang
灶上扫除,zao'shang'sao'chu
灶上骚除,zao'shang'sao'chu
竈上骚除,zao'shang'sao'chu
澡身浴德,zao'shen'yu'de
遭时不偶,zao'shi'bu'ou
遭时定制,zao'shi'ding'zhi
凿石索玉,zao'shi'suo'yu
遭事制宜,zao'shi'zhi'yi
遭时制宜,zao'shi'zhi'yi
凿四方眼儿,zao'si'fang'yan'er
皂丝麻线,zao'si'ma'xian
凿隧入井,zao'sui'ru'jing
造天立极,zao'tian'li'ji
皂王老爷,zao'wang'lao'ye
澡慰故俗,zao'wei'gu'su
造微入妙,zao'wei'ru'miao
早为之所,zao'wei'zhi'suo
凿险缒幽,zao'xian'zhui'you
凿性斧身,zao'xing'fu'shen
蚤兴夜寐,zao'xing'ye'mei
澡雪精神,zao'xue'jing'shen
凿穴为居,zao'xue'wei'ju
躁言丑句,zao'yan'chou'ju
造言惑众,zao'yan'huo'zhong
造言捏词,zao'yan'nie'ci
造言生事,zao'yan'sheng'shi
造言之刑,zao'yan'zhi'xing
造谣惑众,zao'yao'huo'zhong
造谣生非,zao'yao'sheng'fei
造谣生事,zao'yao'sheng'shi
造谣中伤,zao'yao'zhong'shang
造因得果,zao'yin'de'guo
凿饮耕食,zao'yin'geng'shi
造因结果,zao'yin'jie'guo
凿楹纳书,zao'ying'na'shu
遭遇不偶,zao'yu'bu'ou
遭遇际会,zao'yu'ji'hui
遭遇运会,zao'yu'yun'hui
凿圆枘方,zao'yuan'rui'fang
澡熨故俗,zao'yun'gu'su
凿凿可据,zao'zao'ke'ju
噪噪切切,zao'zao'qie'qie
凿凿言之,zao'zao'yan'zhi
凿凿有据,zao'zao'you'ju
早占勿药,zao'zhan'wu'yao
早知今日何必当初,zao'zhi'jin'ri'he'bi'dang'chu
早知今日悔不当初,zao'zhi'jin'ri'hui'bu'dang'chu
凿柱取书,zao'zhu'qu'shu
造作矫揉,zao'zuo'jiao'rou
早作夜息,zao'zuo'ye'xi
泽被后世,ze'bei'hou'shi
责备求全,ze'bei'qiu'quan
责备贤者,ze'bei'xian'zhe
择地而蹈,ze'di'er'dao
择肥而噬,ze'fei'er'shi
择福宜重,ze'fu'yi'zhong
责躬省过,ze'gong'xing'guo
责躬引咎,ze'gong'yin'jiu
责躬罪己,ze'gong'zui'ji
择祸从轻,ze'huo'cong'qing
泽及髊骨,ze'ji'ci'gu
泽及枯骨,ze'ji'ku'gu
泽及万世,ze'ji'wan'shi
责己以周待人以约,ze'ji'yi'zhou'dai'ren'yi'yue
责己重待人轻,ze'ji'zhong'dai'ren'qing
择交而友,ze'jiao'er'you
择利行权,ze'li'xing'quan
择邻而居,ze'lin'er'ju
择木而处,ze'mu'er'chu
择木而栖,ze'mu'er'qi
泽畔吟,ze'pan'yin
择其善者而从之,ze'qi'shan'zhe'er'cong'zhi
择人而事,ze'ren'er'shi
择人任势,ze'ren'ren'shi
责人以详待己以廉,ze'ren'yi'xiang'dai'ji'yi'lian
择善而从,ze'shan'er'cong
择善而行,ze'shan'er'xing
择善固执,ze'shan'gu'zhi
咋舌不下,ze'she'bu'xia
齰舌缄唇,ze'she'jian'chun
泽深恩重,ze'shen'en'zhong
昃食宵衣,ze'shi'xiao'yi
责实循名,ze'shi'xun'ming
赜探隐索,ze'tan'yin'suo
泽吻磨牙,ze'wen'mo'ya
责无旁贷,ze'wu'pang'dai
责先利后,ze'xian'li'hou
择焉不精,ze'yan'bu'jing
啧有烦言,ze'you'fan'yan
择优录取,ze'you'lu'qu
择优录用,ze'you'lu'yong
责有所归,ze'you'suo'gui
责有攸归,ze'you'you'gui
啧啧称美,ze'ze'cheng'mei
啧啧称奇,ze'ze'cheng'qi
啧啧称赏,ze'ze'cheng'shang
啧啧称羡,ze'ze'cheng'xian
啧啧称赞,ze'ze'cheng'zan
啧啧赞美,ze'ze'zan'mei
责重山岳,ze'zhong'shan'yue
择主而事,ze'zhu'er'shi
贼不空手,zei'bu'kong'shou
贼臣乱子,zei'chen'luan'zi
贼臣逆子,zei'chen'ni'zi
贼出关门,zei'chu'guan'men
贼夫人之子,zei'fu'ren'zhi'zi
贼喊捉贼,zei'han'zhuo'zei
贼眉溜眼,zei'mei'liu'yan
贼眉鼠眼,zei'mei'shu'yan
贼眉贼眼,zei'mei'zei'yan
贼皮贼骨,zei'pi'zei'gu
贼去关门,zei'qu'guan'men
贼人胆虚,zei'ren'dan'xu
贼人心虚,zei'ren'xin'xu
贼手贼脚,zei'shou'zei'jiao
贼忒嬉嬉,zei'tei'xi'xi
贼头狗脑,zei'tou'gou'nao
贼头鬼脑,zei'tou'gui'nao
贼头鼠脑,zei'tou'shu'nao
贼头贼脑,zei'tou'zei'nao
贼心不死,zei'xin'bu'si
贼子乱臣,zei'zi'luan'chen
贼走关门,zei'zou'guan'men
谮下谩上,zen'xia'man'shang
憎爱分明,zeng'ai'fen'ming
曾不惨然,zeng'bu'can'ran
甑尘釜鱼,zeng'chen'fu'yu
缯贩之士,zeng'fan'zhi'shi
甑釜生尘,zeng'fu'sheng'chen
综光瓦亮,zeng'guang'wa'liang
鋥光瓦亮,zeng'guang'wa'liang
锃光瓦亮,zeng'guang'wa'liang
鋥明彻亮,zeng'ming'che'liang
锃明彻亮,zeng'ming'che'liang
曾母投杼,zeng'mu'tou'zhu
曾参杀人,zeng'shen'sha'ren
甑生尘,zeng'sheng'chen
增收节支,zeng'shou'jie'zhi
增砖添瓦,zeng'zhuan'tian'wa
曾子杀彘,zeng'zi'sha'zhi
曾祖王父,zeng'zu'wang'fu
曾祖王母,zeng'zu'wang'mu
诈败佯输,zha'bai'yang'shu
诈痴不颠,zha'chi'bu'dian
诈痴佯呆,zha'chi'yang'dai
扎根串连,zha'gen'chuan'lian
诈瞽徉聋,zha'gu'yang'long
诈奸不及,zha'jian'bu'ji
扎脚勒手,zha'jiao'le'shou
扎口辣舌,zha'kou'la'she
扎老女坟,zha'lao'nv'fen
乍凉咋凉,zha'liang'za'liang
乍毛变色,zha'mao'bian'se
诈谋奇计,zha'mou'qi'ji
乍暖还寒,zha'nuan'hai'han
乍暖乍寒,zha'nuan'zha'han
乍前乍却,zha'qian'zha'que
诈取豪夺,zha'qu'hao'duo
乍入芦圩不知深浅,zha'ru'lu'xu'bu'zhi'shen'qian
扎手舞脚,zha'shou'wu'jiao
札手舞脚,zha'shou'wu'jiao
札闼洪休,zha'ta'hong'xiu
乍同乍异,zha'tong'zha'yi
乍往乍来,zha'wang'zha'lai
诈瞎装聋,zha'xia'zhuang'long
诈哑佯聋,zha'ya'yang'long
乍雨乍晴,zha'yu'zha'qing
咋咋唬唬,zha'zha'hu'hu
喳喳嘁嘁,zha'zha'qi'qi
扎扎实实,zha'zha'shi'shi
扎寨夫人,zha'zhai'fu'ren
渣滓浊沫,zha'zi'zhuo'mo
摘胆剜心,zhai'dan'wan'xin
债多不愁,zhai'duo'bu'chou
摘瓜抱蔓,zhai'gua'bao'man
摘奸发伏,zhai'jian'fa'fu
斋居蔬食,zhai'ju'shu'shi
摘句搜章,zhai'ju'sou'zhang
摘句寻章,zhai'ju'xun'zhang
窄门窄户,zhai'men'zhai'hu
摘山煮海,zhai'shan'zhu'hai
债台高筑,zhai'tai'gao'zhu
斋心涤虑,zhai'xin'di'lv
宅心仁厚,zhai'xin'ren'hou
宅心知训,zhai'xin'zhi'xun
宅心忠厚,zhai'xin'zhong'hou
摘艳熏香,zhai'yan'xun'xiang
摘艳薰香,zhai'yan'xun'xiang
窄窄别别,zhai'zhai'bie'bie
窄窄弓弓,zhai'zhai'gong'gong
窄窄轻轻,zhai'zhai'qing'qing
摘埴索涂,zhai'zhi'suo'tu
宅中图大,zhai'zhong'tu'da
斋钟衙鼓,zhai'zhong'ya'gu
斩岸堙溪,zhan'an'yin'xi
战必胜攻必取,zhan'bi'sheng'gong'bi'qu
瞻博迦花,zhan'bo'jia'hua
战不旋踵,zhan'bu'xuan'zhong
站不住脚,zhan'bu'zhu'jiao
斩草除根,zhan'cao'chu'gen
展草垂缰,zhan'cao'chui'jiang
栈车牝马,zhan'che'pin'ma
展翅高飞,zhan'chi'gao'fei
斩钉截铁,zhan'ding'jie'tie
斩钉切铁,zhan'ding'qie'tie
战鬭英雄,zhan'dou'ying'xiong
湛恩汪濊,zhan'en'wang'hun
沾风惹草,zhan'feng're'cao
占风使帆,zhan'feng'shi'fan
占风望气,zhan'feng'wang'qi
沾丐后人,zhan'gai'hou'ren
沾溉后人,zhan'gai'hou'ren
站干岸儿,zhan'gan'an'er
斩竿揭木,zhan'gan'jie'mu
斩钢截铁,zhan'gang'jie'tie
瞻顾前后,zhan'gu'qian'hou
斩关夺隘,zhan'guan'duo'ai
沾花惹草,zhan'hua're'cao
粘花惹草,zhan'hua're'cao
粘花惹絮,zhan'hua're'xu
战火纷飞,zhan'huo'fen'fei
斩将夺旗,zhan'jiang'duo'qi
斩将搴旗,zhan'jiang'qian'qi
斩将刈旗,zhan'jiang'yi'qi
展脚伸腰,zhan'jiao'shen'yao
斩尽杀絶,zhan'jin'sha'jue
斩尽杀绝,zhan'jin'sha'jue
战兢兢,zhan'jing'jing
斩荆披棘,zhan'jing'pi'ji
战慄,zhan'li
战栗失箸,zhan'li'shi'zhu
粘吝缴绕,zhan'lin'jiao'rao
崭露锋芒,zhan'lu'feng'mang
崭露头脚,zhan'lu'tou'jiao
崭露头角,zhan'lu'tou'jiao
战略战术,zhan'lue'zhan'shu
展眉解颐,zhan'mei'jie'yi
斩木揭竿,zhan'mu'jie'gan
斩木为兵揭竿为旗,zhan'mu'wei'bing'jie'gan'wei'qi
沾泥带水,zhan'ni'dai'shui
沾泥絮,zhan'ni'xu
粘皮着骨,zhan'pi'zhe'gu
粘皮著骨,zhan'pi'zhu'gu
瞻蒲劝穑,zhan'pu'quan'se
展其骥足,zhan'qi'ji'zu
瞻前顾后,zhan'qian'gu'hou
瞻前忽后,zhan'qian'hu'hou
瞻前虑后,zhan'qian'lv'hou
瞻前思后,zhan'qian'si'hou
沾亲带故,zhan'qin'dai'gu
沾亲带友,zhan'qin'dai'you
沾亲挂拐,zhan'qin'gua'guai
瞻情顾意,zhan'qing'gu'yi
栈山航海,zhan'shan'hang'hai
占山为王,zhan'shan'wei'wang
毡上拖毛,zhan'shang'tuo'mao
斩蛇逐鹿,zhan'she'zhu'lu
战胜攻取,zhan'sheng'gong'qu
鹯视狼顾,zhan'shi'lang'gu
旃檀瑞像,zhan'tan'rui'xiang
沾体涂足,zhan'ti'tu'zu
霑體塗足,zhan'ti'tu'zu
战天斗地,zhan'tian'dou'di
瞻天恋阙,zhan'tian'lian'que
斩头沥血,zhan'tou'li'xue
斩头去尾,zhan'tou'qu'wei
展土开疆,zhan'tu'kai'jiang
毡袜裹脚靴,zhan'wa'guo'jiao'xue
瞻望咨嗟,zhan'wang'zi'jie
占为己有,zhan'wei'ji'you
站稳脚跟,zhan'wen'jiao'gen
战无不克,zhan'wu'bu'ke
战无不胜,zhan'wu'bu'sheng
战无不胜攻无不克,zhan'wu'bu'sheng'gong'wu'bu'ke
战无不胜攻无不取,zhan'wu'bu'sheng'gong'wu'bu'qu
瞻星揆地,zhan'xing'kui'di
詹言曲说,zhan'yan'qu'shuo
展眼舒眉,zhan'yan'shu'mei
詀言詀语,zhan'yan'zhan'yu
瞻予马首,zhan'yu'ma'shou
瞻云就日,zhan'yun'jiu'ri
瞻云望日,zhan'yun'wang'ri
瞻云陟屺,zhan'yun'zhi'qi
战战惶惶,zhan'zhan'huang'huang
战战兢兢,zhan'zhan'jing'jing
战战栗栗,zhan'zhan'li'li
湛湛青天,zhan'zhan'qing'tian
詹詹炎炎,zhan'zhan'yan'yan
战战业业,zhan'zhan'ye'ye
沾沾自好,zhan'zhan'zi'hao
沾沾自满,zhan'zhan'zi'man
沾沾自喜,zhan'zhan'zi'xi
沾沾自衒,zhan'zhan'zi'xuan
沾沾自足,zhan'zhan'zi'zu
占着茅坑不拉屎,zhan'zhe'mao'keng'bu'la'shi
战争贩子,zhan'zheng'fan'zi
展转反侧,zhan'zhuan'fan'ce
辗转反侧,zhan'zhuan'fan'ce
辗转伏枕,zhan'zhuan'fu'zhen
辗转思念,zhan'zhuan'si'nian
展转推托,zhan'zhuan'tui'tuo
辗转推托,zhan'zhuan'tui'tuo
辗转相传,zhan'zhuan'xiang'chuan
丈八蛇矛,zhang'ba'she'mao
张本继末,zhang'ben'ji'mo
杖策窥园,zhang'ce'kui'yuan
张敞画眉,zhang'chang'hua'mei
丈尺权衡,zhang'chi'quan'heng
张唇植髭,zhang'chun'zhi'zi
张大其词,zhang'da'qi'ci
张大其辞,zhang'da'qi'ci
张大其事,zhang'da'qi'shi
张灯挂彩,zhang'deng'gua'cai
张灯结彩,zhang'deng'jie'cai
张灯结采,zhang'deng'jie'cai
杖杜弄麞,zhang'du'nong'zhang
杖杜宰相,zhang'du'zai'xiang
丈二和尚,zhang'er'he'shang
獐耳细辛,zhang'er'xi'xin
章甫缝掖,zhang'fu'feng'ye
章甫荐履,zhang'fu'jian'lv
丈夫双泪不轻弹,zhang'fu'shuang'lei'bu'qing'tan
丈夫有泪不轻弹,zhang'fu'you'lei'bu'qing'tan
杖斧之臣,zhang'fu'zhi'chen
张纲埋轮,zhang'gang'mai'lun
张公吃酒李公颠,zhang'gong'chi'jiu'li'gong'dian
张公吃酒李公醉,zhang'gong'chi'jiu'li'gong'zui
张冠李戴,zhang'guan'li'dai
张红燃爆,zhang'hong'ran'bao
杖化龙,zhang'hua'long
彰徨不定,zhang'huang'bu'ding
张皇莫措,zhang'huang'mo'cuo
张皇铺饰,zhang'huang'pu'shi
张皇其事,zhang'huang'qi'shi
慞惶失次,zhang'huang'shi'ci
张徨失措,zhang'huang'shi'cuo
张惶失措,zhang'huang'shi'cuo
张慌失措,zhang'huang'shi'cuo
张皇失措,zhang'huang'shi'cuo
张皇失错,zhang'huang'shi'cuo
张皇无措,zhang'huang'wu'cuo
张皇幽眇,zhang'huang'you'miao
章回小说,zhang'hui'xiao'shuo
张火伞,zhang'huo'san
张机设阱,zhang'ji'she'jing
张家长李家短,zhang'jia'chang'li'jia'duan
张甲李乙,zhang'jia'li'yi
杖节把钺,zhang'jie'ba'yue
仗节死义,zhang'jie'si'yi
张筋弩脉,zhang'jin'nu'mai
杖屦往还,zhang'ju'wang'huan
章句小儒,zhang'ju'xiao'ru
章句之徒,zhang'ju'zhi'tu
章决句断,zhang'jue'ju'duan
獐麇马鹿,zhang'jun'ma'lu
张口掉舌,zhang'kou'diao'she
张口结舌,zhang'kou'jie'she
张口吐舌,zhang'kou'tu'she
张狂妄行,zhang'kuang'wang'xing
张良借箸,zhang'liang'jie'zhu
张良慕赤松,zhang'liang'mu'chi'song
丈六金身,zhang'liu'jin'shen
杖履相从,zhang'lv'xiang'cong
杖履纵横,zhang'lv'zong'heng
仗马寒蝉,zhang'ma'han'chan
张脉偾兴,zhang'mai'fen'xing
章满公车,zhang'man'gong'che
张袂成帷,zhang'mei'cheng'wei
张袂成阴,zhang'mei'cheng'yin
张眉努目,zhang'mei'nu'mu
张眉努眼,zhang'mei'nu'yan
张眉张眼,zhang'mei'zhang'yan
彰明较着,zhang'ming'jiao'zhe
彰明较著,zhang'ming'jiao'zhu
彰明昭着,zhang'ming'zhao'zhe
彰明昭著,zhang'ming'zhao'zhu
杖莫如信,zhang'mo'ru'xin
涨啮城郭,zhang'nie'cheng'guo
仗气使酒,zhang'qi'shi'jiu
仗气直书,zhang'qi'zhi'shu
麞麕马鹿,zhang'qun'ma'lu
丈人行,zhang'ren'xing
张三李四,zhang'san'li'si
张三吕四,zhang'san'lv'si
彰善瘅恶,zhang'shan'dan'e
掌上观文,zhang'shang'guan'wen
掌上观纹,zhang'shang'guan'wen
掌上明珠,zhang'shang'ming'zhu
掌上珍珠,zhang'shang'zhen'zhu
张设布列,zhang'she'bu'lie
张舌骗口,zhang'she'pian'kou
掌声雷动,zhang'sheng'lei'dong
张生煮海,zhang'sheng'zhu'hai
仗势欺人,zhang'shi'qi'ren
张睢阳齿,zhang'sui'yang'chi
章台杨柳,zhang'tai'yang'liu
章台之柳,zhang'tai'zhi'liu
杖头木偶,zhang'tou'mu'ou
獐头鼠目,zhang'tou'shu'mu
麞头鼠目,zhang'tou'shu'mu
张头探脑,zhang'tou'tan'nao
彰往察来,zhang'wang'cha'lai
彰往考来,zhang'wang'kao'lai
章往考来,zhang'wang'kao'lai
张王李赵,zhang'wang'li'zhao
张王赵李,zhang'wang'zhao'li
杖限文书,zhang'xian'wen'shu
瘴乡恶土,zhang'xiang'e'tu
张牙切齿,zhang'ya'qie'chi
张牙舞爪,zhang'ya'wu'zhao
张眼露睛,zhang'yan'lu'jing
张筵设戏,zhang'yan'she'xi
张扬其事,zhang'yang'qi'shi
仗义疎财,zhang'yi'shu'cai
仗义疏财,zhang'yi'shu'cai
仗义行仁,zhang'yi'xing'ren
仗义执言,zhang'yi'zhi'yan
仗义直言,zhang'yi'zhi'yan
瘴雨蛮烟,zhang'yu'man'yan
瘴雨蛮云,zhang'yu'man'yun
杖钺一方,zhang'yue'yi'fang
张张巴巴,zhang'zhang'ba'ba
张张屈屈,zhang'zhang'qu'qu
彰彰在目,zhang'zhang'zai'mu
张嘴挢舌,zhang'zui'jiao'she
张嘴结舌,zhang'zui'jie'she
照本宣科,zhao'ben'xuan'ke
招兵买马,zhao'bing'mai'ma
找不自在,zhao'bu'zi'zai
招财进宝,zhao'cai'jin'bao
招财纳福,zhao'cai'na'fu
照单全收,zhao'dan'quan'shou
昭德塞违,zhao'de'se'wei
招风揽火,zhao'feng'lan'huo
招风惹草,zhao'feng're'cao
招蜂惹蝶,zhao'feng're'die
招风惹雨,zhao'feng're'yu
招蜂引蝶,zhao'feng'yin'die
照功行赏,zhao'gong'xing'shang
赵公元帅,zhao'gong'yuan'shuai
照葫芦画瓢,zhao'hu'lu'hua'piao
招花惹草,zhao'hua're'cao
招魂续魄,zhao'hun'xu'po
招魂扬幡,zhao'hun'yang'fan
招架不住,zhao'jia'bu'zhu
赵家姊妹,zhao'jia'zi'mei
赵郊坑肉,zhao'jiao'keng'rou
招军买马,zhao'jun'mai'ma
赵礼让肥,zhao'li'rang'fei
昭聋发聩,zhao'long'fa'kui
照猫画虎,zhao'mao'hua'hu
招门纳婿,zhao'men'na'xu
照模照样,zhao'mo'zhao'yang
昭穆伦序,zhao'mu'lun'xu
赵钱孙李,zhao'qian'sun'li
招权纳贿,zhao'quan'na'hui
招权纳赂,zhao'quan'na'lu
招权纳赇,zhao'quan'na'qiu
昭然可见,zhao'ran'ke'jian
昭然若揭,zhao'ran'ruo'jie
昭然在目,zhao'ran'zai'mu
昭然著闻,zhao'ran'zhu'wen
照人肝胆,zhao'ren'gan'dan
昭如日星,zhao'ru'ri'xing
昭如日月,zhao'ru'ri'yue
着三不着两,zhao'san'bu'zhao'liang
召神弄鬼,zhao'shen'nong'gui
招是搬非,zhao'shi'ban'fei
招是揽非,zhao'shi'lan'fei
招事惹非,zhao'shi're'fei
招是惹非,zhao'shi're'fei
招是生非,zhao'shi'sheng'fei
