阿坝当归,a'ba'dang'gui
勒布箭竹,le'bu'jian'zhu
乐昌含笑,le'chang'han'xiao
乐昌虾脊兰,le'chang'xia'ji'lan
簕欓花椒,le'dang'hua'jiao
乐东吕宋黄芩,le'dong'lv'song'huang'qin
乐东拟单性木兰,le'dong'ni'dan'xing'mu'lan
乐东石豆兰,le'dong'shi'dou'lan
乐东藤,le'dong'teng
乐东藤属,le'dong'teng'shu
乐东油果樟,le'dong'you'guo'zhang
乐东玉叶金花,le'dong'yu'ye'jin'hua
乐东锥,le'dong'zhui
乐都黄芪,le'du'huang'qi
了墩黄芪,le'dun'huang'qi
了哥王,le'ge'wang
勒公氏马先蒿,le'gong'shi'ma'xian'hao
簕古子,le'gu'zi
乐会润楠,le'hui'run'nan
乐母丽,le'mu'li
乐母丽属,le'mu'li'shu
乐山马蓝,le'shan'ma'lan
乐山蜘蛛抱蛋,le'shan'zhi'zhu'bao'dan
勒氏马先蒿,le'shi'ma'xian'hao
乐业附地菜,le'ye'fu'di'cai
乐业蜘蛛抱蛋,le'ye'zhi'zhu'bao'dan
乐园百合,le'yuan'bai'he
乐园百合属,le'yuan'bai'he'shu
簕竹,le'zhu
簕竹属,le'zhu'shu
泪柏属,lei'bai'shu
类白穗薹草,lei'bai'sui'tai'cao
类稗薹草,lei'bai'tai'cao
肋瓣花属,lei'ban'hua'shu
肋苞亮泽兰属,lei'bao'liang'ze'lan'shu
类北葱,lei'bei'cong
类扁鞘飘拂草,lei'bian'qiao'piao'fu'cao
类变色黄芪,lei'bian'se'huang'qi
类滨菊属,lei'bin'ju'shu
雷波长蒴苣苔,lei'bo'chang'shuo'ju'tai
雷波大叶筇竹,lei'bo'da'ye'qiong'zhu
雷波冬青,lei'bo'dong'qing
雷波杜鹃,lei'bo'du'juan
雷波花椒,lei'bo'hua'jiao
雷波黄精,lei'bo'huang'jing
雷波毛蕨,lei'bo'mao'jue
雷波蒲儿根,lei'bo'pu'er'gen
雷波槭,lei'bo'qi
雷波石杉,lei'bo'shi'shan
雷波铁角蕨,lei'bo'tie'jiao'jue
雷波铁线莲,lei'bo'tie'xian'lian
雷波乌头,lei'bo'wu'tou
雷波小檗,lei'bo'xiao'bo
肋翅苋属,lei'chi'xian'shu
雷打果,lei'da'guo
雷德木属,lei'de'mu'shu
类地毯草,lei'di'tan'cao
雷丁马先蒿,lei'ding'ma'xian'hao
类短瓣玉盘属,lei'duan'ban'yu'pan'shu
类短尖薹草,lei'duan'jian'tai'cao
类短肋黄芪,lei'duan'lei'huang'qi
类短尾菊属,lei'duan'wei'ju'shu
类耳褶龙胆,lei'er'zhe'long'dan
类番荔枝属,lei'fan'li'zhi'shu
类番鹰爪属,lei'fan'ying'zhao'shu
蕾芬,lei'fen
蕾芬科,lei'fen'ke
蕾芬属,lei'fen'shu
类盖裂桂属,lei'gai'lie'gui'shu
雷公鹅耳枥,lei'gong'e'er'li
雷公橘,lei'gong'ju
雷公连,lei'gong'lian
雷公连属,lei'gong'lian'zhu
雷公青冈,lei'gong'qing'gang
雷公藤,lei'gong'teng
雷公藤属,lei'gong'teng'shu
擂鼓簕属,lei'gu'le'shu
类龟背菊属,lei'gui'bei'ju'shu
肋果蓟,lei'guo'ji
肋果蓟属,lei'guo'ji'shu
肋果沙棘,lei'guo'sha'ji
类黑褐穗薹草,lei'hei'he'sui'tai'cao
肋壶菌科,lei'hu'jun'ke
类花刺苋属,lei'hua'ci'xian'shu
类华丽龙胆,lei'hua'li'long'dan
类花纹木属,lei'hua'wen'mu'shu
类蛔囊花,lei'hui'nang'hua
类蛔囊花属,lei'hui'nang'hua'shu
类尖头风毛菊,lei'jian'tou'feng'mao'ju
类见血封喉属,lei'jian'xue'feng'hou'shu
类金丝桃属,lei'jin'si'tao'shu
类菊蒿属,lei'ju'hao'shu
类绢毛苋属,lei'juan'mao'xian'shu
蕾卡兰属,lei'ka'lan'shu
蕾丽兰,lei'li'lan
蕾丽兰属,lei'li'lan'shu
类丽麻藤属,lei'li'ma'teng'shu
雷楝,lei'lian
雷楝属,lei'lian'shu
类亮叶龙胆,lei'liang'ye'long'dan
类林地苋属,lei'lin'di'xian'shu
类留土黄芪,lei'liu'tu'huang'qi
类芦,lei'lu
类芦属,lei'lu'shu
肋脉薹草,lei'mai'tai'cao
类芒齿黄芪,lei'mang'chi'huang'qi
肋芒菊,lei'mang'ju
肋芒菊属,lei'mang'ju'shu
类毛瓣虎耳草,lei'mao'ban'hu'er'cao
肋毛菊属,lei'mao'ju'shu
肋毛蕨属,lei'mao'jue'shu
肋毛泽兰属,lei'mao'ze'lan'shu
类毛柱黄芪,lei'mao'zhu'huang'qi
雷蒙木属,lei'meng'mu'shu
类密叶花属,lei'mi'ye'hua'shu
类霹雳薹草,lei'pi'li'tai'cao
雷琼牡蒿,lei'qiong'mu'hao
类雀稗,lei'que'bai
类雀稗属,lei'que'bai'shu
类雀麦,lei'que'mai
类三脉梅花草,lei'san'mai'mei'hua'cao
类沙苋属,lei'sha'xian'shu
雷山杜鹃,lei'shan'du'juan
雷山方竹,lei'shan'fang'zhu
雷山假福王草,lei'shan'jia'fu'wang'cao
雷山瑞香,lei'shan'rui'xiang
雷山石杉,lei'shan'shi'shan
类扇叶垫柳,lei'shan'ye'dian'liu
类山月桂属,lei'shan'yue'gui'shu
雷神,lei'shen
雷神阁属,lei'shen'ge'shu
类蜀黍,lei'shu'shu
类蜀黍属,lei'shu'shu'shu
类黍尾稃草,lei'shu'wei'fu'cao
类四腺柳,lei'si'xian'liu
类兔苣,lei'tu'ju
类兔苣属,lei'tu'ju'shu
类蚊母属,lei'wen'mu'shu
类芜蘋属,lei'wu'pin'shu
类乌齐乌头,lei'wu'qi'wu'tou
类藓菊属,lei'xian'ju'shu
类香青属,lei'xiang'qing'shu
类蟹甲,lei'xie'jia
类蟹甲属,lei'xie'jia'shu
类亚龙木属,lei'ya'long'mu'shu
类叶升麻,lei'ye'sheng'ma
类叶升麻属,lei'ye'sheng'ma'shu
类印第安菊属,lei'yin'di'an'ju'shu
类银莲属,lei'yin'lian'shu
类硬蕊花属,lei'ying'rui'hua'shu
类鹰爪属,lei'ying'zhao'shu
类缘刺子莞,lei'yuan'ci'zi'guan
肋泽兰属,lei'ze'lan'shu
肋脂菊属,lei'zhi'ju'shu
类智利桂属,lei'zhi'li'gui'shu
类帚黄芪,lei'zhou'huang'qi
类皱叶香茶菜,lei'zhou'ye'xiang'cha'cai
雷竹,lei'zhu
肋柱花,lei'zhu'hua
肋柱花属,lei'zhu'hua'shu
类紫玉盘属,lei'zi'yu'pan'shu
棱苞滨藜属,leng'bao'bin'li'shu
棱苞聚花苋属,leng'bao'ju'hua'xian'shu
棱边毛茛,leng'bian'mao'gen
棱长柱无心菜,leng'chang'zhu'wu'xin'cai
棱刺锥,leng'ci'zhui
冷地毛茛,leng'di'mao'gen
冷地卫矛,leng'di'wei'mao
棱萼母草,leng'e'mu'cao
棱萼酸浆,leng'e'suan'jiang
冷饭藤,leng'fan'teng
棱稃雀稗,leng'fu'que'bai
棱果秤锤树,leng'guo'cheng'chui'shu
棱果谷木,leng'guo'gu'mu
棱果海桐,leng'guo'hai'tong
棱果花,leng'guo'hua
棱果花楸,leng'guo'hua'qiu
棱果花属,leng'guo'hua'shu
棱果芥属,leng'guo'jie'shu
棱果菊属,leng'guo'ju'shu
棱果柯,leng'guo'ke
棱果辽椴,leng'guo'liao'duan
棱果榕,leng'guo'rong
棱果沙棘,leng'guo'sha'ji
棱果糖芥,leng'guo'tang'jie
冷蒿,leng'hao
棱喙毛茛,leng'hui'mao'gen
棱荚蝶豆,leng'jia'die'dou
冷箭竹,leng'jian'zhu
棱茎八月瓜,leng'jing'ba'yue'gua
棱茎凤仙花,leng'jing'feng'xian'hua
棱镜果科,leng'jing'guo'ke
棱镜果属,leng'jing'guo'shu
棱茎黄芩,leng'jing'huang'qin
棱茎爵床,leng'jing'jue'chuang
冷蕨,leng'jue
冷蕨属,leng'jue'shu
棱脉蕨,leng'mai'jue
棱脉蕨属,leng'mai'jue'shu
棱瓶花,leng'ping'hua
棱瓶花属,leng'ping'hua'shu
冷杉,leng'shan
冷杉寄生,leng'shan'ji'sheng
冷杉林乌头,leng'shan'lin'wu'tou
冷杉属,leng'shan'shu
冷杉异燕麦,leng'shan'yi'yan'mai
棱石竹属,leng'shi'zhu'shu
冷水花,leng'shui'hua
冷水花假楼梯草,leng'shui'hua'jia'lou'ti'cao
冷水花属,leng'shui'hua'shu
棱蒴藓科,leng'shuo'xian'ke
棱纹玉山竹,leng'wen'yu'shan'zhu
棱叶韭,leng'ye'jiu
棱枝冬青,leng'zhi'dong'qing
棱枝杜英,leng'zhi'du'ying
棱枝槲寄生,leng'zhi'hu'ji'sheng
棱枝菊,leng'zhi'ju
棱枝菊属,leng'zhi'ju'shu
棱枝树萝卜,leng'zhi'shu'luo'bo
棱枝细瘦悬钩子,leng'zhi'xi'shou'xuan'gou'zi
棱子菊属,leng'zi'ju'shu
棱子芹,leng'zi'qin
棱子芹属,leng'zi'qin'shu
黎庵高竹,li'an'gao'zhu
犁耙柯,li'ba'ke
里白,li'bai
里白杜虹花,li'bai'du'hong'hua
丽白花属,li'bai'hua'shu
里白科,li'bai'ke
里白属,li'bai'shu
里白算盘子,li'bai'suan'pan'zi
离瓣寄生,li'ban'ji'sheng
离瓣寄生属,li'ban'ji'sheng'shu
离瓣景天,li'ban'jing'tian
犁苞滨藜,li'bao'bin'li
离苞果属,li'bao'guo'shu
离苞菊属,li'bao'ju'shu
里孢壳科,li'bao'ke'ke
离苞毛泽兰,li'bao'mao'ze'lan
离苞毛泽兰属,li'bao'mao'ze'lan'shu
丽杯花,li'bei'hua
丽杯花属,li'bei'hua'shu
离被鸢尾属,li'bei'yuan'wei'shu
栗柄凤尾蕨,li'bing'feng'wei'jue
栗柄金粉蕨,li'bing'jin'fen'jue
栗柄鳞毛蕨,li'bing'lin'mao'jue
栗柄水龙骨,li'bing'shui'long'gu
栗柄岩蕨,li'bing'yan'jue
荔波唇柱苣苔,li'bo'chun'zhu'ju'tai
荔波大节竹,li'bo'da'jie'zhu
荔波吊竹,li'bo'diao'zhu
荔波杜鹃,li'bo'du'juan
荔波凤尾蕨,li'bo'feng'wei'jue
荔波花椒,li'bo'hua'jiao
荔波假脉蕨,li'bo'jia'mai'jue
荔波楼梯草,li'bo'lou'ti'cao
荔波桑,li'bo'sang
荔波铁线莲,li'bo'tie'xian'lian
鳢肠,li'chang
鳢肠属,li'chang'shu
离翅蓬属,li'chi'peng'shu
利川八角莲,li'chuan'ba'jiao'lian
利川慈姑,li'chuan'ci'gu
利川开口箭,li'chuan'kai'kou'jian
利川楠,li'chuan'nan
利川润楠,li'chuan'run'nan
黎川悬钩子,li'chuan'xuan'gou'zi
利川阴山荠,li'chuan'yin'shan'ji
利川瘿椒树,li'chuan'ying'jiao'shu
丽达黄皮,li'da'huang'pi
砾地毛茛,li'di'mao'gen
丽豆,li'dou
黧豆,li'dou
丽豆属,li'dou'shu
栗豆树,li'dou'shu
离兜属,li'dou'shu
黧豆属,li'dou'shu
栗豆树属,li'dou'shu'shu
栗豆藤,li'dou'teng
栗豆藤属,li'dou'teng'shu
离萼杓兰,li'e'biao'lan
丽萼熊巴掌,li'e'xiong'ba'zhang
丽格海棠,li'ge'hai'tang
离根香,li'gen'xiang
离根香属,li'gen'xiang'shu
离冠蝶须,li'guan'die'xu
离冠蝶须属,li'guan'die'xu'shu
丽冠菊属,li'guan'ju'shu
梨果寄生,li'guo'ji'sheng
梨果寄生属,li'guo'ji'sheng'shu
梨果柯,li'guo'ke
梨果仙人掌,li'guo'xian'ren'zhang
里海阿魏,li'hai'a'wei
里海旋覆花,li'hai'xuan'fu'hua
里海盐爪爪,li'hai'yan'zhua'zhua
离核毛桃,li'he'mao'tao
李恒翠雀花,li'heng'cui'que'hua
李恒楼梯草,li'heng'lou'ti'cao
李恒马蓝,li'heng'ma'lan
李恒南星,li'heng'nan'xing
李恒碎米荠,li'heng'sui'mi'ji
丽花报春,li'hua'bao'chun
栗花灯芯草,li'hua'deng'xin'cao
栗花地杨梅,li'hua'di'yang'mei
丽花独花报春,li'hua'du'hua'bao'chun
立花黄堇,li'hua'huang'jin
立花橘,li'hua'ju
丽花兰,li'hua'lan
丽花球属,li'hua'qiu'shu
立花头序报春,li'hua'tou'xu'bao'chun
利黄藤,li'huang'teng
离基脉冷水花,li'ji'mai'leng'shui'hua
栗寄生,li'ji'sheng
栗寄生属,li'ji'sheng'shu
丽江百合,li'jiang'bai'he
丽江扁莎,li'jiang'bian'sha
丽江鳔冠花,li'jiang'biao'guan'hua
丽江杓兰,li'jiang'biao'lan
丽江糙苏,li'jiang'cao'su
丽江柴胡,li'jiang'chai'hu
丽江赤瓟,li'jiang'chi'bo
丽江翠雀花,li'jiang'cui'que'hua
丽江大丁草,li'jiang'da'ding'cao
丽江大黄,li'jiang'da'huang
丽江当归,li'jiang'dang'gui
丽江滇芎,li'jiang'dian'xiong
丽江滇紫草,li'jiang'dian'zi'cao
丽江吊灯花,li'jiang'diao'deng'hua
丽江东爪草,li'jiang'dong'zhao'cao
丽江独活,li'jiang'du'huo
丽江椴,li'jiang'duan
丽江粉背蕨,li'jiang'fen'bei'jue
丽江风铃草,li'jiang'feng'ling'cao
丽江风毛菊,li'jiang'feng'mao'ju
丽江藁本,li'jiang'gao'ben
丽江合耳菊,li'jiang'he'er'ju
丽江虎耳草,li'jiang'hu'er'cao
丽江黄芪,li'jiang'huang'qi
丽江黄芩,li'jiang'huang'qin
丽江黄钟花,li'jiang'huang'zhong'hua
丽江茴芹,li'jiang'hui'qin
丽江蓟,li'jiang'ji
丽江鲫鱼藤,li'jiang'ji'yu'teng
丽江假瘤蕨,li'jiang'jia'liu'jue
丽江拉拉藤,li'jiang'la'la'teng
丽江蓝钟花,li'jiang'lan'zhong'hua
丽江肋柱花,li'jiang'lei'zhu'hua
丽江棱子芹,li'jiang'leng'zi'qin
丽江镰扁豆,li'jiang'lian'bian'dou
丽江连翘,li'jiang'lian'qiao
丽江蓼,li'jiang'liao
丽江鳞毛蕨,li'jiang'lin'mao'jue
丽江柃,li'jiang'ling
丽江铃子香,li'jiang'ling'zi'xiang
丽江鹿药,li'jiang'lu'yao
丽江绿绒蒿,li'jiang'lv'rong'hao
丽江麻黄,li'jiang'ma'huang
丽江马铃苣苔,li'jiang'ma'ling'ju'tai
丽江马先蒿,li'jiang'ma'xian'hao
丽江毛茛,li'jiang'mao'gen
丽江毛连菜,li'jiang'mao'lian'cai
丽江毛鳞菊,li'jiang'mao'lin'ju
丽江梅花草,li'jiang'mei'hua'cao
漓江猕猴桃,li'jiang'mi'hou'tao
丽江木姜子,li'jiang'mu'jiang'zi
丽江木蓝,li'jiang'mu'lan
丽江南星,li'jiang'nan'xing
丽江蒲公英,li'jiang'pu'gong'ying
丽江槭,li'jiang'qi
丽江千里光,li'jiang'qian'li'guang
丽江蔷薇,li'jiang'qiang'wei
丽江雀梅藤,li'jiang'que'mei'teng
丽江荛花,li'jiang'rao'hua
丽江山荆子,li'jiang'shan'jing'zi
丽江山梅花,li'jiang'shan'mei'hua
丽江舌唇兰,li'jiang'she'chun'lan
丽江丝瓣芹,li'jiang'si'ban'qin
丽江薹草,li'jiang'tai'cao
丽江唐松草,li'jiang'tang'song'cao
丽江铁杉,li'jiang'tie'shan
丽江铁苋菜,li'jiang'tie'xian'cai
丽江铁线莲,li'jiang'tie'xian'lian
丽江葶苈,li'jiang'ting'li
丽江通泉草,li'jiang'tong'quan'cao
丽江橐吾,li'jiang'tuo'wu
丽江瓦韦,li'jiang'wa'wei
丽江微孔草,li'jiang'wei'kong'cao
丽江卫矛,li'jiang'wei'mao
丽江乌头,li'jiang'wu'tou
丽江陷脉冬青,li'jiang'xian'mai'dong'qing
丽江香青,li'jiang'xiang'qing
丽江小檗,li'jiang'xiao'bo
丽江蟹甲草,li'jiang'xie'jia'cao
丽江绣线菊,li'jiang'xiu'xian'ju
丽江玄参,li'jiang'xuan'shen
丽江雪胆,li'jiang'xue'dan
丽江亚菊,li'jiang'ya'ju
丽江羊茅,li'jiang'yang'mao
丽江羊蹄甲,li'jiang'yang'ti'jia
丽江野丁香,li'jiang'ye'ding'xiang
丽江硬叶杜鹃,li'jiang'ying'ye'du'juan
丽江蝇子草,li'jiang'ying'zi'cao
丽江远志,li'jiang'yuan'zhi
丽江云杉,li'jiang'yun'shan
丽江獐芽菜,li'jiang'zhang'ya'cai
丽江珍珠菜,li'jiang'zhen'zhu'cai
丽江紫金龙,li'jiang'zi'jin'long
丽江紫菀,li'jiang'zi'wan
立堇菜,li'jin'cai
丽韭,li'jiu
丽韭属,li'jiu'shu
丽菊属,li'ju'shu
栗蕨,li'jue
栗蕨属,li'jue'shu
藜科,li'ke
丽口包科,li'kou'bao'ke
李榄,li'lan
丽蓝木属,li'lan'mu'shu
李榄琼楠,li'lan'qiong'nan
李榄属,li'lan'shu
篱栏网,li'lan'wang
丽蓼,li'liao
篱蓼,li'liao
栗鳞贝母兰,li'lin'bei'mu'lan
粒鳞顶冰花,li'lin'ding'bing'hua
栗鳞耳蕨,li'lin'er'jue
藜芦,li'lu
藜芦属,li'lu'shu
藜芦獐牙菜,li'lu'zhang'ya'cai
利马川风毛菊,li'ma'chuan'feng'mao'ju
丽麻藤属,li'ma'teng'shu
离脉柳叶蕨,li'mai'liu'ye'jue
丽蔓,li'man
丽蔓属,li'man'shu
栗毛钝果寄生,li'mao'dun'guo'ji'sheng
李梅杏,li'mei'xing
黎檬,li'meng
丽藕草沙蚕,li'ou'cao'sha'can
黎平鳞盖蕨,li'ping'lin'gai'jue
黎平秋海棠,li'ping'qiu'hai'tang
黎平石楠,li'ping'shi'nan
黎婆花,li'po'hua
荔坡球兰,li'po'qiu'lan
立卿薹草,li'qing'tai'cao
离蕊菖蒲属,li'rui'chang'pu'shu
梨润楠,li'run'nan
栗色巴戟,li'se'ba'ji
栗色车前蕨,li'se'che'qian'jue
栗色鼠尾草,li'se'shu'wei'cao
栗色蝇子草,li'se'ying'zi'cao
砾沙早熟禾,li'sha'zao'shu'he
梨山铁线莲,li'shan'tie'xian'lian
梨山乌头,li'shan'wu'tou
离舌橐吾,li'she'tuo'wu
立氏大王马先蒿,li'shi'da'wang'ma'xian'hao
砾石杜鹃,li'shi'du'juan
李氏禾,li'shi'he
李氏香芋,li'shi'xiang'yu
李属,li'shu
栎属,li'shu
栗属,li'shu
梨属,li'shu
藜属,li'shu
丽水苦竹,li'shui'ku'zhu
丽水悬钩子,li'shui'xuan'gou'zi
黧蒴锥,li'shuo'zhui
离丝野木瓜,li'si'ye'mu'gua
丽穗凤梨属,li'sui'feng'li'shu
离穗薹草,li'sui'tai'cao
理塘藁本,li'tang'gao'ben
理塘虎耳草,li'tang'hu'er'cao
理塘忍冬,li'tang'ren'dong
理塘沙棘,li'tang'sha'ji
利特藁本,li'te'gao'ben
梨藤竹,li'teng'zhu
梨藤竹属,li'teng'zhu'shu
犁头尖,li'tou'jian
犁头尖属,li'tou'jian'shu
丽头菊,li'tou'ju
丽头菊属,li'tou'ju'shu
犁头叶堇菜,li'tou'ye'jin'cai
丽菀属,li'wan'shu
丽薇,li'wei
狸尾豆,li'wei'dou
狸尾豆属,li'wei'dou'shu
丽薇属,li'wei'shu
理县杜鹃,li'xian'du'juan
粒腺娥眉蕨,li'xian'e'mei'jue
理县虎耳草,li'xian'hu'er'cao
理县金腰,li'xian'jin'yao
理县裸菀,li'xian'luo'wan
理县香茶菜,li'xian'xiang'cha'cai
梨序楼梯草,li'xu'lou'ti'cao
砾玄参,li'xuan'shen
溧阳复叶耳蕨,li'yang'fu'ye'er'jue
梨叶冬青,li'ye'dong'qing
栎叶杜鹃,li'ye'du'juan
荔叶杜鹃,li'ye'du'juan
梨叶骨牌蕨,li'ye'gu'pai'jue
栎叶槲蕨,li'ye'hu'jue
枥叶花楸,li'ye'hua'qiu
栎叶柯,li'ye'ke
栎叶罗伞,li'ye'luo'san
梨叶木蓼,li'ye'mu'liao
丽叶女贞,li'ye'nv'zhen
栎叶枇杷,li'ye'pi'pa
丽叶秋海棠,li'ye'qiu'hai'tang
李叶雀梅藤,li'ye'que'mei'teng
梨叶山矾,li'ye'shan'fan
丽叶薯蓣,li'ye'shu'yu
丽叶铁线莲,li'ye'tie'xian'lian
梨叶橐吾,li'ye'tuo'wu
李叶绣线菊,li'ye'xiu'xian'ju
梨叶悬钩子,li'ye'xuan'gou'zi
栎叶亚菊,li'ye'ya'ju
栎叶亚菊属,li'ye'ya'ju'shu
丽叶沿阶草,li'ye'yan'jie'cao
李叶榆,li'ye'yu
丽芸木,li'yun'mu
丽芸木属,li'yun'mu'shu
狸藻,li'zao
狸藻科,li'zao'ke
狸藻属,li'zao'shu
荔枝,li'zhi
荔枝草,li'zhi'cao
痢止蒿,li'zhi'hao
荔枝桑属,li'zhi'sang'shu
荔枝属,li'zhi'shu
荔枝叶红豆,li'zhi'ye'hong'dou
栗轴凤尾蕨,li'zhou'feng'wei'jue
离轴红腺蕨,li'zhou'hong'xian'jue
梨竹,li'zhu
黎竹,li'zhu
离柱鹅掌柴,li'zhu'e'zhang'chai
离柱花科,li'zhu'hua'ke
梨竹属,li'zhu'shu
离柱五加,li'zhu'wu'jia
离柱苋属,li'zhu'xian'shu
粒状马唐,li'zhuang'ma'tang
藜状珍珠菜,li'zhuang'zhen'zhu'cai
离子芥,li'zi'jie
离子芥属,li'zi'jie'shu
栎子青冈,li'zi'qing'gang
丽子藤,li'zi'teng
黎子竹,li'zi'zhu
莲安菊属,lian'an'ju'shu
镰瓣豆,lian'ban'dou
镰瓣豆属,lian'ban'dou'shu
镰瓣凤仙花,lian'ban'feng'xian'hua
莲瓣兰,lian'ban'lan
联苞菊属,lian'bao'ju'shu
连孢一条线蕨,lian'bao'yi'tiao'xian'jue
镰扁豆,lian'bian'dou
镰扁豆属,lian'bian'dou'shu
连城薹草,lian'cheng'tai'cao
连齿马先蒿,lian'chi'ma'xian'hao
镰翅羊耳蒜,lian'chi'yang'er'suan
联刺齿缘草,lian'ci'chi'yuan'cao
链担耳科,lian'dan'er'ke
镰刀荚蝶豆,lian'dao'jia'die'dou
镰刀叶卷耳,lian'dao'ye'juan'er
镰刀玉,lian'dao'yu
镰刀玉属,lian'dao'yu'shu
镰萼凤仙花,lian'e'feng'xian'hua
镰萼喉毛花,lian'e'hou'mao'hua
连萼粟草属,lian'e'su'cao'shu
镰萼虾脊兰,lian'e'xia'ji'lan
镰稃草,lian'fu'cao
镰稃草属,lian'fu'cao'shu
联冠鼠麹草属,lian'guan'shu'qu'cao'shu
联冠紫绒草属,lian'guan'zi'rong'cao'shu
镰光蕈树,lian'guang'xun'shu
莲桂,lian'gui
莲桂属,lian'gui'shu
镰果杜鹃,lian'guo'du'juan
连合鳞毛蕨,lian'he'lin'mao'jue
链壶菌科,lian'hu'jun'ke
莲花池寄生,lian'hua'chi'ji'sheng
莲花池山龙眼,lian'hua'chi'shan'long'yan
莲花卷瓣兰,lian'hua'juan'ban'lan
莲华柃,lian'hua'ling
莲花山黄芪,lian'hua'shan'huang'qi
莲花掌,lian'hua'zhang
镰喙薹草,lian'hui'tai'cao
链荚豆,lian'jia'dou
链荚豆属,lian'jia'dou'shu
镰荚黄芪,lian'jia'huang'qi
镰荚棘豆,lian'jia'ji'dou
链荚木,lian'jia'mu
链荚木属,lian'jia'mu'shu
楝科,lian'ke
莲科,lian'ke
连理藤,lian'li'teng
连理藤属,lian'li'teng'shu
镰裂刺蕨,lian'lie'ci'jue
镰芒针茅,lian'mang'zhen'mao
镰片假毛蕨,lian'pian'jia'mao'jue
连钱黄芩,lian'qian'huang'qin
连翘,lian'qiao
连翘属,lian'qiao'shu
连翘叶黄芩,lian'qiao'ye'huang'qin
连蕊芥,lian'rui'jie
连蕊芥属,lian'rui'jie'shu
连蕊藤,lian'rui'teng
连蕊藤属,lian'rui'teng'shu
连山耳草,lian'shan'er'cao
莲山黄芪,lian'shan'huang'qi
连山葡萄,lian'shan'pu'tao
楝属,lian'shu
莲属,lian'shu
联托菊属,lian'tuo'ju'shu
莲沱兔儿风,lian'tuo'tu'er'feng
莲菀,lian'wan
莲菀属,lian'wan'shu
连县唇柱苣苔,lian'xian'chun'zhu'ju'tai
连香树,lian'xiang'shu
连香树科,lian'xiang'shu'ke
连香树属,lian'xiang'shu'shu
镰形乌头,lian'xing'wu'tou
镰形觿茅,lian'xing'xi'mao
连续薹草,lian'xu'tai'cao
镰序竹属,lian'xu'zhu'shu
恋岩花属,lian'yan'hua'shu
联药花,lian'yao'hua
联药花属,lian'yao'hua'shu
镰药藤,lian'yao'teng
连药沿阶草,lian'yao'yan'jie'cao
镰叶扁担杆,lian'ye'bian'dan'gan
镰叶虫实,lian'ye'chong'shi
莲叶点地梅,lian'ye'dian'di'mei
镰叶顶冰花,lian'ye'ding'bing'hua
镰叶动蕊花,lian'ye'dong'rui'hua
镰叶耳蕨,lian'ye'er'jue
镰叶碱蓬,lian'ye'jian'peng
镰叶锦鸡儿,lian'ye'jin'ji'er
镰叶韭,lian'ye'jiu
镰叶卷柏,lian'ye'juan'bai
镰叶冷水花,lian'ye'leng'shui'hua
镰叶罗汉松属,lian'ye'luo'han'song'shu
连叶马先蒿,lian'ye'ma'xian'hao
镰叶盆距兰,lian'ye'pen'ju'lan
镰叶茜草,lian'ye'qian'cao
镰叶前胡,lian'ye'qian'hu
镰叶山龙眼,lian'ye'shan'long'yan
镰叶肾蕨,lian'ye'shen'jue
镰叶水珍珠菜,lian'ye'shui'zhen'zhu'cai
镰叶嵩草,lian'ye'song'cao
镰叶铁角蕨,lian'ye'tie'jiao'jue
莲叶桐,lian'ye'tong
莲叶桐科,lian'ye'tong'ke
莲叶桐属,lian'ye'tong'shu
莲叶橐吾,lian'ye'tuo'wu
楝叶吴萸,lian'ye'wu'yu
镰叶西番莲,lian'ye'xi'fan'lian
镰叶雪山报春,lian'ye'xue'shan'bao'chun
镰叶羊蹄甲,lian'ye'yang'ti'jia
镰叶蝇子草,lian'ye'ying'zi'cao
镰叶越橘,lian'ye'yue'ju
镰叶紫菀,lian'ye'zi'wan
链油壶菌科,lian'you'hu'jun'ke
镰羽短肠蕨,lian'yu'duan'chang'jue
镰羽凤丫蕨,lian'yu'feng'ya'jue
镰羽贯众,lian'yu'guan'zhong
镰羽假瘤蕨,lian'yu'jia'liu'jue
镰羽蕨,lian'yu'jue
镰羽瘤足蕨,lian'yu'liu'zu'jue
镰玉树属,lian'yu'shu'shu
镰羽水龙骨,lian'yu'shui'long'gu
链枝菌科,lian'zhi'jun'ke
连柱金丝桃,lian'zhu'jin'si'tao
连柱菊属,lian'zhu'ju'shu
连珠蕨,lian'zhu'jue
连珠蕨属,lian'zhu'jue'shu
链珠藤,lian'zhu'teng
链珠藤属,lian'zhu'teng'shu
连珠瓦韦,lian'zhu'wa'wei
镰状毛鳞蕨,lian'zhuang'mao'lin'jue
莲子草,lian'zi'cao
莲子草属,lian'zi'cao'shu
帘子藤,lian'zi'teng
帘子藤属,lian'zi'teng'shu
莲座巴西菊属,lian'zuo'ba'xi'ju'shu
莲座半日花属,lian'zuo'ban'ri'hua'shu
莲座柄泽兰,lian'zuo'bing'ze'lan
莲座柄泽兰属,lian'zuo'bing'ze'lan'shu
莲座糙毛菊,lian'zuo'cao'mao'ju
莲座糙毛菊属,lian'zuo'cao'mao'ju'shu
莲座草属,lian'zuo'cao'shu
莲座点地梅,lian'zuo'dian'di'mei
莲座钝柱菊属,lian'zuo'dun'zhu'ju'shu
莲座多花筋骨草,lian'zuo'duo'hua'jin'gu'cao
莲座粉背蕨,lian'zuo'fen'bei'jue
莲座高原芥,lian'zuo'gao'yuan'jie
