阿巴嘎旗,a'ba'ga'qi
内财,nei'cai
内大,nei'da
内大的,nei'da'de
内大了,nei'da'le
内工大,nei'gong'da
内会儿,nei'hui'er
内科大,nei'ke'da
内门股,nei'men'gu
内蒙,nei'meng
内蒙吧,nei'meng'ba
内蒙的,nei'meng'de
内蒙饭店,nei'meng'fan'dian
内蒙古,nei'meng'gu
内蒙古包头市,nei'meng'gu'bao'tou'shi
内蒙古博物院,nei'meng'gu'bo'wu'yuan
内蒙古财经大学,nei'meng'gu'cai'jing'da'xue
内蒙古大学,nei'meng'gu'da'xue
内蒙古的,nei'meng'gu'de
内蒙古电视台,nei'meng'gu'dian'shi'tai
内蒙古工业大学,nei'meng'gu'gong'ye'da'xue
内蒙古呼和浩特,nei'meng'gu'hu'he'hao'te
内蒙古科技大学,nei'meng'gu'ke'ji'da'xue
内蒙古农业大学,nei'meng'gu'nong'ye'da'xue
内蒙古哦,nei'meng'gu'o
内蒙古人才网,nei'meng'gu'ren'cai'wang
内蒙古人事,nei'meng'gu'ren'shi
内蒙古师范大学,nei'meng'gu'shi'fan'da'xue
内蒙古移动,nei'meng'gu'yi'dong
内蒙古医科大学,nei'meng'gu'yi'ke'da'xue
内蒙古医学院,nei'meng'gu'yi'xue'yuan
内蒙古医院,nei'meng'gu'yi'yuan
内蒙古银行,nei'meng'gu'yin'hang
内蒙古自治区,nei'meng'gu'zi'zhi'qu
内蒙了,nei'meng'le
内蒙呢,nei'meng'ne
内蒙人,nei'meng'ren
内蒙医院,nei'meng'yi'yuan
内农大,nei'nong'da
内师大,nei'shi'da
能了哇,neng'le'wa
能了呀,neng'le'ya
能蒙古,neng'meng'gu
能呢哇,neng'ne'wa
能呢呀,neng'ne'ya
能咋了,neng'za'le
能找见,neng'zhao'jian
能知道了,neng'zhi'dao'le
你才是了,ni'cai'shi'le
你吃啥啦,ni'chi'sha'la
你吃啥呀,ni'chi'sha'ya
你吃哇,ni'chi'wa
你大头,ni'da'tou
你带要,ni'dai'yao
你的哇,ni'de'wa
你电话多少了,ni'dian'hua'duo'shao'le
你多会儿,ni'duo'hui'er
你多会回来,ni'duo'hui'hui'lai
你多回来,ni'duo'hui'lai
你多会睡,ni'duo'hui'shui
你多会走,ni'duo'hui'zou
你放心哇,ni'fang'xin'wa
你干嘛的了,ni'gan'ma'de'le
你干嘛的呢,ni'gan'ma'de'ne
你干啥的了,ni'gan'sha'de'le
你干啥的呢,ni'gan'sha'de'ne
你干甚,ni'gan'shen
你干甚的了,ni'gan'shen'de'le
你干甚了,ni'gan'shen'le
你干什么的了,ni'gan'shen'me'de'le
你敢是,ni'gan'shi
你个跑,ni'ge'pao
你个求,ni'ge'qiu
你给爷,ni'gei'ye
你过来哇,ni'guo'lai'wa
你和谁了,ni'he'shui'le
你呼市,ni'hu'shi
你叫啥啦,ni'jiao'sha'la
你叫啥了,ni'jiao'sha'le
你看对,ni'kan'dui
你看了哇,ni'kan'le'wa
你看哇,ni'kan'wa
你快睡哇,ni'kuai'shui'wa
你快行了,ni'kuai'xing'le
你来呼市,ni'lai'hu'shi
你来哇,ni'lai'wa
你了哇,ni'le'wa
你麻烦不,ni'ma'fan'bu
你买上,ni'mai'shang
你买呀,ni'mai'ya
你忙哇,ni'mang'wa
你没事哇,ni'mei'shi'wa
你们多会,ni'men'duo'hui
你们多会儿,ni'men'duo'hui'er
你们是不,ni'men'shi'bu
你哪的了,ni'na'de'le
你那会儿,ni'na'hui'er
你那了,ni'na'le
你能行不,ni'neng'xing'bu
你你妈,ni'ni'ma
你去哪呀,ni'qu'na'ya
你去哇,ni'qu'wa
你人家,ni'ren'jia
你是不,ni'shi'bu
你是不就,ni'shi'bu'jiu
你是不觉得,ni'shi'bu'jue'de
你是不困了,ni'shi'bu'kun'le
你是不也,ni'shi'bu'ye
你是不以为,ni'shi'bu'yi'wei
你是不又,ni'shi'bu'you
你是不有病,ni'shi'bu'you'bing
你是不在,ni'shi'bu'zai
你是哪的了,ni'shi'na'de'le
你是谁啦,ni'shi'shui'la
你是咋啦,ni'shi'za'la
你谁啦,ni'shui'la
你谁了,ni'shui'le
你睡哇,ni'shui'wa
你睡呀,ni'shui'ya
你说甚,ni'shuo'shen
你说甚了,ni'shuo'shen'le
你说哇,ni'shuo'wa
你死呀,ni'si'ya
你哇不是,ni'wa'bu'shi
你玩哇,ni'wan'wa
你问哇,ni'wen'wa
你想哇,ni'xiang'wa
你也睡哇,ni'ye'shui'wa
你有病呢,ni'you'bing'ne
你咋接,ni'za'jie
你咋呀,ni'za'ya
你在包头,ni'zai'bao'tou
你在呼市,ni'zai'hu'shi
你这每天,ni'zhe'mei'tian
你真亲,ni'zhen'qin
你自己看哇,ni'zi'ji'kan'wa
你走不,ni'zou'bu
你走哪了,ni'zou'na'le
你走呀,ni'zou'ya
你作甚,ni'zuo'shen
你作甚得了,ni'zuo'shen'de'le
念的了,nian'de'le
念呀,nian'ya
酿皮,niang'pi
聂春霞,nie'chun'xia
捏说,nie'shuo
牛街,niu'jie
牛心菜,niu'xin'cai
农大,nong'da
农大的,nong'da'de
农砍,nong'kan
农牧业,nong'mu'ye
弄哇,nong'wa
农业大学,nong'ye'da'xue
诺卡,nuo'ka
诺敏,nuo'min
女女了,nv'nv'le
欧瑞莲,ou'rui'lian
怕了哇,pa'le'wa
怕甚了,pa'shen'le
盘长,pan'chang
跑肚,pao'du
皮革厂,pi'ge'chang
屁哇,pi'wa
撇逼,pie'bi
撇呢,pie'ne
撇呢哇,pie'ne'wa
撇哇,pie'wa
旗长,qi'chang
起来哇,qi'lai'wa
其木格,qi'mu'ge
棋盘井,qi'pan'jing
其其格,qi'qi'ge
其实哇,qi'shi'wa
气死我呀,qi'si'wo'ya
气死呀,qi'si'ya
旗下营,qi'xia'ying
旗县,qi'xian
旗县区,qi'xian'qu
七星湖,qi'xing'hu
起呀,qi'ya
恰特,qia'te
前帘,qian'lian
前旗,qian'qi
桥华,qiao'hua
桥华世纪村,qiao'hua'shi'ji'cun
亲宝宝,qin'bao'bao
亲宝贝,qin'bao'bei
亲蛋,qin'dan
亲蛋儿,qin'dan'er
亲疙瘩,qin'ge'da
亲个蛋,qin'ge'dan
亲个蛋儿,qin'ge'dan'er
亲个到,qin'ge'dao
亲毛,qin'mao
亲死啦,qin'si'la
亲死了,qin'si'le
青城,qing'cheng
青城公园,qing'cheng'gong'yuan
青格勒,qing'ge'le
清水河,qing'shui'he
清水河县,qing'shui'he'xian
球迷杏眼,qiu'mi'xing'yan
求骗,qiu'pian
求也,qiu'ye
去包头,qu'bao'tou
去草原,qu'cao'yuan
去赤峰,qu'chi'feng
去东胜,qu'dong'sheng
区公司,qu'gong'si
去海拉尔,qu'hai'la'er
去呼市,qu'hu'shi
去集宁,qu'ji'ning
去临河,qu'lin'he
去哪吃呀,qu'na'chi'ya
去哪儿呀,qu'na'er'ya
去哪个呀,qu'na'ge'ya
去呢哇,qu'ne'wa
取上,qu'shang
取上了,qu'shang'le
去师大,qu'shi'da
去死哇,qu'si'wa
去通辽,qu'tong'liao
去哇,qu'wa
去哇去哇,qu'wa'qu'wa
去维多利,qu'wei'duo'li
去乌海,qu'wu'hai
去锡盟,qu'xi'meng
取心,qu'xin
去呀不,qu'ya'bu
去呀哇,qu'ya'wa
全呼市,quan'hu'shi
全接触,quan'jie'chu
全金城,quan'jin'cheng
全盟,quan'meng
全旗,quan'qi
劝业,quan'ye
让盗了,rang'dao'le
嚷架,rang'jia
让看见,rang'kan'jian
让骂了,rang'ma'le
让骗了,rang'pian'le
扰的,rao'de
热死呀,re'si'ya
人和小区,ren'he'xiao'qu
仁济医院,ren'ji'yi'yuan
人们都,ren'men'dou
肉个蛋,rou'ge'dan
如意广场,ru'yi'guang'chang
如意河,ru'yi'he
如意开发区,ru'yi'kai'fa'qu
如意小区,ru'yi'xiao'qu
瑞地,rui'di
萨拉齐,sa'la'qi
萨日娜,sa'ri'na
萨如拉,sa'ru'la
赛罕,sai'han
赛罕区,sai'han'qu
赛罕塔拉,sai'han'ta'la
赛马场,sai'ma'chang
塞上府,sai'shang'fu
三千浦,san'qian'pu
三十五中,san'shi'wu'zhong
桑根达来,sang'gen'da'lai
啥东西了,sha'dong'xi'le
沙尔沁,sha'er'qin
沙圪堵,sha'ge'du
啥课了,sha'ke'le
啥啦,sha'la
啥了哇,sha'le'wa
啥人了,sha'ren'le
莎日娜,sha'ri'na
啥也会,sha'ye'hui
啥也行,sha'ye'xing
陕坝,shan'ba
删了哇,shan'le'wa
山水小区,shan'shui'xiao'qu
上班的不,shang'ban'de'bu
上班的了,shang'ban'de'le
上班了哇,shang'ban'le'wa
商场活动,shang'chang'huo'dong
上的呢,shang'de'ne
商都,shang'du
商都县,shang'du'xian
上呼市,shang'hu'shi
上课的不,shang'ke'de'bu
上课的了,shang'ke'de'le
上课的呢,shang'ke'de'ne
上课哇,shang'ke'wa
上来哇,shang'lai'wa
上了哇,shang'le'wa
上呢哇,shang'ne'wa
上呢呀,shang'ne'ya
上院,shang'yuan
少菜,shao'cai
少寡,shao'gua
少先路,shao'xian'lu
舍伯吐,she'bo'tu
甚不甚,shen'bu'shen
甚的了,shen'de'le
什啦,shen'la
什了,shen'le
甚情况,shen'qing'kuang
神泉,shen'quan
甚时候,shen'shi'hou
甚呀,shen'ya
甚也,shen'ye
甚也不,shen'ye'bu
甚意思,shen'yi'si
圣邦,sheng'bang
盛都,sheng'dou
盛乐,sheng'le
盛乐校区,sheng'le'xiao'qu
圣水梁,sheng'shui'liang
是不都,shi'bu'dou
是不还,shi'bu'hai
是不还得,shi'bu'hai'dei
是不和,shi'bu'he
是不就,shi'bu'jiu
是不就是,shi'bu'jiu'shi
是不觉得,shi'bu'jue'de
是不困了,shi'bu'kun'le
是不你,shi'bu'ni
是不睡了,shi'bu'shui'le
是不我,shi'bu'wo
是不也,shi'bu'ye
是不因为,shi'bu'yin'wei
是不又,shi'bu'you
是不有点,shi'bu'you'dian
是不这个,shi'bu'zhe'ge
师大的,shi'da'de
时代城,shi'dai'cheng
石东路,shi'dong'lu
是多会,shi'duo'hui
石拐,shi'guai
世纪六路,shi'ji'liu'lu
世纪新元,shi'ji'xin'yuan
世界文化遗产,shi'jie'wen'hua'yi'chan
是了不,shi'le'bu
是了哇,shi'le'wa
是了呀,shi'le'ya
世贸晶钻,shi'mao'jing'zuan
是么呀,shi'me'ya
是呢吧,shi'ne'ba
是呢呗,shi'ne'bei
是呢哇,shi'ne'wa
是呢呀,shi'ne'ya
仕奇公园,shi'qi'gong'yuan
是啥啦,shi'sha'la
十特,shi'te
失笑,shi'xiao
石羊桥,shi'yang'qiao
手把肉,shou'ba'rou
收不见,shou'bu'jian
收见,shou'jian
受苦人,shou'ku'ren
收拾家,shou'shi'jia
收拾家呢,shou'shi'jia'ne
耍的了,shua'de'le
耍了哇,shua'le'wa
耍哇,shua'wa
睡得呢,shui'de'ne
睡个哇,shui'ge'wa
睡个呀,shui'ge'ya
睡挂,shui'gua
水建,shui'jian
水建院,shui'jian'yuan
睡觉得了,shui'jiao'de'le
睡觉哇,shui'jiao'wa
谁啦,shui'la
谁能知道,shui'neng'zhi'dao
谁能知道了,shui'neng'zhi'dao'le
睡去哇,shui'qu'wa
睡去呀,shui'qu'ya
睡时候,shui'shi'hou
睡哇,shui'wa
睡哇睡哇,shui'wa'shui'wa
睡下啦,shui'xia'la
睡下么,shui'xia'me
睡下没,shui'xia'mei
睡呀,shui'ya
睡呀不,shui'ya'bu
睡呀哇,shui'ya'wa
谁在了,shui'zai'le
说的说的,shuo'de'shuo'de
说话了哇,shuo'hua'le'wa
说话呢哇,shuo'hua'ne'wa
说了哇,shuo'le'wa
说呢哇,shuo'ne'wa
说呢呀,shuo'ne'ya
说上的,shuo'shang'de
说甚,shuo'shen
说甚了,shuo'shen'le
说哇,shuo'wa
说真的了,shuo'zhen'de'le
死个哇,si'ge'wa
思幕,si'mu
四千米,si'qian'mi
斯琴,si'qin
死去哇,si'qu'wa
斯日古楞,si'ri'gu'leng
死下了,si'xia'le
死呀,si'ya
死呀你,si'ya'ni
四子王,si'zi'wang
四子王旗,si'zi'wang'qi
松本润,song'ben'run
松山区,song'shan'qu
搜见,sou'jian
苏德,su'de
苏和,su'he
苏虎街,su'hu'jie
苏力德,su'li'de
苏木,su'mu
苏尼特,su'ni'te
苏尼特右旗,su'ni'te'you'qi
苏日娜,su'ri'na
蒜瓣鱼,suan'ban'yu
随心网,sui'xin'wang
塔娜,ta'na
他是不,ta'shi'bu
太仆寺旗,tai'pu'si'qi
太旗,tai'qi
太亲了,tai'qin'le
抬死,tai'si
太伟,tai'wei
躺的,tang'de
躺的了,tang'de'le
躺的呢,tang'de'ne
糖货,tang'huo
唐食语粥,tang'shi'yu'zhou
唐食粥语,tang'shi'zhou'yu
讨吃,tao'chi
讨吃货,tao'chi'huo
讨号板,tao'hao'ban
特日格乐,te'ri'ge'le
疼不啦,teng'bu'la
疼不了,teng'bu'le
腾飞路,teng'fei'lu
天骄花园,tian'jiao'hua'yuan
天骄医院,tian'jiao'yi'yuan
田楼,tian'lou
铁二,tie'er
铁工校,tie'gong'xiao
铁锅一居,tie'guo'yi'ju
铁路小区,tie'lu'xiao'qu
挺不赖,ting'bu'lai
听的呢,ting'de'ne
挺好的哇,ting'hao'de'wa
挺好哇,ting'hao'wa
挺红火,ting'hong'huo
挺亲,ting'qin
挺亲的,ting'qin'de
通达南站,tong'da'nan'zhan
通道北街,tong'dao'bei'jie
通道街,tong'dao'jie
通辽,tong'liao
通辽的,tong'liao'de
通辽了,tong'liao'le
通辽呢,tong'liao'ne
通辽人,tong'liao'ren
通辽市,tong'liao'shi
同盛楼,tong'sheng'lou
头苦,tou'ku
头密码,tou'mi'ma
透你,tou'ni
透你妈,tou'ni'ma
偷悄悄,tou'qiao'qiao
透死,tou'si
透他妈,tou'ta'ma
土默特,tu'mo'te
土默特左旗,tu'mo'te'zuo'qi
突泉,tu'quan
突泉县,tu'quan'xian
图雅,tu'ya
土右旗,tu'you'qi
土左旗,tu'zuo'qi
团结小区,tuan'jie'xiao'qu
豚儿,tun'er
托电,tuo'dian
托克托,tuo'ke'tuo
托克托县,tuo'ke'tuo'xian
托县,tuo'xian
托县的,tuo'xian'de
托县了,tuo'xian'le
哇么,wa'me
外母娘,wai'mu'niang
晚补,wan'bu
万达呢,wan'da'ne
万戴,wan'dai
玩好了吧,wan'hao'le'ba
玩好了哇,wan'hao'le'wa
玩好没,wan'hao'mei
玩了哇,wan'le'wa
玩去哇,wan'qu'wa
晚上吃啥了,wan'shang'chi'sha'le
晚上吃啥呀,wan'shang'chi'sha'ya
往出,wang'chu
往出走,wang'chu'zou
往大,wang'da
往过,wang'guo
往过走,wang'guo'zou
旺火,wang'huo
往进,wang'jin
网慢的,wang'man'de
往去,wang'qu
旺泉,wang'quan
维多利,wei'duo'li
威力斯,wei'li'si
为推动,wei'tui'dong
闻都,wen'dou
温都苏,wen'dou'su
文化宫街,wen'hua'gong'jie
文化商城,wen'hua'shang'cheng
文化厅,wen'hua'ting
文体馆,wen'ti'guan
问问哇,wen'wen'wa
文物处,wen'wu'chu
文物局,wen'wu'ju
文章题目,wen'zhang'ti'mu
蚊子包,wen'zi'bao
翁牛特旗,weng'niu'te'qi
我包头,wo'bao'tou
我不带要,wo'bu'dai'yao
我吃饭去呀,wo'chi'fan'qu'ya
我出去呀,wo'chu'qu'ya
我等你的,wo'deng'ni'de
我肚疼,wo'du'teng
我多会,wo'duo'hui
我多会儿,wo'duo'hui'er
我疯呀,wo'feng'ya
我敢是,wo'gan'shi
我过去呀,wo'guo'qu'ya
我好麻烦,wo'hao'ma'fan
我呼市,wo'hu'shi
我回家呀,wo'hui'jia'ya
我回呀,wo'hui'ya
我就愁了,wo'jiu'chou'le
我就疯,wo'jiu'feng
我就疯啦,wo'jiu'feng'la
我就疯了,wo'jiu'feng'le
我就疯呀,wo'jiu'feng'ya
我就说么,wo'jiu'shuo'me
我看对,wo'kan'dui
我看哇,wo'kan'wa
我哭呀,wo'ku'ya
我快让,wo'kuai'rang
我来呼市,wo'lai'hu'shi
我了哇,wo'le'wa
我麻烦的,wo'ma'fan'de
我忙的了,wo'mang'de'le
我们舍,wo'men'she
我内会,wo'nei'hui
我内蒙,wo'nei'meng
我能知道了,wo'neng'zhi'dao'le
我怕呢,wo'pa'ne
我起呀,wo'qi'ya
我睡呀,wo'shui'ya
我说么,wo'shuo'me
我躺的,wo'tang'de
我躺的了,wo'tang'de'le
我躺的呢,wo'tang'de'ne
我透,wo'tou
我透你妈,wo'tou'ni'ma
我下呀,wo'xia'ya
我先睡呀,wo'xian'shui'ya
我心烦的,wo'xin'fan'de
我也去呀,wo'ye'qu'ya
我也睡呀,wo'ye'shui'ya
我有病呢,wo'you'bing'ne
我咋办呀,wo'za'ban'ya
我咋呀,wo'za'ya
我咋也,wo'za'ye
我咋也行,wo'za'ye'xing
我在包头,wo'zai'bao'tou
我在呼和浩特,wo'zai'hu'he'hao'te
我在呼市,wo'zai'hu'shi
我在呼市呢,wo'zai'hu'shi'ne
我在内蒙,wo'zai'nei'meng
我在内蒙古,wo'zai'nei'meng'gu
我找不见,wo'zhao'bu'jian
我找见,wo'zhao'jian
我正说,wo'zheng'shuo
我走呀,wo'zou'ya
武川,wu'chuan
武川了,wu'chuan'le
武川县,wu'chuan'xian
乌达,wu'da
乌达木,wu'da'mu
无电池,wu'dian'chi
乌海,wu'hai
乌海的,wu'hai'de
乌海了,wu'hai'le
乌海市,wu'hai'shi
乌海西,wu'hai'xi
乌拉盖,wu'la'gai
乌拉山,wu'la'shan
乌拉特,wu'la'te
乌拉特前旗,wu'la'te'qian'qi
乌拉特中旗,wu'la'te'zhong'qi
乌兰,wu'lan
乌兰巴托,wu'lan'ba'tuo
乌兰察布,wu'lan'cha'bu
乌兰察布东路,wu'lan'cha'bu'dong'lu
乌兰察布路,wu'lan'cha'bu'lu
乌兰察布市,wu'lan'cha'bu'shi
乌兰夫,wu'lan'fu
乌兰浩特,wu'lan'hao'te
乌兰浩特市,wu'lan'hao'te'shi
乌兰花,wu'lan'hua
乌兰牧骑,wu'lan'mu'qi
乌兰恰特,wu'lan'qia'te
乌兰小区,wu'lan'xiao'qu
乌兰镇,wu'lan'zhen
乌力吉,wu'li'ji
五里营,wu'li'ying
乌盟人,wu'meng'ren
乌日嘎,wu'ri'ga
乌日汗,wu'ri'han
乌日娜,wu'ri'na
乌审旗,wu'shen'qi
乌素图,wu'su'tu
五塔寺,wu'ta'si
五一水库,wu'yi'shui'ku
乌英嘎,wu'ying'ga
五原,wu'yuan
五原县,wu'yuan'xian
西把栅,xi'ba'shan
西部区,xi'bu'qu
西菜园,xi'cai'yuan
戏逗,xi'dou
西户,xi'hu
西货场,xi'huo'chang
西口子,xi'kou'zi
西拉木伦,xi'la'mu'lun
希拉穆仁,xi'la'mu'ren
洗脸呀,xi'lian'ya
锡林郭勒,xi'lin'guo'le
锡林郭勒盟,xi'lin'guo'le'meng
锡林浩特,xi'lin'hao'te
锡林浩特市,xi'lin'hao'te'shi
锡林南路,xi'lin'nan'lu
西龙王,xi'long'wang
西龙王庙,xi'long'wang'miao
锡盟,xi'meng
锡盟的,xi'meng'de
锡盟了,xi'meng'le
西脑包,xi'nao'bao
喜人,xi'ren
洗漱呀,xi'shu'ya
嬉水,xi'shui
洗碳,xi'tan
洗哇,xi'wa
西乌旗,xi'wu'qi
西乌珠穆沁旗,xi'wu'zhu'mu'qin'qi
洗洗睡哇,xi'xi'shui'wa
锡小,xi'xiao
洗澡去呀,xi'zao'qu'ya
稀粥,xi'zhou
下的呢,xia'de'ne
瞎害,xia'hai
瞎货,xia'huo
下火药,xia'huo'yao
下来哇,xia'lai'wa
瞎撇,xia'pie
瞎求,xia'qiu
瞎说啥呢,xia'shuo'sha'ne
下午干嘛呀,xia'wu'gan'ma'ya
下午哇,xia'wu'wa
下雨呀,xia'yu'ya
县府街,xian'fu'jie
鲜果时间,xian'guo'shi'jian
先睡呀,xian'shui'ya
想不见,xiang'bu'jian
想吃啥呢,xiang'chi'sha'ne
香格里,xiang'ge'li
相跟上,xiang'gen'shang
镶黄旗,xiang'huang'qi
想了哇,xiang'le'wa
想呢么,xiang'ne'me
想呢哇,xiang'ne'wa
想你的了,xiang'ni'de'le
想你了哇,xiang'ni'le'wa
响沙湾,xiang'sha'wan
乡土居,xiang'tu'ju
想咋了,xiang'za'le
想咋呢,xiang'za'ne
小饭桌,xiao'fan'zhuo
小高劳,xiao'gao'lao
小个泡,xiao'ge'pao
小桂林,xiao'gui'lin
小黑河,xiao'hei'he
小后生,xiao'hou'sheng
小井沟,xiao'jing'gou
小伦敦,xiao'lun'dun
小女女,xiao'nv'nv
小求,xiao'qiu
小山城,xiao'shan'cheng
小夜饭,xiao'ye'fan
小召,xiao'zhao
写哇,xie'wa
写完作业没,xie'wan'zuo'ye'mei
协助办理,xie'zhu'ban'li
新彩,xin'cai
新城宾馆,xin'cheng'bin'guan
新城区,xin'cheng'qu
心红,xin'hong
新华大街,xin'hua'da'jie
新华东街,xin'hua'dong'jie
新华广场,xin'hua'guang'chang
新华西街,xin'hua'xi'jie
新建东街,xin'jian'dong'jie
新建西街,xin'jian'xi'jie
心麻烦,xin'ma'fan
新体育场,xin'ti'yu'chang
新闻天天看,xin'wen'tian'tian'kan
新亚太,xin'ya'tai
新营子,xin'ying'zi
兴安北路,xing'an'bei'lu
兴安路,xing'an'lu
兴安盟,xing'an'meng
兴安南路,xing'an'nan'lu
醒不得,xing'bu'de
行不见,xing'bu'jian
行车本,xing'che'ben
幸福小区,xing'fu'xiao'qu
兴和,xing'he
兴和县,xing'he'xian
行见,xing'jian
行啦哇,xing'la'wa
行了哇,xing'le'wa
行了呀,xing'le'ya
行呢,xing'ne
行呢哇,xing'ne'wa
兴泰,xing'tai
行知楼,xing'zhi'lou
羞不,xiu'bu
羞的,xiu'de
休息哇,xiu'xi'wa
学的了,xue'de'le
学的呢,xue'de'ne
学府花园,xue'fu'hua'yuan
学府康都,xue'fu'kang'dou
学管会,xue'guan'hui
薛家湾,xue'jia'wan
雪鹿,xue'lu
学哇,xue'wa
学习哇,xue'xi'wa
鸭脖王,ya'bo'wang
呀不,ya'bu
鸭肠炒饭,ya'chang'chao'fan
雅间,ya'jian
呀接了,ya'jie'le
牙克石,ya'ke'shi
呀来了,ya'lai'le
呀啥的,ya'sha'de
呀哇,ya'wa
呀呀哇,ya'ya'wa
呀也得,ya'ye'dei
呀也行,ya'ye'xing
研楼,yan'lou
阳光诺卡,yang'guang'nuo'ka
羊杂碎,yang'za'sui
要不是了,yao'bu'shi'le
要了哇,yao'le'wa
咬难,yao'nan
爷不,ye'bu
也不带要,ye'bu'dai'yao
爷就,ye'jiu
液奶,ye'nai
野山坡,ye'shan'po
也睡呀,ye'shui'ya
爷说,ye'shuo
也行呢,ye'xing'ne
也行哇,ye'xing'wa
耶呀,ye'ya
耶耶哇,ye'ye'wa
一般哇,yi'ban'wa
一点利,yi'dian'li
一个哇,yi'ge'wa
一宫,yi'gong
一黑夜,yi'hei'ye
一会哇,yi'hui'wa
一家村,yi'jia'cun
伊金霍洛旗,yi'jin'huo'luo'qi
伊丽娜,yi'li'na
一俩天,yi'lia'tian
一球样,yi'qiu'yang
艺术厅,yi'shu'ting
伊泰,yi'tai
一下哇,yi'xia'wa
一样哇,yi'yang'wa
一澡,yi'zao
一直也,yi'zhi'ye
樱井翔,ying'jing'xiang
营生,ying'sheng
永盛成,yong'sheng'cheng
有病呢,you'bing'ne
由不住,you'bu'zhu
有房本,you'fang'ben
有了哇,you'le'wa
有没啦,you'mei'la
有没了,you'mei'le
莜面,you'mian
有呢哇,you'ne'wa
有呢呀,you'ne'ya
有啥呢,you'sha'ne
有谁了,you'shui'le
有谁呢,you'shui'ne
有调,you'tiao
攸攸板,you'you'ban
鱿鱼虾,you'yu'xia
玉泉区,yu'quan'qu
原奶,yuan'nai
元上都,yuan'shang'du
元上都遗址,yuan'shang'du'yi'zhi
园艺所,yuan'yi'suo
悦嘉,yue'jia
云鼎,yun'ding
云中路,yun'zhong'lu
咋办呀,za'ban'ya
咋才能,za'cai'neng
咋的个,za'de'ge
咋回呀,za'hui'ya
咋间,za'jian
咋接,za'jie
咋接啦,za'jie'la
咋接了,za'jie'le
咋接呀,za'jie'ya
咋就能,za'jiu'neng
咋啦不说话,za'la'bu'shuo'hua
咋啦就,za'la'jiu
咋啦啦,za'la'la
咋啦么,za'la'me
咋啦又,za'la'you
咋啦这是,za'la'zhe'shi
咋来来,za'lai'lai
咋来了,za'lai'le
咋了就,za'le'jiu
咋闹,za'nao
咋闹得,za'nao'de
咋闹呀,za'nao'ya
咋弄呀,za'nong'ya
咋哇,za'wa
咋呀,za'ya
咋呀哇,za'ya'wa
咋也,za'ye
咋也不,za'ye'bu
咋也不咋,za'ye'bu'za
咋也得,za'ye'dei
咋也是,za'ye'shi
咋也行,za'ye'xing
咋走呀,za'zou'ya
在包头,zai'bao'tou
在不了,zai'bu'liao
在赤峰,zai'chi'feng
在东胜,zai'dong'sheng
在海拉尔,zai'hai'la'er
在海亮,zai'hai'liang
在和林,zai'he'lin
在呼和,zai'hu'he
在呼和浩特,zai'hu'he'hao'te
在呼市,zai'hu'shi
在呼市了,zai'hu'shi'le
在呼市呢,zai'hu'shi'ne
在集宁,zai'ji'ning
在金川,zai'jin'chuan
在看哇,zai'kan'wa
在了哇,zai'le'wa
在临河,zai'lin'he
在满洲里,zai'man'zhou'li
在呢哇,zai'ne'wa
在内大,zai'nei'da
在内蒙,zai'nei'meng
在内蒙古,zai'nei'meng'gu
再说哇,zai'shuo'wa
在通辽,zai'tong'liao
在维多利,zai'wei'duo'li
在乌海,zai'wu'hai
在锡盟,zai'xi'meng
在自治区,zai'zi'zhi'qu
早的了,zao'de'le
早的呢,zao'de'ne
早点没,zao'dian'mei
早点睡哇,zao'dian'shui'wa
扎赉特旗,zha'lai'te'qi
扎兰屯,zha'lan'tun
扎鲁特,zha'lu'te
扎鲁特旗,zha'lu'te'qi
战备路,zhan'bei'lu
站的了,zhan'de'le
展东路,zhan'dong'lu
展活,zhan'huo
展西路,zhan'xi'lu
长了红,zhang'le'hong
张文芳,zhang'wen'fang
找不成,zhao'bu'cheng
找查发,zhao'cha'fa
找的了,zhao'de'le
找的呢,zhao'de'ne
找对象没,zhao'dui'xiang'mei
召河,zhao'he
赵家营,zhao'jia'ying
找见,zhao'jian
找见啦,zhao'jian'la
找见没,zhao'jian'mei
昭君,zhao'jun
昭君花园,zhao'jun'hua'yuan
昭君路,zhao'jun'lu
昭君墓,zhao'jun'mu
找了哇,zhao'le'wa
找你哇,zhao'ni'wa
找上了,zhao'shang'le
招生考试,zhao'sheng'kao'shi
找我哇,zhao'wo'wa
昭乌达,zhao'wu'da
昭乌达路,zhao'wu'da'lu
这单货,zhe'dan'huo
这二年,zhe'er'nian
这个哇,zhe'ge'wa
这厉害,zhe'li'hai
哲里木,zhe'li'mu
哲里木路,zhe'li'mu'lu
这是谁了,zhe'shi'shui'le
这谁了,zhe'shui'le
真棒呢,zhen'bang'ne
真多呢,zhen'duo'ne
真寡,zhen'gua
真好呢,zhen'hao'ne
真贱呢,zhen'jian'ne
真快呢,zhen'kuai'ne
真麻烦了,zhen'ma'fan'le
真麻烦呢,zhen'ma'fan'ne
真麻求烦,zhen'ma'qiu'fan
真亲了,zhen'qin'le
真亲呢,zhen'qin'ne
真讨厌呢,zhen'tao'yan'ne
真也是,zhen'ye'shi
挣不上钱,zheng'bu'shang'qian
正吃的,zheng'chi'de
正吃的了,zheng'chi'de'le
正吃的呢,zheng'chi'de'ne
正吃呀,zheng'chi'ya
正蓝旗,zheng'lan'qi
正确领导,zheng'que'ling'dao
