阿巴耶卡罗笈多,a'ba'ye'ka'luo'ji'duo
佛骨,fo'gu
佛光禅寺,fo'guang'chan'si
佛光山寺,fo'guang'shan'si
佛光寺,fo'guang'si
佛光永远照着你,fo'guang'yong'yuan'zhao'zhe'ni
佛国寺,fo'guo'si
佛护,fo'hu
佛华严入如来德智不思议境界经,fo'hua'yan'ru'ru'lai'de'zhi'bu'si'yi'jing'jie'jing
佛教,fo'jiao
佛教碑帖,fo'jiao'bei'tie
佛教传道协会,fo'jiao'chuan'dao'xie'hui
佛教大系,fo'jiao'da'xi
佛教大学,fo'jiao'da'xue
佛教电视剧,fo'jiao'dian'shi'ju
佛教电影,fo'jiao'dian'ying
佛教歌曲,fo'jiao'ge'qu
佛教混合梵语,fo'jiao'hun'he'fan'yu
佛教活论,fo'jiao'huo'lun
佛教纪录片,fo'jiao'ji'lu'pian
佛教美术,fo'jiao'mei'shu
佛教密咒真言佛曲,fo'jiao'mi'zhou'zhen'yan'fo'qu
佛教旗,fo'jiao'qi
佛教诠释学,fo'jiao'quan'shi'xue
佛教天文历,fo'jiao'tian'wen'li
佛教统一论,fo'jiao'tong'yi'lun
佛教文库,fo'jiao'wen'ku
佛教文献学,fo'jiao'wen'xian'xue
佛教文学,fo'jiao'wen'xue
佛教戏剧,fo'jiao'xi'ju
佛教星期日学校,fo'jiao'xing'qi'ri'xue'xiao
佛教学,fo'jiao'xue
佛教音乐,fo'jiao'yin'yue
佛教影视作品,fo'jiao'ying'shi'zuo'pin
佛教赞偈祈请,fo'jiao'zan'ji'qi'qing
佛今在何处,fo'jin'zai'he'chu
佛库,fo'ku
佛名会,fo'ming'hui
佛名经,fo'ming'jing
佛母大孔雀明王经,fo'mu'da'kong'que'ming'wang'jing
佛母准提神咒,fo'mu'zhun'ti'shen'zhou
佛涅槃日,fo'nie'pan'ri
佛前忏悔偈,fo'qian'chan'hui'ji
佛前一支莲,fo'qian'yi'zhi'lian
佛身,fo'shen
佛事,fo'shi
佛使,fo'shi
佛授,fo'shou
佛授记寺,fo'shou'ji'si
佛书编目,fo'shu'bian'mu
佛所行赞,fo'suo'hang'zan
佛坛,fo'tan
佛通寺,fo'tong'si
佛通寺派,fo'tong'si'pai
佛土,fo'tu
佛图澄,fo'tu'cheng
佛图户,fo'tu'hu
佛驮跋陀罗,fo'tuo'ba'tuo'luo
佛陀波利,fo'tuo'bo'li
佛陀禅师,fo'tuo'chan'shi
佛陀传,fo'tuo'chuan
佛陀的爱,fo'tuo'de'ai
佛陀的故事,fo'tuo'de'gu'shi
佛陀的一生,fo'tuo'de'yi'sheng
佛陀扇多,fo'tuo'shan'duo
佛陀耶舍,fo'tuo'ye'she
佛像,fo'xiang
佛榭,fo'xie
佛心经,fo'xin'jing
佛性,fo'xing
佛性论,fo'xing'lun
佛学院,fo'xue'yuan
佛牙节,fo'ya'jie
佛牙寺,fo'ya'si
佛眼佛母,fo'yan'fo'mu
佛岩念佛堂,fo'yan'nian'fo'tang
佛印,fo'yin
佛印禅师,fo'yin'chan'shi
佛影窟,fo'ying'ku
佛缘,fo'yuan
佛哲,fo'zhe
佛智,fo'zhi
佛制比丘六物图,fo'zhi'bi'qiu'liu'wu'tu
佛之颂,fo'zhi'song
佛种,fo'zhong
佛种姓种,fo'zhong'xing'zhong
佛祖历代通载,fo'zu'li'dai'tong'zai
佛祖论美,fo'zu'lun'mei
佛足石,fo'zu'shi
佛祖统纪,fo'zu'tong'ji
佛祖正宗道影,fo'zu'zheng'zong'dao'ying
缚,fu
服部正明,fu'bu'zheng'ming
伏藏,fu'cang
拂尘说法,fu'chen'shuo'fa
复仇,fu'chou
缚刍河,fu'chu'he
服从,fu'cong
伏道,fu'dao
付法,fu'fa
付法藏因缘传,fu'fa'cang'yin'yuan'chuan
伏鬼妙方,fu'gui'miao'fang
伏鬼妙诀,fu'gui'miao'jue
福海讲寺,fu'hai'jiang'si
缚喝国,fu'he'guo
福慧,fu'hui
福慧寺,fu'hui'si
福济寺,fu'ji'si
辅教编,fu'jiao'bian
福井康顺,fu'jing'kang'shun
福井文雅,fu'jing'wen'ya
福聚,fu'ju
弗劳瓦尔纳,fu'lao'wa'er'na
扶律谈常,fu'lv'tan'chang
伏魔禅寺,fu'mo'chan'si
扶南国,fu'nan'guo
赴请法,fu'qing'fa
弗若多罗,fu'ruo'duo'luo
扶桑禅林僧宝传,fu'sang'chan'lin'seng'bao'chuan
弗沙蜜多罗王,fu'sha'mi'duo'luo'wang
浮生梦中,fu'sheng'meng'zhong
福生天,fu'sheng'tian
浮石寺,fu'shi'si
福田,fu'tian
浮图,fu'tu
傅伟勋,fu'wei'xun
扶习润生,fu'xi'run'sheng
福严精舍,fu'yan'jing'she
福严寺,fu'yan'si
扶余,fu'yu
福原亮严,fu'yuan'liang'yan
福州版大藏经,fu'zhou'ban'da'cang'jing
付嘱,fu'zhu
拂子,fu'zi
噶当宝册,ga'dang'bao'ce
噶当派,ga'dang'pai
噶举派,ga'ju'pai
噶玛噶举派,ga'ma'ga'ju'pai
噶玛师利那烂陀佛学院,ga'ma'shi'li'na'lan'tuo'fo'xue'yuan
伽那,ga'na
伽陀,ga'tuo
噶厦,ga'xia
伽耶城,ga'ye'cheng
伽耶山,ga'ye'shan
盖,gai
改邪钞,gai'xie'chao
甘丹赤巴,gan'dan'chi'ba
甘丹寺,gan'dan'si
甘地,gan'di
干第罗洛颜格朗,gan'di'luo'luo'yan'ge'lang
干第文荼,gan'di'wen'tu
感恩,gan'en
感恩的心,gan'en'de'xin
感恩父母,gan'en'fu'mu
干凤寺,gan'feng'si
甘露,gan'lu
甘露饭王,gan'lu'fan'wang
甘露歌,gan'lu'ge
甘露谱,gan'lu'pu
甘露寺,gan'lu'si
甘露陀罗尼,gan'lu'tuo'luo'ni
甘露味论,gan'lu'wei'lun
甘尼沙,gan'ni'sha
干闼婆,gan'ta'po
感通寺,gan'tong'si
干陀罗色,gan'tuo'luo'se
干潟龙祥,gan'xi'long'xiang
冈波巴,gang'bo'ba
刚般若波罗蜜经论,gang'bo're'bo'luo'mi'jing'lun
冈野正道,gang'ye'zheng'dao
高本钊,gao'ben'zhao
高昌国,gao'chang'guo
高丽藏,gao'li'cang
高丽国,gao'li'guo
高棉佛教,gao'mian'fo'jiao
高明道,gao'ming'dao
高明寺,gao'ming'si
高僧传,gao'seng'chuan
高僧法显传,gao'seng'fa'xian'chuan
高僧摘要,gao'seng'zhai'yao
高王观音经,gao'wang'guan'yin'jing
高雄佛教堂,gao'xiong'fo'jiao'tang
高野山,gao'ye'shan
高野山大学,gao'ye'shan'da'xue
高与远,gao'yu'yuan
割耳救雉,ge'er'jiu'zhi
格鲁派,ge'lu'pai
个人承担,ge'ren'cheng'dan
格萨尔王传,ge'sa'er'wang'chuan
葛藤语笺,ge'teng'yu'jian
格西,ge'xi
格义,ge'yi
根,gen
根本定,gen'ben'ding
根本烦恼,gen'ben'fan'nao
根本佛教,gen'ben'fo'jiao
根本识,gen'ben'shi
根本说一切有部毗奈耶,gen'ben'shuo'yi'qie'you'bu'pi'nai'ye
根本智,gen'ben'zhi
根边蕴,gen'bian'yun
根来寺,gen'lai'si
根源会,gen'yuan'hui
弓,gong
公案,gong'an
共般若,gong'bo're
弓长岭佛教协会,gong'chang'ling'fo'jiao'xie'hui
功德,gong'de
功德坟寺,gong'de'fen'si
功德使,gong'de'shi
功德直,gong'de'zhi
功过格,gong'guo'ge
公鸡与虫儿,gong'ji'yu'chong'er
共教,gong'jiao
供具,gong'ju
公开地爱,gong'kai'de'ai
供曼达,gong'man'da
功能,gong'neng
工巧明,gong'qiao'ming
供物,gong'wu
巩县石窟,gong'xian'shi'ku
共相,gong'xiang
共相惑,gong'xiang'huo
公巖,gong'yan
供养,gong'yang
共业,gong'ye
弓裔,gong'yi
共种子,gong'zhong'zi
钩召法,gou'zhao'fa
狗子佛性,gou'zi'fo'xing
顾法严,gu'fa'yan
古格王朝,gu'ge'wang'chao
古涧寒泉,gu'jian'han'quan
古今禅藻集,gu'jin'chan'zao'ji
古今译经图纪,gu'jin'yi'jing'tu'ji
古镜未磨,gu'jing'wei'mo
古崑,gu'kun
咕噜咕列佛母心咒,gu'lu'gu'lie'fo'mu'xin'zhou
古清凉传,gu'qing'liang'chuan
鼓山,gu'shan
鼓山寺,gu'shan'si
鼓山系,gu'shan'xi
骨锁观,gu'suo'guan
古先派,gu'xian'pai
古义真言宗,gu'yi'zhen'yan'zong
古音王传,gu'yin'wang'chuan
古月,gu'yue
古正美,gu'zheng'mei
古尊宿语录,gu'zun'su'yu'lu
挂撘,gua'da
管长,guan'chang
灌顶,guan'ding
灌顶经,guan'ding'jing
灌顶咒梵唱,guan'ding'zhou'fan'chang
观法,guan'fa
观佛,guan'fo
观佛三昧海经,guan'fo'san'mei'hai'jing
关怀生命协会,guan'huai'sheng'ming'xie'hui
关口真大,guan'kou'zhen'da
观普贤菩萨行法经,guan'pu'xian'pu'sa'xing'fa'jing
关圣寺,guan'sheng'si
关世谦,guan'shi'qian
观世音传奇,guan'shi'yin'chuan'qi
观世音菩萨,guan'shi'yin'pu'sa
观世音菩萨发愿偈,guan'shi'yin'pu'sa'fa'yuan'ji
观世音菩萨普门品,guan'shi'yin'pu'sa'pu'men'pin
观世音菩萨授记经,guan'shi'yin'pu'sa'shou'ji'jing
观世音显灵传奇,guan'shi'yin'xian'ling'chuan'qi
贯首,guan'shou
官寺,guan'si
观所缘缘论,guan'suo'yuan'yuan'lun
观无量寿经,guan'wu'liang'shou'jing
观心本尊钞,guan'xin'ben'zun'chao
观心觉梦钞,guan'xin'jue'meng'chao
观心论,guan'xin'lun
观音忏法,guan'yin'chan'fa
观音禅寺,guan'yin'chan'si
观音大士赞,guan'yin'da'shi'zan
观音偈,guan'yin'ji
观音老母,guan'yin'lao'mu
观音灵感歌,guan'yin'ling'gan'ge
观音菩萨悲赞,guan'yin'pu'sa'bei'zan
观音菩萨偈,guan'yin'pu'sa'ji
观音菩萨灭业障真言,guan'yin'pu'sa'mie'ye'zhang'zhen'yan
观音菩萨如秋月,guan'yin'pu'sa'ru'qiu'yue
观音菩萨圣号,guan'yin'pu'sa'sheng'hao
观音菩萨赞,guan'yin'pu'sa'zan
观音菩萨治病真言,guan'yin'pu'sa'zhi'bing'zhen'yan
观音踏浪来,guan'yin'ta'lang'lai
观音岩,guan'yin'yan
观音在之杨枝净水赞,guan'yin'zai'zhi'yang'zhi'jing'shui'zan
灌云县大伊山石佛寺,guan'yun'xian'da'yi'shan'shi'fo'si
灌云县伊芦钟安寺,guan'yun'xian'yi'lu'zhong'an'si
关中创立戒坛图经,guan'zhong'chuang'li'jie'tan'tu'jing
管主八,guan'zhu'ba
观宗讲寺,guan'zong'jiang'si
广长舌相,guang'chang'she'xiang
广大行,guang'da'xing
光德寺,guang'de'si
广定,guang'ding
广福禅寺,guang'fu'chan'si
广福寺,guang'fu'si
广果天,guang'guo'tian
广弘明集,guang'hong'ming'ji
广化寺,guang'hua'si
广济寺,guang'ji'si
广隆寺,guang'long'si
光明,guang'ming
光明寺,guang'ming'si
光明真言,guang'ming'zhen'yan
光目救母,guang'mu'jiu'mu
广目天,guang'mu'tian
光谦,guang'qian
广钦,guang'qin
广仁寺,guang'ren'si
广胜寺,guang'sheng'si
广西河池市凤凰寺,guang'xi'he'chi'shi'feng'huang'si
光香禅寺,guang'xiang'chan'si
光孝寺,guang'xiao'si
广心,guang'xin
光音天,guang'yin'tian
广佑寺,guang'you'si
广元,guang'yuan
广元千佛崖,guang'yuan'qian'fo'ya
广泽流,guang'ze'liu
光宅寺,guang'zhai'si
归化寺,gui'hua'si
桂花雨,gui'hua'yu
归敬序,gui'jing'xu
桂林磨崖佛群,gui'lin'mo'ya'fo'qun
龟毛兔角,gui'mao'tu'jiao
归谬论证派,gui'miu'lun'zheng'pai
归鸟迷巢,gui'niao'mi'chao
龟山福清寺,gui'shan'fu'qing'si
贵霜王朝,gui'shuang'wang'chao
归依,gui'yi
皈依本师释迦牟尼佛,gui'yi'ben'shi'shi'jia'mou'ni'fo
皈依及发菩提心愿文,gui'yi'ji'fa'pu'ti'xin'yuan'wen
归依三宝赞,gui'yi'san'bao'zan
归元镜,gui'yuan'jing
归元寺,gui'yuan'si
鬼子母神,gui'zi'mu'shen
果,guo
果报,guo'bao
果成寺,guo'cheng'si
果分,guo'fen
国分寺,guo'fen'si
国际佛教研究协会,guo'ji'fo'jiao'yan'jiu'xie'hui
国家战士,guo'jia'zhan'shi
果能变,guo'neng'bian
国清百录,guo'qing'bai'lu
国清寺,guo'qing'si
过去现在因果经,guo'qu'xian'zai'yin'guo'jing
国色之腊梅,guo'se'zhi'la'mei
国师,guo'shi
国师是宝,guo'shi'shi'bao
过堂,guo'tang
果头无人,guo'tou'wu'ren
过午不食,guo'wu'bu'shi
国相寺,guo'xiang'si
国译一切经,guo'yi'yi'qie'jing
郭忠生,guo'zhong'sheng
哈达,ha'da
哈德瓦,ha'de'wa
哈尔滨市普照寺,ha'er'bin'shi'pu'zhao'si
哈尔滨市卧龙寺,ha'er'bin'shi'wo'long'si
蛤蟆还是老茄子,ha'ma'hai'shi'lao'qie'zi
海宝塔,hai'bao'ta
海潮音,hai'chao'yin
海潮院念佛堂,hai'chao'yuan'nian'fo'tang
海东高僧传,hai'dong'gao'seng'chuan
海会寺,hai'hui'si
海宁寺,hai'ning'si
海山寺,hai'shan'si
海印禅寺,hai'yin'chan'si
海印三昧,hai'yin'san'mei
海印寺,hai'yin'si
邯郸爆台寺,han'dan'bao'tai'si
邯郸定国寺,han'dan'ding'guo'si
邯郸佛学苑念佛堂,han'dan'fo'xue'yuan'nian'fo'tang
邯郸涉县熊耳山开法寺,han'dan'she'xian'xiong'er'shan'kai'fa'si
邯郸市磁县索井圣佛寺,han'dan'shi'ci'xian'suo'jing'sheng'fo'si
邯郸市大乘玉佛寺,han'dan'shi'da'cheng'yu'fo'si
邯郸市榕桦寺,han'dan'shi'rong'hua'si
邯郸市月爱寺,han'dan'shi'yue'ai'si
邯郸武安佛教协会报恩讲堂,han'dan'wu'an'fo'jiao'xie'hui'bao'en'jiang'tang
邯郸永年安仁寺,han'dan'yong'nian'an'ren'si
邯郸永年大定寺,han'dan'yong'nian'da'ding'si
汗栗驮,han'li'tuo
寒林,han'lin
韩龙云,han'long'yun
韩清净,han'qing'jing
憨山大师梦游全集,han'shan'da'shi'meng'you'quan'ji
憨山大师醒世歌,han'shan'da'shi'xing'shi'ge
寒山僧踪,han'shan'seng'zong
寒山寺,han'shan'si
汉魏两晋南北朝佛教史,han'wei'liang'jin'nan'bei'chao'fo'jiao'shi
寒修行,han'xiu'xing
韩愈,han'yu
杭州,hang'zhou
浩浩洞,hao'hao'dong
好花不择处,hao'hua'bu'ze'chu
好坚树,hao'jian'shu
好事不如无,hao'shi'bu'ru'wu
好事不如无事,hao'shi'bu'ru'wu'shi
河北省磁州凤凰寺,he'bei'sheng'ci'zhou'feng'huang'si
河北省三河市灵山寺,he'bei'sheng'san'he'shi'ling'shan'si
河北省无极县法云禅寺,he'bei'sheng'wu'ji'xian'fa'yun'chan'si
河北省辛集市清利寺,he'bei'sheng'xin'ji'shi'qing'li'si
何法示人,he'fa'shi'ren
赫吉森,he'ji'sen
河口慧海,he'kou'hui'hai
贺兰山北武当寿佛寺,he'lan'shan'bei'wu'dang'shou'fo'si
赫鲁葛,he'lu'ge
和南,he'nan
和平钟声,he'ping'zhong'sheng
鹤山仙踪禅寺,he'shan'xian'zong'chan'si
和尚,he'shang
和尚与禅师,he'shang'yu'chan'shi
和尚与大师,he'shang'yu'da'shi
何物永远不变,he'wu'yong'yuan'bu'bian
河西石窟,he'xi'shi'ku
鹤岩寺,he'yan'si
和赞,he'zan
荷泽神会,he'ze'shen'hui
荷泽宗,he'ze'zong
合掌,he'zhang
合作法,he'zuo'fa
黑财神咒,hei'cai'shen'zhou
黑龙江省安达市宝安寺,hei'long'jiang'sheng'an'da'shi'bao'an'si
黑龙江省大庆市净觉寺,hei'long'jiang'sheng'da'qing'shi'jing'jue'si
黑绳地狱,hei'sheng'di'yu
黑业,hei'ye
黑月,hei'yue
横超慧日,heng'chao'hui'ri
恒河,heng'he
恒清,heng'qing
衡山,heng'shan
吽,hong
红财神心咒,hong'cai'shen'xin'zhou
弘储,hong'chu
宏船,hong'chuan
弘慈寺,hong'ci'si
宏法寺,hong'fa'si
弘福寺,hong'fu'si
洪福寺,hong'fu'si
洪镜,hong'jing
红莲,hong'lian
红螺寺,hong'luo'si
弘明集,hong'ming'ji
宏明寺,hong'ming'si
洪启嵩,hong'qi'song
弘忍,hong'ren
洪如,hong'ru
弘誓,hong'shi
红史,hong'shi
弘一,hong'yi
宏印,hong'yin
弘赞,hong'zan
弘赞法华传,hong'zan'fa'hua'chuan
宏智正觉禅师广录,hong'zhi'zheng'jue'chan'shi'guang'lu
洪州宗,hong'zhou'zong
吽字义,hong'zi'yi
洪遵,hong'zun
后有,hou'you
护法,hu'fa
护法论,hu'fa'lun
互跪,hu'gui
护国灵岩寺,hu'guo'ling'yan'si
护国寺,hu'guo'si
忽滑谷快天,hu'hua'gu'kuai'tian
胡梅子,hu'mei'zi
护命放生轨仪法,hu'ming'fang'sheng'gui'yi'fa
护摩,hu'mo
护念,hu'nian
虎丘派,hu'qiu'pai
虎丘山,hu'qiu'shan
护身法,hu'shen'fa
胡适,hu'shi
虎头长角,hu'tou'zhang'jiao
呼图克图,hu'tu'ke'tu
胡秀卿,hu'xiu'qing
互用罪,hu'yong'zui
胡语,hu'yu
护贼度贼,hu'zei'du'zei
华,hua
画饼充饥,hua'bing'chong'ji
华藏寺,hua'cang'si
化城寺,hua'cheng'si
化城喻,hua'cheng'yu
化地部,hua'di'bu
化度寺,hua'du'si
化法四教,hua'fa'si'jiao
华梵人文科技学院,hua'fan'ren'wen'ke'ji'xue'yuan
化佛,hua'fo
化乐天,hua'le'tian
华林寺,hua'lin'si
华鬘,hua'man
话梦人生,hua'meng'ren'sheng
化人,hua'ren
化人说法,hua'ren'shuo'fa
花山信胜,hua'shan'xin'sheng
化身,hua'shen
华氏城,hua'shi'cheng
华手经,hua'shou'jing
华亭寺,hua'ting'si
化土,hua'tu
华严变相,hua'yan'bian'xiang
华严金师子章,hua'yan'jin'shi'zi'zhang
华严经合论,hua'yan'jing'he'lun
华严经疏钞,hua'yan'jing'shu'chao
华严经疏论纂要,hua'yan'jing'shu'lun'zuan'yao
华严经搜玄记,hua'yan'jing'sou'xuan'ji
华严经探玄记,hua'yan'jing'tan'xuan'ji
华严经问答,hua'yan'jing'wen'da
华严经旨归,hua'yan'jing'zhi'gui
华严经传记,hua'yan'jing'zhuan'ji
华严孔目章,hua'yan'kong'mu'zhang
华严莲社,hua'yan'lian'she
华严三昧,hua'yan'san'mei
华严寺,hua'yan'si
华严五教章,hua'yan'wu'jiao'zhang
华严五教止观,hua'yan'wu'jiao'zhi'guan
华严五十要问答,hua'yan'wu'shi'yao'wen'da
华严玄谈,hua'yan'xuan'tan
华严一乘十玄门,hua'yan'yi'cheng'shi'xuan'men
华严游心法界记,hua'yan'you'xin'fa'jie'ji
华严游意,hua'yan'you'yi
华严圆融念佛,hua'yan'yuan'rong'nian'fo
华严宗,hua'yan'zong
化仪四教,hua'yi'si'jiao
华雨精舍,hua'yu'jing'she
化缘,hua'yuan
花园大学,hua'yuan'da'xue
化缘度众,hua'yuan'du'zhong
化制二教,hua'zhi'er'jiao
化主,hua'zhu
坏法,huai'fa
怀感,huai'gan
怀海,huai'hai
坏劫,huai'jie
怀琏,huai'lian
怀念法王如意宝,huai'nian'fa'wang'ru'yi'bao
怀让,huai'rang
怀柔佛母咒,huai'rou'fo'mu'zhou
坏色,huai'se
怀素,huai'su
怀问,huai'wen
怀信,huai'xin
怀恽,huai'yun
幻,huan
幻观成就法,huan'guan'cheng'jiu'fa
幻生,huan'sheng
还俗,huan'su
欢喜,huan'xi
欢喜大悲咒,huan'xi'da'bei'zhou
欢喜天法,huan'xi'tian'fa
欢喜丸,huan'xi'wan
幻有,huan'you
寰中,huan'zhong
幻住派,huan'zhu'pai
黄檗清规,huang'bo'qing'gui
黄檗山,huang'bo'shan
黄檗山断际禅师传心法要,huang'bo'shan'duan'ji'chan'shi'chuan'xin'fa'yao
黄檗无念禅师语录,huang'bo'wu'nian'chan'shi'yu'lu
黄檗宗,huang'bo'zong
黄财神大佛寺,huang'cai'shen'da'fo'si
黄财神咒,huang'cai'shen'zhou
皇祇寺田州古塔,huang'chi'si'tian'zhou'gu'ta
黄公伟,huang'gong'wei
黄俊威,huang'jun'wei
黄龙慧南禅师语录,huang'long'hui'nan'chan'shi'yu'lu
黄龙派,huang'long'pai
皇龙寺,huang'long'si
黄敏枝,huang'min'zhi
黄寺,huang'si
黄英杰,huang'ying'jie
皇泽寺,huang'ze'si
慧,hui
慧安,hui'an
慧布,hui'bu
慧才,hui'cai
会昌法难,hui'chang'fa'nan
慧超,hui'chao
慧超往五天竺国传,hui'chao'wang'wu'tian'zhu'guo'chuan
慧彻,hui'che
慧谌,hui'chen
慧灯普照,hui'deng'pu'zhao
慧方,hui'fang
慧峰,hui'feng
回峰行,hui'feng'xing
会供,hui'gong
慧观,hui'guan
慧光,hui'guang
慧海,hui'hai
慧鹤,hui'he
慧基,hui'ji
慧寂,hui'ji
慧皎,hui'jiao
慧经,hui'jing
慧炬,hui'ju
慧可,hui'ke
慧可安心,hui'ke'an'xin
慧立,hui'li
慧琳,hui'lin
慧琳音义,hui'lin'yin'yi
会龙禅寺,hui'long'chan'si
慧律,hui'lv
惠敏,hui'min
慧明,hui'ming
慧明寺,hui'ming'si
慧南,hui'nan
慧能,hui'neng
慧年,hui'nian
慧勤,hui'qin
会泉,hui'quan
慧泉禅寺,hui'quan'chan'si
慧日,hui'ri
慧日讲堂,hui'ri'jiang'tang
慧三,hui'san
会三归一,hui'san'gui'yi
灰身灭智,hui'shen'mie'zhi
慧生,hui'sheng
慧思,hui'si
灰炭塔,hui'tan'ta
回头是岸,hui'tou'shi'an
秽土,hui'tu
慧威,hui'wei
慧文,hui'wen
回向,hui'xiang
回向偈,hui'xiang'ji
回心向大,hui'xin'xiang'da
会性,hui'xing
慧严,hui'yan
慧因寺,hui'yin'si
慧永,hui'yong
慧苑,hui'yuan
慧远,hui'yuan
慧岳,hui'yue
慧沼,hui'zhao
回诤论,hui'zheng'lun
慧忠,hui'zhong
汇宗寺,hui'zong'si
惛沉,hun'chen
惑,huo
祸从口出,huo'cong'kou'chu
活得快乐,huo'de'kuai'le
霍尔却穹,huo'er'que'qiong
火界定,huo'jie'ding
火生三昧,huo'sheng'san'mei
活水龙,huo'shui'long
霍韬晦,huo'tao'hui
火天,huo'tian
活在感恩的世界,huo'zai'gan'en'de'shi'jie
火葬,huo'zang
火宅,huo'zhai
偈,ji
机,ji
罽宾,ji'bin
吉藏,ji'cang
极成,ji'cheng
继承密付,ji'cheng'mi'fu
吉达利,ji'da'li
继灯录,ji'deng'lu
集谛,ji'di
笈多王朝,ji'duo'wang'chao
济公外传,ji'gong'wai'zhuan
济公游记,ji'gong'you'ji
集古今佛道论衡,ji'gu'jin'fo'dao'lun'heng
寂光寺,ji'guang'si
己和,ji'he
击节录,ji'jie'lu
饥来吃饭困来即眠,ji'lai'chi'fan'kun'lai'ji'mian
极乐净土,ji'le'jing'tu
极乐寺,ji'le'si
集量论,ji'liang'lun
吉林市灵岩寺,ji'lin'shi'ling'yan'si
寂灭,ji'mie
鸡鸣寺,ji'ming'si
集沙门不应拜俗等事,ji'sha'men'bu'ying'bai'su'deng'shi
吉山,ji'shan
即身成佛,ji'shen'cheng'fo
即身成佛义,ji'shen'cheng'fo'yi
集神州塔寺三宝感通录,ji'shen'zhou'ta'si'san'bao'gan'tong'lu
极微,ji'wei
讥嫌戒,ji'xian'jie
季羡林,ji'xian'lin
吉祥草,ji'xiang'cao
吉祥果,ji'xiang'guo
吉祥偈,ji'xiang'ji
吉祥天,ji'xiang'tian
吉祥天母,ji'xiang'tian'mu
吉祥喜金刚集轮甘露泉,ji'xiang'xi'jin'gang'ji'lun'gan'lu'quan
吉祥坐,ji'xiang'zuo
即心即佛,ji'xin'ji'fo
畸形,ji'xing
集异门足论,ji'yi'men'zu'lun
伎艺天,ji'yi'tian
鸡胤部,ji'yin'bu
鸡园寺,ji'yuan'si
鸡泽县开明禅寺,ji'ze'xian'kai'ming'chan'si
集诸经礼忏仪,ji'zhu'jing'li'chan'yi
鸡足山,ji'zu'shan
假,jia
加被,jia'bei
嘉曹杰,jia'cao'jie
加持,jia'chi
迦絺那衣,jia'chi'na'yi
加持身,jia'chi'shen
加持世界,jia'chi'shi'jie
加持物,jia'chi'wu
加持香水,jia'chi'xiang'shui
加持印明,jia'chi'yin'ming
加持咒,jia'chi'zhou
加岛法难,jia'dao'fa'nan
迦多衍尼子,jia'duo'yan'ni'zi
迦兰陀竹园,jia'lan'tuo'zhu'yuan
迦梨陀沙,jia'li'tuo'sha
迦陵频伽,jia'ling'pin'ga
迦留陀夷,jia'liu'tuo'yi
迦楼罗,jia'lou'luo
嘉禄法难,jia'lu'fa'nan
迦罗育王,jia'luo'yu'wang
假名,jia'ming
迦摩,jia'mo
嘉木样一世,jia'mu'yang'yi'shi
加拿大佛教,jia'na'da'fo'jiao
迦腻色迦王,jia'ni'se'jia'wang
迦毗罗卫,jia'pi'luo'wei
迦耆布罗城,jia'qi'bu'luo'cheng
袈裟,jia'sha
袈裟吉他在倾诉,jia'sha'ji'ta'zai'qing'su
假实二法,jia'shi'er'fa
迦尸国,jia'shi'guo
迦湿弥罗国,jia'shi'mi'luo'guo
甲寺,jia'si
嘉泰普灯录,jia'tai'pu'deng'lu
加藤精神,jia'teng'jing'shen
家庭经,jia'ting'jing
嘉祥寺,jia'xiang'si
加行,jia'xing
嘉兴大藏经,jia'xing'da'zang'jing
加行道,jia'xing'dao
加行得,jia'xing'de
加行善,jia'xing'shan
加行位,jia'xing'wei
迦叶,jia'ye
迦叶佛,jia'ye'fo
迦叶仙,jia'ye'xian
迦旃邻提,jia'zhan'lin'ti
迦旃延,jia'zhan'yan
迦智山,jia'zhi'shan
夹紵像,jia'zhu'xiang
见,jian
见爱二烦恼,jian'ai'er'fan'nao
建长寺,jian'chang'si
建初寺,jian'chu'si
兼但对带,jian'dan'dui'dai
简单事重复做,jian'dan'shi'chong'fu'zuo
见道,jian'dao
犍度,jian'du
箭锋相拄,jian'feng'xiang'zhu
见佛,jian'fo
见惑,jian'huo
捡栗子,jian'li'zi
艰难一忘,jian'nan'yi'wang
建仁寺,jian'ren'si
见思惑,jian'si'huo
犍陀罗国,jian'tuo'luo'guo
渐悟,jian'wu
见行,jian'xing
减行,jian'xing
见性成佛,jian'xing'cheng'fo
见修二惑,jian'xiu'er'huo
见与不见,jian'yu'bu'jian
减缘,jian'yuan
犍稚,jian'zhi
建志补罗城,jian'zhi'bu'luo'cheng
建中靖国续灯录,jian'zhong'jing'guo'xu'deng'lu
江灿腾,jiang'can'teng
江岛惠教,jiang'dao'hui'jiao
蒋贡康楚,jiang'gong'kang'chu
江湖风月集,jiang'hu'feng'yue'ji
江户佛教,jiang'hu'fo'jiao
江湖会,jiang'hu'hui
江湖派,jiang'hu'pai
讲经,jiang'jing
将军的忏悔,jiang'jun'de'chan'hui
降魔,jiang'mo
江南梵剎志,jiang'nan'fan'cha'zhi
降三世明王,jiang'san'shi'ming'wang
将手放开,jiang'shou'fang'kai
江味农,jiang'wei'nong
蒋维乔,jiang'wei'qiao
江西靖安古刹传奇,jiang'xi'jing'an'gu'cha'chuan'qi
蒋义斌,jiang'yi'bin
教禅二宗,jiao'chan'er'zong
教乘法数,jiao'cheng'fa'shu
憍梵波提,jiao'fan'bo'ti
