哀而不伤,ai'er'bu'shang
何为其莫知子也,he'wei'qi'mo'zhi'zi'ye
何谓四恶,he'wei'si'e
何谓五美,he'wei'wu'mei
何谓也,he'wei'ye
何为则民服,he'wei'ze'min'fu
和无寡,he'wu'gua
何晏也,he'yan'ye
何以报德,he'yi'bao'de
何以伐为,he'yi'fa'wei
何以文为,he'yi'wen'wei
何有,he'you
何有于我哉,he'you'yu'wo'zai
何哉,he'zai
何足算也,he'zu'suan'ye
何足以臧,he'zu'yi'zang
红紫不以为亵服,hong'zi'bu'yi'wei'xie'fu
后进于礼乐,hou'jin'yu'li'yue
后生可畏,hou'sheng'ke'wei
后世必为子孙忧,hou'shi'bi'wei'zi'sun'you
后死者不得与,hou'si'zhe'bu'de'yu
虎豹之鞟犹犬羊之鞟,hu'bao'zhi'kuo'you'quan'yang'zhi'kuo
狐貉之厚以居,hu'he'zhi'hou'yi'ju
狐裘,hu'qiu
虎兕出于柙,hu'si'chu'yu'xia
互乡难与言,hu'xiang'nan'yu'yan
忽焉在后,hu'yan'zai'hou
怀其宝而迷其邦,huai'qi'bao'er'mi'qi'bang
患不知人也,huan'bu'zhi'ren'ye
患得之,huan'de'zhi
桓公九合诸侯,huan'gong'jiu'he'zhu'hou
桓公杀公子纠,huan'gong'sha'gong'zi'jiu
焕乎其有文章,huan'hu'qi'you'wen'zhang
患其不能也,huan'qi'bu'neng'ye
患失之,huan'shi'zhi
患所以立,huan'suo'yi'li
桓魋其如予何,huan'tui'qi'ru'yu'he
黄衣,huang'yi
回何敢死,hui'he'gan'si
诲女知之乎,hui'nv'zhi'zhi'hu
诲人不倦,hui'ren'bu'juan
惠人也,hui'ren'ye
绘事后素,hui'shi'hou'su
回虽不敏,hui'sui'bu'min
回也,hui'ye
回也不改其乐,hui'ye'bu'gai'qi'le
回也不愚,hui'ye'bu'yu
回也其庶乎,hui'ye'qi'shu'hu
回也视予犹父也,hui'ye'shi'yu'you'fu'ye
惠则足以使人,hui'ze'zu'yi'shi'ren
或承之羞,huo'cheng'zhi'xiu
或谓孔子曰,huo'wei'kong'zi'yue
或问禘之说,huo'wen'di'zhi'shuo
或问之曰,huo'wen'zhi'yue
或问子产,huo'wen'zi'chan
或曰,huo'yue
获罪于天,huo'zui'yu'tian
骥不称其力,ji'bu'cheng'qi'li
既得之,ji'de'zhi
既而曰,ji'er'yue
既富矣,ji'fu'yi
疾固也,ji'gu'ye
季桓子受之,ji'huan'zi'shou'zhi
及阶,ji'jie
既竭吾才,ji'jie'wu'cai
继绝世,ji'jue'shi
季康子患盗,ji'kang'zi'huan'dao
季康子问,ji'kang'zi'wen
季康子问政于孔子,ji'kang'zi'wen'zheng'yu'kong'zi
季康子问政于孔子曰,ji'kang'zi'wen'zheng'yu'kong'zi'yue
既来之,ji'lai'zhi
季路问事鬼神,ji'lu'wen'shi'gui'shen
及其老也,ji'qi'lao'ye
及其使人也,ji'qi'shi'ren'ye
及其壮也,ji'qi'zhuang'ye
击磬乎,ji'qing'hu
祭肉不出三日,ji'rou'bu'chu'san'ri
祭如在,ji'ru'zai
祭神如神在,ji'shen'ru'shen'zai
季氏第十六,ji'shi'di'shi'liu
季氏富于周公,ji'shi'fu'yu'zhou'gong
季氏将伐颛臾,ji'shi'jiang'fa'zhuan'yu
季氏将有事于颛臾,ji'shi'jiang'you'shi'yu'zhuan'yu
季氏旅于泰山,ji'shi'lv'yu'tai'shan
季氏使闵子骞为费宰,ji'shi'shi'min'zi'qian'wei'fei'zai
既庶矣,ji'shu'yi
祭思敬,ji'si'jing
己所不欲,ji'suo'bu'yu
既往不咎,ji'wang'bu'jiu
及席,ji'xi
己欲达而达人,ji'yu'da'er'da'ren
祭于公,ji'yu'gong
己欲立而立人,ji'yu'li'er'li'ren
既欲其生,ji'yu'qi'sheng
吉月必朝服,ji'yue'bi'chao'fu
期月而已可也,ji'yue'er'yi'ke'ye
即之也温,ji'zhi'ye'wen
祭之以礼,ji'zhi'yi'li
疾之已甚,ji'zhi'yi'shen
棘子成曰,ji'zi'cheng'yue
季子然问,ji'zi'ran'wen
箕子为之奴,ji'zi'wei'zhi'nu
加朝服,jia'chao'fu
嘉善而矜不能,jia'shan'er'jin'bu'neng
加我数年,jia'wo'shu'nian
加之以师旅,jia'zhi'yi'shi'lv
见不善如探汤,jian'bu'shan'ru'tan'tang
见不贤而内自省也,jian'bu'xian'er'nei'zi'xing'ye
见得思义,jian'de'si'yi
见利思义,jian'li'si'yi
见冕者与瞽者,jian'mian'zhe'yu'gu'zhe
见其二子焉,jian'qi'er'zi'yan
见齐衰者,jian'qi'shuai'zhe
见其与,jian'qi'yu
见善如不及,jian'shan'ru'bu'ji
见危授,jian'wei'shou
见贤思齐焉,jian'xian'si'qi'yan
见小利则,jian'xiao'li'ze
见义不为,jian'yi'bu'wei
简在帝心,jian'zai'di'xin
俭则固,jian'ze'gu
见之,jian'zhi
见志不从,jian'zhi'bu'cong
见子夏曰,jian'zi'xia'yue
将命者出户,jiang'ming'zhe'chu'hu
将入门,jiang'ru'men
降一等,jiang'yi'deng
降志辱身矣,jiang'zhi'ru'shen'yi
皦如也,jiao'ru'ye
教之,jiao'zhi
皆不及门也,jie'bu'ji'men'ye
皆能有养,jie'neng'you'yang
桀溺曰,jie'ni'yue
借人乘之,jie'ren'cheng'zhi
皆雅言也,jie'ya'yan'ye
阶也,jie'ye
节用而爱人,jie'yong'er'ai'ren
戒之在得,jie'zhi'zai'de
戒之在斗,jie'zhi'zai'dou
戒之在色,jie'zhi'zai'se
皆坐,jie'zuo
今拜乎上,jin'bai'hu'shang
今不取,jin'bu'qu
谨而信,jin'er'xin
今夫颛臾,jin'fu'zhuan'yu
尽美矣,jin'mei'yi
今女安,jin'nv'an
今女画,jin'nv'hua
谨权量,jin'quan'liang
近仁,jin'ren
浸润之谮,jin'run'zhi'zen
今亡矣夫,jin'wang'yi'fu
晋文公谲而不正,jin'wen'gong'jue'er'bu'zheng
今也纯俭,jin'ye'chun'jian
今也或是之亡也,jin'ye'huo'shi'zhi'wang'ye
矜也廉,jin'ye'lian
今也则亡,jin'ye'ze'wang
今由与求也,jin'you'yu'qiu'ye
近者说,jin'zhe'shuo
今之成人者何必然,jin'zhi'cheng'ren'zhe'he'bi'ran
今之从政者殆而,jin'zhi'cong'zheng'zhe'dai'er
今之从政者何如,jin'zhi'cong'zheng'zhe'he'ru
今之矜也忿戾,jin'zhi'jin'ye'fen'li
今之狂也荡,jin'zhi'kuang'ye'dang
今之孝者,jin'zhi'xiao'zhe
今之学者为人,jin'zhi'xue'zhe'wei'ren
今之愚也诈而已矣,jin'zhi'yu'ye'zha'er'yi'yi
近之则不孙,jin'zhi'ze'bu'sun
敬鬼神而远之,jing'gui'shen'er'yuan'zhi
敬事而信,jing'shi'er'xin
敬虽州里行乎哉,jing'sui'zhou'li'xing'hu'zai
井有仁焉,jing'you'ren'yan
厩焚,jiu'fen
旧谷既没,jiu'gu'ji'mei
九人而已,jiu'ren'er'yi
久要不忘平生之言,jiu'yao'bu'wang'ping'sheng'zhi'yan
久矣吾不复梦见周公,jiu'yi'wu'bu'fu'meng'jian'zhou'gong
久矣哉,jiu'yi'zai
就有道而正焉,jiu'you'dao'er'zheng'yan
居必迁坐,ju'bi'qian'zuo
俱不得其死然,ju'bu'de'qi'si'ran
居不容,ju'bu'rong
居处不安,ju'chu'bu'an
居处恭,ju'chu'gong
举尔所知,ju'er'suo'zhi
举皋陶,ju'gao'yao
鞠躬如也,ju'gong'ru'ye
居简而行简,ju'jian'er'xing'jian
居敬而行简,ju'jing'er'xing'jian
居其所而众星共之,ju'qi'suo'er'zhong'xing'gong'zhi
举善而教不能,ju'shan'er'jiao'bu'neng
居上不宽,ju'shang'bu'kuan
居是邦也,ju'shi'bang'ye
举枉错诸,ju'wang'cuo'zhu
居无求安,ju'wu'qiu'an
居吾语女,ju'wu'yu'nv
举贤才,ju'xian'cai
举逸民,ju'yi'min
举伊尹,ju'yi'yin
举一隅不以三隅反,ju'yi'yu'bu'yi'san'yu'fan
据于德,ju'yu'de
居则曰,ju'ze'yue
居之不疑,ju'zhi'bu'yi
举直错诸枉,ju'zhi'cuo'zhu'wang
居之无倦,ju'zhi'wu'juan
狷者有所不为也,juan'zhe'you'suo'bu'wei'ye
君臣之义,jun'chen'zhi'yi
君称之曰夫人,jun'cheng'zhi'yue'fu'ren
君赐生,jun'ci'sheng
君赐食,jun'ci'shi
君赐腥,jun'ci'xing
君而知礼,jun'er'zhi'li
君薨,jun'hong
君祭,jun'ji
君君臣臣父父子子,jun'jun'chen'chen'fu'fu'zi'zi
军旅之事,jun'lv'zhi'shi
君命召,jun'ming'zhao
君取于吴,jun'qu'yu'wu
君使臣,jun'shi'chen
君使臣以礼,jun'shi'chen'yi'li
君视之,jun'shi'zhi
君孰与不足,jun'shu'yu'bu'zu
君孰与足,jun'shu'yu'zu
君曰告夫三子者,jun'yue'gao'fu'san'zi'zhe
君在,jun'zai
君召使摈,jun'zhao'shi'bin
君子,jun'zi
君子病无能焉,jun'zi'bing'wu'neng'yan
君子博学于文,jun'zi'bo'xue'yu'wen
君子不可小知,jun'zi'bu'ke'xiao'zhi
君子不器,jun'zi'bu'qi
君子不入也,jun'zi'bu'ru'ye
君子不施其亲,jun'zi'bu'shi'qi'qin
君子不以绀緅饰,jun'zi'bu'yi'gan'zou'shi
君子不以言举人,jun'zi'bu'yi'yan'ju'ren
君子不忧不惧,jun'zi'bu'you'bu'ju
君子不重,jun'zi'bu'zhong
君子成人之美,jun'zi'cheng'ren'zhi'mei
君子耻其言而过其行,jun'zi'chi'qi'yan'er'guo'qi'xing
君子道者三,jun'zi'dao'zhe'san
君子多乎哉,jun'zi'duo'hu'zai
君子而不仁者有矣夫,jun'zi'er'bu'ren'zhe'you'yi'fu
君子和而不同,jun'zi'he'er'bu'tong
君子何患乎无兄,jun'zi'he'huan'hu'wu'xiong
君子怀德,jun'zi'huai'de
君子怀刑,jun'zi'huai'xing
君子惠而不费,jun'zi'hui'er'bu'fei
君子疾夫舍曰欲之而必为之辞,jun'zi'ji'fu'she'yue'yu'zhi'er'bi'wei'zhi'ci
君子疾没世而名不称焉,jun'zi'ji'mo'shi'er'ming'bu'cheng'yan
君子矜而不争,jun'zi'jin'er'bu'zheng
君子敬而无失,jun'zi'jing'er'wu'shi
君子居之,jun'zi'ju'zhi
君子可逝也,jun'zi'ke'shi'ye
君子谋道不谋食,jun'zi'mou'dao'bu'mou'shi
君子求诸己,jun'zi'qiu'zhu'ji
君子去仁,jun'zi'qu'ren
君子人,jun'zi'ren
君子三年不为礼,jun'zi'san'nian'bu'wei'li
君子上达,jun'zi'shang'da
君子尚勇乎,jun'zi'shang'yong'hu
君子食无求饱,jun'zi'shi'wu'qiu'bao
君子思不出其位,jun'zi'si'bu'chu'qi'wei
君子所贵乎道者三,jun'zi'suo'gui'hu'dao'zhe'san
君子泰而不骄,jun'zi'tai'er'bu'jiao
君子坦荡荡,jun'zi'tan'dang'dang
君子务本,jun'zi'wu'ben
君子无所争,jun'zi'wu'suo'zheng
君子无众寡,jun'zi'wu'zhong'gua
君子无终食之间违仁,jun'zi'wu'zhong'shi'zhi'jian'wei'ren
君子信而后劳其民,jun'zi'xin'er'hou'lao'qi'min
君子学道则爱人,jun'zi'xue'dao'ze'ai'ren
君子学以致其道,jun'zi'xue'yi'zhi'qi'dao
君子也,jun'zi'ye
君子亦党乎,jun'zi'yi'dang'hu
君子易事而难说也,jun'zi'yi'shi'er'nan'shuo'ye
君子以文会友,jun'zi'yi'wen'hui'you
君子一言以为知,jun'zi'yi'yan'yi'wei'zhi
君子义以为上,jun'zi'yi'yi'wei'shang
君子义以为质,jun'zi'yi'yi'wei'zhi
君子亦有恶乎,jun'zi'yi'you'e'hu
君子亦有穷乎,jun'zi'yi'you'qiong'hu
君子忧,jun'zi'you
君子有九思,jun'zi'you'jiu'si
君子有三变,jun'zi'you'san'bian
君子有三戒,jun'zi'you'san'jie
君子有三畏,jun'zi'you'san'wei
君子有勇而无义为乱,jun'zi'you'yong'er'wu'yi'wei'luan
君子欲讷于言而敏于行,jun'zi'yu'ne'yu'yan'er'min'yu'xing
君子于其所不知,jun'zi'yu'qi'suo'bu'zhi
君子于其言,jun'zi'yu'qi'yan
君子喻于义,jun'zi'yu'yu'yi
君子哉,jun'zi'zai
君子哉蘧伯玉,jun'zi'zai'qu'bo'yu
君子哉若人,jun'zi'zai'ruo'ren
君子者乎,jun'zi'zhe'hu
君子贞而不谅,jun'zi'zhen'er'bu'liang
君子之道,jun'zi'zhi'dao
君子之德风,jun'zi'zhi'de'feng
君子质而已矣,jun'zi'zhi'er'yi'yi
君子之过也,jun'zi'zhi'guo'ye
君子之仕也,jun'zi'zhi'shi'ye
君子之于天下也,jun'zi'zhi'yu'tian'xia'ye
君子之至于斯也,jun'zi'zhi'zhi'yu'si'ye
君子周而不比,jun'zi'zhou'er'bu'bi
君子周急不继富,jun'zi'zhou'ji'bu'ji'fu
君子尊贤而容众,jun'zi'zun'xian'er'rong'zhong
侃侃如也,kan'kan'ru'ye
康子馈药,kang'zi'kui'yao
康子曰,kang'zi'yue
可而为之者与,ke'er'wei'zhi'zhe'yu
克己复礼为仁,ke'ji'fu'li'wei'ren
可欺也,ke'qi'ye
可使南面,ke'shi'nan'mian
可使有勇,ke'shi'you'yong
可使足民,ke'shi'zu'min
可谓,ke'wei
可谓大臣与,ke'wei'da'chen'yu
可谓好学也已矣,ke'wei'hao'xue'ye'yi'yi
可谓具臣矣,ke'wei'ju'chen'yi
可谓明也已矣,ke'wei'ming'ye'yi'yi
可谓仁乎,ke'wei'ren'hu
可谓仁矣,ke'wei'ren'yi
可谓仁之方也已,ke'wei'ren'zhi'fang'ye'yi
可谓士,ke'wei'shi
可谓士矣,ke'wei'shi'yi
可谓孝矣,ke'wei'xiao'yi
可谓远也已矣,ke'wei'yuan'ye'yi'yi
可谓知乎,ke'wei'zhi'hu
可谓知矣,ke'wei'zhi'yi
可也,ke'ye
可以观,ke'yi'guan
可以寄百里之命,ke'yi'ji'bai'li'zhi'ming
可以群,ke'yi'qun
可以托六尺之孤,ke'yi'tuo'liu'chi'zhi'gu
可以为难矣,ke'yi'wei'nan'yi
可以为仁矣,ke'yi'wei'ren'yi
可以为师矣,ke'yi'wei'shi'yi
可以为文矣,ke'yi'wei'wen'yi
可以无大过矣,ke'yi'wu'da'guo'yi
可以语上也,ke'yi'yu'shang'ye
可以怨,ke'yi'yuan
可与共学,ke'yu'gong'xue
可与立,ke'yu'li
可与适道,ke'yu'shi'dao
可与言而不与言,ke'yu'yan'er'bu'yu'yan
可者与之,ke'zhe'yu'zhi
可知也,ke'zhi'ye
铿尔,keng'er
硁硁乎,keng'keng'hu
硁硁然,keng'keng'ran
悾悾而不信,kong'kong'er'bu'xin
空空如也,kong'kong'ru'ye
孔子不见,kong'zi'bu'jian
孔子辞以疾,kong'zi'ci'yi'ji
孔子对曰,kong'zi'dui'yue
孔子过之,kong'zi'guo'zhi
孔子沐浴而朝,kong'zi'mu'yu'er'chao
孔子时其亡也,kong'zi'shi'qi'wang'ye
孔子退,kong'zi'tui
孔子谓季氏,kong'zi'wei'ji'shi
孔子下,kong'zi'xia
孔子行,kong'zi'xing
孔子以其兄之子妻之,kong'zi'yi'qi'xiong'zhi'zi'qi'zhi
孔子于乡党,kong'zi'yu'xiang'dang
孔子与之坐而问焉,kong'zi'yu'zhi'zuo'er'wen'yan
孔子曰,kong'zi'yue
叩其胫,kou'qi'jing
脍不厌细,kuai'bu'yan'xi
宽则得众,kuan'ze'de'zhong
狂而不直,kuang'er'bu'zhi
匡人其如予何,kuang'ren'qi'ru'yu'he
狂者进取,kuang'zhe'jin'qu
窥见室家之好,kui'jian'shi'jia'zhi'hao
困而不学,kun'er'bu'xue
困而学之,kun'er'xue'zhi
来予与尔言,lai'yu'yu'er'yan
来者犹可追,lai'zhe'you'ke'zhui
老而不死,lao'er'bu'si
劳而不怨,lao'er'bu'yuan
牢曰,lao'yue
乐必崩,le'bi'beng
乐道人之善,le'dao'ren'zhi'shan
乐多贤友,le'duo'xian'you
乐而不淫,le'er'bu'yin
乐骄乐,le'jiao'le
乐其可知也,le'qi'ke'zhi'ye
乐然后笑,le'ran'hou'xiao
乐宴乐,le'yan'le
乐以忘忧,le'yi'wang'you
乐佚游,le'yi'you
乐亦在其中矣,le'yi'zai'qi'zhong'yi
乐云乐云,le'yun'le'yun
乐则韶,le'ze'shao
诔曰,lei'yue
礼必坏,li'bi'huai
立不中门,li'bu'zhong'men
力不足也,li'bu'zu'ye
力不足者,li'bu'zu'zhe
礼后乎,li'hou'hu
犁牛之子骍且角,li'niu'zhi'zi'xing'qie'jiao
鲤趋而过庭,li'qu'er'guo'ting
里仁第四,li'ren'di'si
里仁为美,li'ren'wei'mei
鲤退,li'tui
鲤退而学礼,li'tui'er'xue'li
礼也,li'ye
鲤也死,li'ye'si
礼以行之,li'yi'xing'zhi
立于礼,li'yu'li
礼与其奢也,li'yu'qi'she'ye
礼乐不兴,li'yue'bu'xing
礼云礼云,li'yun'li'yun
立则见其参于前也,li'ze'jian'qi'can'yu'qian'ye
礼之用,li'zhi'yong
临大节而不可夺也,lin'da'jie'er'bu'ke'duo'ye
林放问礼之本,lin'fang'wen'li'zhi'ben
临丧不哀,lin'sang'bu'ai
临之以庄,lin'zhi'yi'zhuang
六十而耳顺,liu'shi'er'er'shun
柳下惠为士师,liu'xia'hui'wei'shi'shi
鲁人为长府,lu'ren'wei'zhang'fu
鲁卫之政,lu'wei'zhi'zheng
路文学,lu'wen'xue
鲁一变,lu'yi'bian
禄在其中矣,lu'zai'qi'zhong'yi
禄之去公室五世矣,lu'zhi'qu'gong'shi'wu'shi'yi
乱邦不居,luan'bang'bu'ju
乱也,luan'ye
论笃是与,lun'du'shi'yu
屡空,lv'kong
虑以下人,lv'yi'xia'ren
马不进也,ma'bu'jin'ye
麻冕,ma'mian
慢令致期谓之贼,man'ling'zhi'qi'wei'zhi'zei
貌思恭,mao'si'gong
没阶,mei'jie
美目盼兮,mei'mu'pan'xi
每事问,mei'shi'wen
门人不敬子路,men'ren'bu'jing'zi'lu
门人厚葬之,men'ren'hou'zang'zhi
门人惑,men'ren'huo
门人问曰,men'ren'wen'yue
门人欲厚葬之,men'ren'yu'hou'zang'zhi
孟公绰为赵魏老则优,meng'gong'chuo'wei'zhao'wei'lao'ze'you
孟敬子问之,meng'jing'zi'wen'zhi
孟氏使阳肤为士师,meng'shi'shi'yang'fu'wei'shi'shi
孟孙问孝于我,meng'sun'wen'xiao'yu'wo
孟武伯问孝,meng'wu'bo'wen'xiao
孟懿子问孝,meng'yi'zi'wen'xiao
孟之反不伐,meng'zhi'fan'bu'fa
孟庄子之孝也,meng'zhuang'zi'zhi'xiao'ye
苗而不秀者有矣夫,miao'er'bu'xiu'zhe'you'yi'fu
民到,min'dao
民到于今受其赐,min'dao'yu'jin'shou'qi'ci
民德归厚矣,min'de'gui'hou'yi
民可使由之,min'ke'shi'you'zhi
民免而无耻,min'mian'er'wu'chi
民散久矣,min'san'jiu'yi
民食丧祭,min'shi'sang'ji
民斯为下矣,min'si'wei'xia'yi
民无得而称焉,min'wu'de'er'cheng'yan
民无德而称焉,min'wu'de'er'cheng'yan
民无能,min'wu'neng
民无信不立,min'wu'xin'bu'li
民鲜久矣,min'xian'jiu'yi
民信之矣,min'xin'zhi'yi
敏以求之者也,min'yi'qiu'zhi'zhe'ye
敏于事而慎于言,min'yu'shi'er'shen'yu'yan
敏则有功,min'ze'you'gong
民之于仁也,min'zhi'yu'ren'ye
闵子骞,min'zi'qian
闵子骞曰,min'zi'qian'yue
闵子侍侧,min'zi'shi'ce
名不正,ming'bu'zheng
明日,ming'ri
明日遂行,ming'ri'sui'xing
名焉,ming'yan
命也,ming'ye
命矣夫,ming'yi'fu
莫不有文武之道焉,mo'bu'you'wen'wu'zhi'dao'yan
没齿无怨言,mo'chi'wu'yuan'yan
莫春者,mo'chun'zhe
磨而不磷,mo'er'bu'lin
默而识之,mo'er'shi'zhi
莫敢不服,mo'gan'bu'fu
莫己知也,mo'ji'zhi'ye
莫能兴,mo'neng'xing
莫我知也夫,mo'wo'zhi'ye'fu
莫吾犹人也,mo'wu'you'ren'ye
末由也已,mo'you'ye'yi
莫予违也,mo'yu'wei'ye
末之难矣,mo'zhi'nan'yi
末之也,mo'zhi'ye
某在斯,mou'zai'si
南宫适出,nan'gong'shi'chu
南宫适问于孔子曰,nan'gong'shi'wen'yu'kong'zi'yue
难乎免于今之世矣,nan'hu'mian'yu'jin'zhi'shi'yi
难乎有恒矣,nan'hu'you'heng'yi
南人有言曰,nan'ren'you'yan'yue
南容三复白圭,nan'rong'san'fu'bai'gui
难矣哉,nan'yi'zai
难与并为仁矣,nan'yu'bing'wei'ren'yi
内省不疚,nei'xing'bu'jiu
馁在其中矣,nei'zai'qi'zhong'yi
能恶人,neng'e'ren
能竭其力,neng'jie'qi'li
能近取譬,neng'jin'qu'pi
能来也,neng'lai'ye
能使,neng'shi
能使枉者直,neng'shi'wang'zhe'zhi
能无从乎,neng'wu'cong'hu
能勿诲乎,neng'wu'hui'hu
能勿劳乎,neng'wu'lao'hu
能无说乎,neng'wu'shuo'hu
能行五者于天下为仁矣,neng'xing'wu'zhe'yu'tian'xia'wei'ren'yi
能以礼让为国乎,neng'yi'li'rang'wei'guo'hu
能致其身,neng'zhi'qi'shen
麑裘,ni'qiu
年饥,nian'ji
年四十而见恶焉,nian'si'shi'er'jian'e'yan
鸟兽不可与同群,niao'shou'bu'ke'yu'tong'qun
鸟之将死,niao'zhi'jiang'si
涅而不缁,nie'er'bu'zi
宁固,ning'gu
宁俭,ning'jian
宁媚于灶,ning'mei'yu'zao
宁戚,ning'qi
佞人殆,ning'ren'dai
佞也,ning'ye
女得人焉耳乎,nv'de'ren'yan'er'hu
女弗能救与,nv'fu'neng'jiu'yu
女为君子儒,nv'wei'jun'zi'ru
女为周南召南矣乎,nv'wei'zhou'nan'zhao'nan'yi'hu
女闻六言六蔽矣乎,nv'wen'liu'yan'liu'bi'yi'hu
女奚不曰,nv'xi'bu'yue
女以予为多学而识之者与,nv'yi'yu'wei'duo'xue'er'shi'zhi'zhe'yu
匏瓜也哉,pao'gua'ye'zai
陪臣执国命,pei'chen'zhi'guo'ming
朋友切切偲偲,peng'you'qie'qie'si'si
朋友数,peng'you'shu
朋友死,peng'you'si
朋友之馈,peng'you'zhi'kui
匹夫不可夺志也,pi'fu'bu'ke'duo'zhi'ye
譬如北辰,pi'ru'bei'chen
譬如平地,pi'ru'ping'di
譬如为山,pi'ru'wei'shan
譬之宫墙,pi'zhi'gong'qiang
譬诸草木,pi'zhu'cao'mu
譬诸小人,pi'zhu'xiao'ren
偏其反而,pian'qi'fan'er
贫而无谄,pin'er'wu'chan
贫而无怨难,pin'er'wu'yuan'nan
贫且贱焉,pin'qie'jian'yan
贫与贱,pin'yu'jian
屏四恶,ping'si'e
其蔽也荡,qi'bi'ye'dang
其蔽也绞,qi'bi'ye'jiao
其蔽也狂,qi'bi'ye'kuang
其蔽也乱,qi'bi'ye'luan
其蔽也愚,qi'bi'ye'yu
其蔽也贼,qi'bi'ye'zei
岂不尔思,qi'bu'er'si
其不改父之臣,qi'bu'gai'fu'zhi'chen
其不可者拒之,qi'bu'ke'zhe'ju'zhi
其不善者恶之,qi'bu'shan'zhe'e'zhi
其不善者而改之,qi'bu'shan'zhe'er'gai'zhi
杞不足征也,qi'bu'zu'zheng'ye
其次辟地,qi'ci'pi'di
其次辟色,qi'ci'pi'se
其次辟言,qi'ci'pi'yan
其从之也,qi'cong'zhi'ye
其父攘羊,qi'fu'rang'yang
齐何人也,qi'he'ren'ye
其何伤于日月乎,qi'he'shang'yu'ri'yue'hu
其何以行之哉,qi'he'yi'xing'zhi'zai
齐桓公正而不谲,qi'huan'gong'zheng'er'bu'jue
其回也与,qi'hui'ye'yu
其或继周者,qi'huo'ji'zhou'zhe
齐景公待孔子曰,qi'jing'gong'dai'kong'zi'yue
齐景公问政于孔子,qi'jing'gong'wen'zheng'yu'kong'zi
齐景公有马千驷,qi'jing'gong'you'ma'qian'si
其可谓至德也已矣,qi'ke'wei'zhi'de'ye'yi'yi
其可已矣,qi'ke'yi'yi
期可已矣,qi'ke'yi'yi
其门而入,qi'men'er'ru
其鸣也哀,qi'ming'ye'ai
岂其然乎,qi'qi'ran'hu
其亲,qi'qin
其然,qi'ran
其然也,qi'ran'ye
齐人归女乐,qi'ren'gui'nv'yue
其如示诸斯乎,qi'ru'shi'zhu'si'hu
岂若从辟世之士哉,qi'ruo'cong'pi'shi'zhi'shi'zai
岂若匹夫匹妇之为谅也,qi'ruo'pi'fu'pi'fu'zhi'wei'liang'ye
其身不正,qi'shen'bu'zheng
其身正,qi'shen'zheng
其生也荣,qi'sheng'ye'rong
七十而从心所欲,qi'shi'er'cong'xin'suo'yu
其事也,qi'shi'ye
其恕乎,qi'shu'hu
其舜也与,qi'shun'ye'yu
其斯而已矣,qi'si'er'yi'yi
其死也哀,qi'si'ye'ai
其斯之谓与,qi'si'zhi'wei'yu
其他可能也,qi'ta'ke'neng'ye
欺天乎,qi'tian'hu
其未得之也,qi'wei'de'zhi'ye
其为仁,qi'wei'ren
其为人也,qi'wei'ren'ye
其为人也孝弟,qi'wei'ren'ye'xiao'di
其为仁之本与,qi'wei'ren'zhi'ben'yu
其惟圣人乎,qi'wei'sheng'ren'hu
其心三月不违仁,qi'xin'san'yue'bu'wei'ren
其言不让,qi'yan'bu'rang
其言似不足者,qi'yan'si'bu'zu'zhe
其言也讱,qi'yan'ye'ren
其言也善,qi'yan'ye'shan
其言之不怍,qi'yan'zhi'bu'zuo
齐一变,qi'yi'bian
期已久矣,qi'yi'jiu'yi
其犹穿窬之盗也与,qi'you'chuan'yu'zhi'dao'ye'yu
其有所试矣,qi'you'suo'shi'yi
其由也与,qi'you'ye'yu
其犹正墙面而立也与,qi'you'zheng'qiang'mian'er'li'ye'yu
其余不足观也已,qi'yu'bu'zu'guan'ye'yi
启予手,qi'yu'shou
其余则日月至焉而已矣,qi'yu'ze'ri'yue'zhi'yan'er'yi'yi
起予者商也,qi'yu'zhe'shang'ye
启予足,qi'yu'zu
其在宗庙朝廷,qi'zai'zong'miao'chao'ting
其争也君子,qi'zheng'ye'jun'zi
器之,qi'zhi
其至矣乎,qi'zhi'yi'hu
齐之以礼,qi'zhi'yi'li
齐之以刑,qi'zhi'yi'xing
其终也已,qi'zhong'ye'yi
其诸异乎人之求之与,qi'zhu'yi'hu'ren'zhi'qiu'zhi'yu
千乘之国,qian'sheng'zhi'guo
前言戏之耳,qian'yan'xi'zhi'er
浅则揭,qian'ze'jie
巧笑倩兮,qiao'xiao'qian'xi
巧言令色,qiao'yan'ling'se
巧言乱德,qiao'yan'luan'de
窃比于我老彭,qie'bi'yu'wo'lao'peng
且尔言过矣,qie'er'yan'guo'yi
且而与其从辟人之士,qie'er'yu'qi'cong'pi'ren'zhi'shi
切切偲偲,qie'qie'si'si
切问而近思,qie'wen'er'jin'si
且予与其死于臣之手也,qie'yu'yu'qi'si'yu'chen'zhi'shou'ye
且予纵,qie'yu'zong
且在邦域之,qie'zai'bang'yu'zhi
且知方也,qie'zhi'fang'ye
寝不尸,qin'bu'shi
寝不言,qin'bu'yan
亲于其身为不善者,qin'yu'qi'shen'wei'bu'shan'zhe
请事斯语矣,qing'shi'si'yu'yi
请讨之,qing'tao'zhi
请问其目,qing'wen'qi'mu
请问之,qing'wen'zhi
请学为圃,qing'xue'wei'pu
请益,qing'yi
求备焉,qiu'bei'yan
丘不,qiu'bu
求尔何如,qiu'er'he'ru
丘何为是栖栖者与,qiu'he'wei'shi'xi'xi'zhe'yu
