阿巴耶卡罗笈多,a'ba'ye'ka'luo'ji'duo
大机大用,da'ji'da'yong
大寂定,da'ji'ding
大吉上师,da'ji'shang'shi
大吉祥天女咒,da'ji'xiang'tian'nv'zhou
大基行丕禅师,da'ji'xing'pi'chan'shi
大迦叶,da'jia'ye
大迦叶尊者,da'jia'ye'zun'zhe
大鉴禅师小清规,da'jian'chan'shi'xiao'qing'gui
大荐福寺,da'jian'fu'si
大荐福寺弘辩禅师,da'jian'fu'si'hong'bian'chan'shi
大觉,da'jiao
大觉禅师,da'jiao'chan'shi
大觉禅师怀琏,da'jiao'chan'shi'huai'lian
大觉禅师语录,da'jiao'chan'shi'yu'lu
大觉怀琏禅师,da'jiao'huai'lian'chan'shi
大觉琏禅师,da'jiao'lian'chan'shi
大觉母,da'jiao'mu
大劫,da'jie
大戒,da'jie
大津,da'jin
大金刚座,da'jin'gang'zuo
大静,da'jing
大九华山西来禅寺,da'jiu'hua'shan'xi'lai'chan'si
大觉寺,da'jue'si
达卡那巴,da'ka'na'ba
大开静,da'kai'jing
大空,da'kong
大孔雀明王心咒,da'kong'que'ming'wang'xin'zhou
大哭往生与大笑往生,da'ku'wang'sheng'yu'da'xiao'wang'sheng
达赖喇嘛,da'lai'la'ma
大礼拜,da'li'bai
大理佛教,da'li'fo'jiao
达力嘎巴,da'li'ga'ba
大理国梵像卷,da'li'guo'fan'xiang'juan
大连宝华寺大雄宝殿上梁,da'lian'bao'hua'si'da'xiong'bao'dian'shang'liang
大莲花金刚,da'lian'hua'jin'gang
大连圣水寺,da'lian'sheng'shui'si
大连市莲花山寺,da'lian'shi'lian'hua'shan'si
大连瓦房店龙山涌泉寺,da'lian'wa'fang'dian'long'shan'yong'quan'si
大连瓦房店市观海寺,da'lian'wa'fang'dian'shi'guan'hai'si
大林精舍,da'lin'jing'she
大林宗套,da'lin'zong'tao
达垄噶举派,da'long'ga'ju'pai
大龙宫寺,da'long'gong'si
达垄寺,da'long'si
达隆塘巴扎西华,da'long'tang'ba'zha'xi'hua
达隆札西华哲,da'long'zha'xi'hua'zhe
达罗毗荼国,da'luo'pi'tu'guo
达马巴,da'ma'ba
达玛瑜特派,da'ma'yu'te'pai
大满大禅师,da'man'da'chan'shi
大梅,da'mei
大梅常禅师,da'mei'chang'chan'shi
大眉性善,da'mei'xing'shan
大明毒峰本善禅师,da'ming'du'feng'ben'shan'chan'shi
大明梵石梵琦禅师,da'ming'fan'shi'fan'qi'chan'shi
大明高僧传,da'ming'gao'seng'chuan
大明空谷景隆禅师,da'ming'kong'gu'jing'long'chan'shi
大明律师,da'ming'lv'shi
大明仁孝皇后梦感佛说第一希有大功德经,da'ming'ren'xiao'huang'hou'meng'gan'fo'shuo'di'yi'xi'you'da'gong'de'jing
大明三藏法数,da'ming'san'zang'fa'shu
大明寺,da'ming'si
大明塔,da'ming'ta
大明性原慧朗禅师,da'ming'xing'yuan'hui'lang'chan'shi
大明雪庭某禅师,da'ming'xue'ting'mou'chan'shi
大明咒,da'ming'zhou
达摩,da'mo
达磨,da'mo
达摩波罗,da'mo'bo'luo
达摩波罗居士,da'mo'bo'luo'ju'shi
达摩般若,da'mo'bo're
达摩多罗,da'mo'duo'luo
达磨多罗禅经,da'mo'duo'luo'chan'jing
达摩忌,da'mo'ji
达磨忌,da'mo'ji
达摩笈多,da'mo'ji'duo
达摩易筋经十二式,da'mo'yi'jin'jing'shi'er'shi
达磨遮提,da'mo'zhe'ti
达摩祖师,da'mo'zu'shi
大目干连冥间救母变文,da'mu'gan'lian'ming'jian'jiu'mu'bian'wen
大目犍连,da'mu'jian'lian
大念佛寺,da'nian'fo'si
大涅槃,da'nie'pan
大毗卢遮那成佛经疏,da'pi'lu'zhe'na'cheng'fo'jing'shu
大毗卢遮那经广大仪轨,da'pi'lu'zhe'na'jing'guang'da'yi'gui
大毗婆沙论,da'pi'po'sha'lun
大品般若经,da'pin'bo're'jing
打破碗,da'po'wan
大普,da'pu
大菩萨,da'pu'sa
大菩提,da'pu'ti
打七,da'qi
大千,da'qian
大千禅师,da'qian'chan'shi
大千慧照禅师,da'qian'hui'zhao'chan'shi
大千世界,da'qian'shi'jie
大千为床,da'qian'wei'chuang
大千照公,da'qian'zhao'gong
大秦国,da'qin'guo
大秦景教流行中国碑,da'qin'jing'jiao'liu'xing'zhong'guo'bei
大秦寺,da'qin'si
大权修理菩萨,da'quan'xiu'li'pu'sa
大人相,da'ren'xiang
大日本佛教会,da'ri'ben'fo'jiao'hui
大日本佛教全书,da'ri'ben'fo'jiao'quan'shu
大日本国法华经验记,da'ri'ben'guo'fa'hua'jing'yan'ji
大日经,da'ri'jing
大日如来,da'ri'ru'lai
大日三部,da'ri'san'bu
大萨遮尼干子所说经,da'sa'zhe'ni'gan'zi'suo'shuo'jing
大三灾,da'san'zai
大沙门,da'sha'men
大善禅师,da'shan'chan'shi
大善地法,da'shan'di'fa
大山法师,da'shan'fa'shi
大善国师,da'shan'guo'shi
大善知识,da'shan'zhi'shi
大摄受,da'she'shou
大身,da'shen
大圣欢喜天,da'sheng'huan'xi'tian
大事,da'shi
大史,da'shi
大士,da'shi
大师,da'shi
大士宝志,da'shi'bao'zhi
大士讲经,da'shi'jiang'jing
大石寺,da'shi'si
大施无畏者,da'shi'wu'wei'zhe
大事因缘,da'shi'yin'yuan
大势至,da'shi'zhi
大势至菩萨,da'shi'zhi'pu'sa
大势至菩萨心咒,da'shi'zhi'pu'sa'xin'zhou
大施主,da'shi'zhu
大手印,da'shou'yin
大手印传承祖师祈请文,da'shou'yin'chuan'cheng'zu'shi'qi'qing'wen
大树紧那罗王,da'shu'jin'na'luo'wang
大树紧那罗王所问经,da'shu'jin'na'luo'wang'suo'wen'jing
达斯,da'si
大寺,da'si
达斯笈多,da'si'ji'duo
大宋僧史略,da'song'seng'shi'lue
大随,da'sui
大随禅师,da'sui'chan'shi
大随法真,da'sui'fa'zhen
大随烦恼,da'sui'fan'nao
大随求菩萨,da'sui'qiu'pu'sa
大随求陀罗尼,da'sui'qiu'tuo'luo'ni
大唐内典录,da'tang'nei'dian'lu
大唐西游记,da'tang'xi'you'ji
大唐西域记,da'tang'xi'yu'ji
大唐西域求法高僧传,da'tang'xi'yu'qiu'fa'gao'seng'chuan
怛特罗,da'te'luo
怛特罗部集成,da'te'luo'bu'ji'cheng
怛特罗佛教,da'te'luo'fo'jiao
大天,da'tian
大天五事,da'tian'wu'shi
大同,da'tong
大通本禅师,da'tong'ben'chan'shi
大同禅师,da'tong'chan'shi
大通禅师善本,da'tong'chan'shi'shan'ben
大同师,da'tong'shi
大通智胜佛,da'tong'zhi'sheng'fo
大妄语,da'wang'yu
大威德,da'wei'de
大威德金刚,da'wei'de'jin'gang
大威德明王,da'wei'de'ming'wang
大沩果禅师,da'wei'guo'chan'shi
大沩真如喆禅师,da'wei'zhen'ru'zhe'chan'shi
大沩智禅师,da'wei'zhi'chan'shi
大我,da'wo
大无畏,da'wu'wei
大訢,da'xi
大贤,da'xian
大仙寺,da'xian'si
大象宝,da'xiang'bao
大小不二,da'xiao'bu'er
大小二乘,da'xiao'er'cheng
大小粪桶,da'xiao'fen'tong
大小互入,da'xiao'hu'ru
大小邪见知多少,da'xiao'xie'jian'zhi'duo'shao
大心,da'xin
大信和尚,da'xin'he'shang
达信王,da'xin'wang
大欣住天竺,da'xin'zhu'tian'zhu
大行,da'xing
大醒,da'xing
大醒法师,da'xing'fa'shi
大兴法师,da'xing'fa'shi
大兴善寺,da'xing'shan'si
大行事,da'xing'shi
大兴寺,da'xing'si
大雄,da'xiong
大雄宝殿,da'xiong'bao'dian
大休禅师,da'xiu'chan'shi
大休善育,da'xiu'shan'yu
大休悟由,da'xiu'wu'you
大休正念,da'xiu'zheng'nian
大衍历,da'yan'li
大雁塔,da'yan'ta
大阳禅师,da'yang'chan'shi
大阳玄禅师,da'yang'xuan'chan'shi
大阳延禅师,da'yang'yan'chan'shi
大义,da'yi
达益巴,da'yi'ba
大义禅师,da'yi'chan'shi
撘衣仪式,da'yi'yi'shi
大阴界入,da'yin'jie'ru
大应派,da'ying'pai
大勇,da'yong
大用才法师,da'yong'cai'fa'shi
大勇法师,da'yong'fa'shi
大用法师必才,da'yong'fa'shi'bi'cai
大佑,da'you
大佑法师,da'you'fa'shi
大愚法师,da'yu'fa'shi
大愚良宽,da'yu'liang'kuan
大愚芝,da'yu'zhi
大愚宗筑,da'yu'zong'zhu
大元帝师癹思八,da'yuan'di'shi'ba'si'ba
大圆镜智,da'yuan'jing'zhi
大圆觉,da'yuan'jue
大圆觉寺,da'yuan'jue'si
大圆满,da'yuan'man
大圆满龙钦心髓前行引导文,da'yuan'man'long'qin'xin'sui'qian'xing'yin'dao'wen
大圆满无上智广大心要,da'yuan'man'wu'shang'zhi'guang'da'xin'yao
大圆满心要总集,da'yuan'man'xin'yao'zong'ji
大圆满虚幻休息妙车疏,da'yuan'man'xu'huan'xiu'xi'miao'che'shu
大圆满中阴身闻即解脱成佛咒,da'yuan'man'zhong'yin'shen'wen'ji'jie'tuo'cheng'fo'zhou
大圆满中阴声闻解脱即成佛咒,da'yuan'man'zhong'yin'sheng'wen'jie'tuo'ji'cheng'fo'zhou
大原问答,da'yuan'wen'da
大云轮请雨经,da'yun'lun'qing'yu'jing
大云寺,da'yun'si
大藏经,da'zang'jing
大藏经补编,da'zang'jing'bu'bian
大藏经纲目指要录,da'zang'jing'gang'mu'zhi'yao'lu
大藏经索引,da'zang'jing'suo'yin
大藏圣教法宝标目,da'zang'sheng'jiao'fa'bao'biao'mu
大藏寺,da'zang'si
大藏一览集,da'zang'yi'lan'ji
大扎活佛,da'zha'huo'fo
大丈夫论,da'zhang'fu'lun
大章清豁不足煦,da'zhang'qing'huo'bu'zu'xu
大召,da'zhao
大昭庆律寺志,da'zhao'qing'lv'si'zhi
大昭寺,da'zhao'si
大正大学,da'zheng'da'xue
大正觉寺,da'zheng'jue'si
大正新修大藏经,da'zheng'xin'xiu'da'zang'jing
大志,da'zhi
大智禅师,da'zhi'chan'shi
大智度论,da'zhi'du'lun
大种,da'zhong
大众部,da'zhong'bu
大钟寺,da'zhong'si
大中祥符法宝录,da'zhong'xiang'fu'fa'bao'lu
大咒,da'zhou
大周刊定众经目录,da'zhou'kan'ding'zhong'jing'mu'lu
大珠,da'zhu
大珠惠海禅师,da'zhu'hui'hai'chan'shi
大珠慧海禅师,da'zhu'hui'hai'chan'shi
大庄严论经,da'zhuang'yan'lun'jing
大拙承演,da'zhuo'cheng'yan
大姊,da'zi
大自在祈请文,da'zi'zai'qi'qing'wen
大自在摄受祈祷文,da'zi'zai'she'shou'qi'dao'wen
大自在天,da'zi'zai'tian
大宗地玄文本论,da'zong'di'xuan'wen'ben'lun
大宗师弥底梨波,da'zong'shi'mi'di'li'bo
大足石刻,da'zu'shi'ke
打坐,da'zuo
打坐非禅,da'zuo'fei'chan
呆庵禅师,dai'an'chan'shi
戴安道,dai'an'dao
呆庵庄公,dai'an'zhuang'gong
代病,dai'bing
代病师,dai'bing'shi
戴传贤,dai'chuan'xian
戴道纯,dai'dao'chun
戴季陶居士,dai'ji'tao'ju'shi
待驾,dai'jia
待客之道,dai'ke'zhi'dao
戴逵,dai'kui
戴密微,dai'mi'wei
戴维斯,dai'wei'si
带业往生,dai'ye'wang'sheng
待制潘良贵,dai'zhi'pan'liang'gui
戴仲若,dai'zhong'ruo
傣族佛教,dai'zu'fo'jiao
胆巴,dan'ba
胆巴金刚上师,dan'ba'jin'gang'shang'shi
丹白尼玛,dan'bai'ni'ma
丹贝旺旭上师,dan'bei'wang'xu'shang'shi
担当,dan'dang
单道开,dan'dao'kai
丹甫,dan'fu
澹居禅师至仁,dan'ju'chan'shi'zhi'ren
但空,dan'kong
丹马巴,dan'ma'ba
但念阿弥陀佛,dan'nian'e'mi'tuo'fo
但三衣,dan'san'yi
丹山侍郎翁公,dan'shan'shi'lang'weng'gong
丹田,dan'tian
丹霞,dan'xia
丹霞淳,dan'xia'chun
丹霞烧佛,dan'xia'shao'fo
丹霞天然,dan'xia'tian'ran
丹霞天然禅师,dan'xia'tian'ran'chan'shi
耽源,dan'yuan
丹增嘉措活佛,dan'zeng'jia'cuo'huo'fo
但中,dan'zhong
丹周尔,dan'zhou'er
当巴桑结,dang'ba'sang'jie
当底巴,dang'di'ba
当机,dang'ji
当机益物,dang'ji'yi'wu
当来,dang'lai
当来导师,dang'lai'dao'shi
当麻曼荼罗,dang'ma'man'tu'luo
当体即空,dang'ti'ji'kong
当相即道,dang'xiang'ji'dao
道安,dao'an
道安大师,dao'an'da'shi
道安法师,dao'an'fa'shi
道岸四,dao'an'si
道昂,dao'ang
道白,dao'bai
到彼岸,dao'bi'an
道辩,dao'bian
道标,dao'biao
道标法师,dao'biao'fa'shi
道昺法师,dao'bing'fa'shi
道璨粲,dao'can'can
道禅,dao'chan
道禅师,dao'chan'shi
道场,dao'chang
道场法全禅师,dao'chang'fa'quan'chan'shi
道场明辨禅师,dao'chang'ming'bian'chan'shi
道场神,dao'chang'shen
道场树,dao'chang'shu
道场寺,dao'chang'si
道超,dao'chao
道琛,dao'chen
道成,dao'cheng
道澄,dao'cheng
道成法师,dao'cheng'fa'shi
道成四,dao'cheng'si
道成寺,dao'cheng'si
道冲,dao'chong
道宠,dao'chong
道冲禅师,dao'chong'chan'shi
道川参继成禅师,dao'chuan'can'ji'cheng'chan'shi
道绰,dao'chuo
道绰大师,dao'chuo'da'shi
道绰法师,dao'chuo'fa'shi
道登,dao'deng
道谛,dao'di
到底有没有因果报应,dao'di'you'mei'you'yin'guo'bao'ying
道端,dao'duan
道端良秀,dao'duan'liang'xiu
道法,dao'fa
道房,dao'fang
道方,dao'fang
道丰,dao'feng
道抚,dao'fu
道怤禅师,dao'fu'chan'shi
道怤三,dao'fu'san
道共戒,dao'gong'jie
道观,dao'guan
道观双流,dao'guan'shuang'liu
道光,dao'guang
道光四,dao'guang'si
道贵,dao'gui
道果,dao'guo
道海,dao'hai
道海惠龛惠恭昙泓道广道光,dao'hai'hui'kan'hui'gong'tan'hong'dao'guang'dao'guang
道行,dao'hang
道行禅师,dao'hang'chan'shi
道恒,dao'heng
道恒法师,dao'heng'fa'shi
道宏,dao'hong
道洪,dao'hong
道后,dao'hou
道会,dao'hui
道慧,dao'hui
道基,dao'ji
道机,dao'ji
道济,dao'ji
道积,dao'ji
道纪,dao'ji
道济禅师,dao'ji'chan'shi
道鉴,dao'jian
道简,dao'jian
倒见,dao'jian
道矫,dao'jiao
道阶,dao'jie
道杰,dao'jie
道进,dao'jin
道镜慧端,dao'jing'hui'duan
道冏,dao'jiong
道具,dao'ju
道俊,dao'jun
道开,dao'kai
道楷,dao'kai
道楷禅师,dao'kai'chan'shi
道楷法师,dao'kai'fa'shi
道匡,dao'kuang
道朗,dao'lang
到了龙潭,dao'le'long'tan
道力,dao'li
道理,dao'li
道立,dao'li
倒离,dao'li
忉利天,dao'li'tian
道亮,dao'liang
道林,dao'lin
道琳,dao'lin
道林禅师,dao'lin'chan'shi
道林渊禅师,dao'lin'yuan'chan'shi
道隆,dao'long
道伦,dao'lun
到茂灌,dao'mao'guan
道猛,dao'meng
道密,dao'mi
道忞,dao'min
道旻,dao'min
道明禅师,dao'ming'chan'shi
道穆,dao'mu
道宁,dao'ning
道判,dao'pan
道霈,dao'pei
道丕,dao'pi
道品,dao'pin
道凭,dao'ping
道齐,dao'qi
道器,dao'qi
道齐禅师,dao'qi'chan'shi
道谦,dao'qian
道前,dao'qian
道谦参宗杲禅师,dao'qian'can'zong'gao'chan'shi
道虔禅师,dao'qian'chan'shi
道潜禅师,dao'qian'chan'shi
道钦,dao'qin
道钦禅师,dao'qin'chan'shi
道庆,dao'qing
道琼,dao'qiong
道诠,dao'quan
道诠禅师,dao'quan'chan'shi
道人,dao'ren
道融,dao'rong
道容,dao'rong
道儒,dao'ru
道如,dao'ru
道韶,dao'shao
道诜,dao'shen
道慎,dao'shen
道诜寺,dao'shen'si
道升,dao'sheng
道生,dao'sheng
道盛,dao'sheng
道生大师,dao'sheng'da'shi
道生法师,dao'sheng'fa'shi
道生法师至金陵,dao'sheng'fa'shi'zhi'jin'ling
道世,dao'shi
导师,dao'shi
岛史,dao'shi
道寿,dao'shou
道枢,dao'shu
道树,dao'shu
道树禅师,dao'shu'chan'shi
刀述仁,dao'shu'ren
道舜,dao'shun
道嵩,dao'song
道俗,dao'su
道邃,dao'sui
道泰,dao'tai
道通,dao'tong
刀途,dao'tu
道暀,dao'wang
道汪,dao'wang
道温,dao'wen
倒我,dao'wo
道吾,dao'wu
道悟,dao'wu
道晤,dao'wu
道悟禅师,dao'wu'chan'shi
道悟法师,dao'wu'fa'shi
道吾和尚,dao'wu'he'shang
道吾山宗智禅师,dao'wu'shan'zong'zhi'chan'shi
道吾休,dao'wu'xiu
道希,dao'xi
道贤,dao'xian
道仙,dao'xian
道馨,dao'xin
道信,dao'xin
道心,dao'xin
道信法师,dao'xin'fa'shi
道兴,dao'xing
道休,dao'xiu
道宣,dao'xuan
道璇,dao'xuan
倒悬,dao'xuan
道宣律师,dao'xuan'lv'shi
道宣四,dao'xuan'si
道宣作者,dao'xuan'zuo'zhe
道愻,dao'xun
道衍,dao'yan
道言,dao'yan
道颜,dao'yan
道俨,dao'yan
道眼,dao'yan
道业,dao'ye
道一,dao'yi
道义,dao'yi
道仪,dao'yi
道懿,dao'yi
道一禅师,dao'yi'chan'shi
道义和尚入化金阁寺,dao'yi'he'shang'ru'hua'jin'ge'si
道隐,dao'yin
道因,dao'yin
道氤,dao'yin
道膺,dao'ying
道英,dao'ying
道营,dao'ying
道膺禅师,dao'ying'chan'shi
道膺法师,dao'ying'fa'shi
道幽,dao'you
道猷,dao'you
道育,dao'yu
道喻,dao'yu
道余录,dao'yu'lu
道元,dao'yuan
道圆,dao'yuan
道渊,dao'yuan
道源,dao'yuan
道爰,dao'yuan
道瑗,dao'yuan
道源法师,dao'yuan'fa'shi
道岳,dao'yue
道悦,dao'yue
道在何处,dao'zai'he'chu
道在平常日用中,dao'zai'ping'chang'ri'yong'zhong
道昭,dao'zhao
道照,dao'zhao
道哲,dao'zhe
道臻,dao'zhen
道震,dao'zhen
道珍,dao'zhen
道臻禅师,dao'zhen'chan'shi
道正,dao'zheng
道中,dao'zhong
道忠,dao'zhong
道种性,dao'zhong'xing
道种智,dao'zhong'zhi
道胄,dao'zhou
道舟,dao'zhou
道庄,dao'zhuang
道宗,dao'zong
道综,dao'zong
道祖,dao'zu
道祖首座,dao'zu'shou'zuo
道遵,dao'zun
德昂,de'ang
德本,de'ben
德诚,de'cheng
德琮,de'cong
德聪禅师,de'cong'chan'shi
德聪法宁二师,de'cong'fa'ning'er'shi
得道,de'dao
得度,de'du
德风,de'feng
德富,de'fu
德感,de'gan
德格印经院,de'ge'yin'jing'yuan
德光,de'guang
德光禅师,de'guang'chan'shi
德光法师,de'guang'fa'shi
德号,de'hao
德慧,de'hui
德惠寺,de'hui'si
德俭,de'jian
德乐,de'le
德美,de'mei
德朋禅师,de'peng'chan'shi
德普禅师,de'pu'chan'shi
德谦,de'qian
德谦禅师,de'qian'chan'shi
德清,de'qing
德然,de'ran
德融法师,de'rong'fa'shi
德僧,de'seng
德山,de'shan
德山禅师轶事,de'shan'chan'shi'yi'shi
德山木上座师,de'shan'mu'shang'zuo'shi
德山寺,de'shan'si
德山宣鉴禅师,de'shan'xuan'jian'chan'shi
德韶,de'shao
德韶法师,de'shao'fa'shi
德韶国师,de'shao'guo'shi
德韶三,de'shao'san
德升,de'sheng
德田,de'tian
得通,de'tong
德翁道山,de'weng'dao'shan
德翁良高,de'weng'liang'gao
得喜无照无碍,de'xi'wu'zhao'wu'ai
德馨,de'xin
德行,de'xing
德秀,de'xiu
德秀四,de'xiu'si
德异,de'yi
德隐禅师普仁,de'yin'chan'shi'pu'ren
德隐仁公,de'yin'ren'gong
德源禅寺,de'yuan'chan'si
德源寺,de'yuan'si
德政禅寺,de'zheng'chan'si
德止禅师住圆通,de'zhi'chan'shi'zhu'yuan'tong
德州王桂,de'zhou'wang'gui
德州叶氏女,de'zhou'ye'shi'nv
等持,deng'chi
等慈,deng'ci
登地,deng'di
等谛,deng'di
登底巴,deng'di'ba
登地菩萨,deng'di'pu'sa
登噶尔玛目录,deng'ga'er'ma'mu'lu
等观,deng'guan
灯光城,deng'guang'cheng
等活地狱,deng'huo'di'yu
等觉,deng'jue
邓克铭,deng'ke'ming
等流习气,deng'liu'xi'qi
等妙,deng'miao
等妙觉王,deng'miao'jue'wang
灯明,deng'ming
灯明佛,deng'ming'fo
灯明女,deng'ming'nv
登明寺,deng'ming'si
登师,deng'shi
等味,deng'wei
等无间缘,deng'wu'jian'yuan
等闲击碎虚空骨,deng'xian'ji'sui'xu'kong'gu
等心,deng'xin
灯芯将残,deng'xin'jiang'can
邓隐峰,deng'yin'feng
邓隐峰参石头禅师公案,deng'yin'feng'can'shi'tou'chan'shi'gong'an
邓隐峰禅师,deng'yin'feng'chan'shi
等正觉,deng'zheng'jue
等至,deng'zhi
等智,deng'zhi
邓州全忠,deng'zhou'quan'zhong
登住,deng'zhu
第八识,di'ba'shi
第八祖佛陀难提,di'ba'zu'fo'tuo'nan'ti
地波罗蜜,di'bo'luo'mi
谛察法忍,di'cha'fa'ren
地大,di'da
地动八缘,di'dong'ba'yuan
地动七因,di'dong'qi'yin
地动三因,di'dong'san'yin
第二禅,di'er'chan
第二果,di'er'guo
第二结集,di'er'jie'ji
第二能变,di'er'neng'bian
第二十八祖菩提达磨,di'er'shi'ba'zu'pu'ti'da'mo
第二世多智钦晋美彭措勇列,di'er'shi'duo'zhi'qin'jin'mei'peng'cuo'yong'lie
第二十二祖摩拏罗,di'er'shi'er'zu'mo'na'luo
第二十二祖摩拿罗,di'er'shi'er'zu'mo'na'luo
第二时教,di'er'shi'jiao
第二十九祖慧可,di'er'shi'jiu'zu'hui'ke
第二十九祖慧可大师,di'er'shi'jiu'zu'hui'ke'da'shi
第二十六祖不如蜜多,di'er'shi'liu'zu'bu'ru'mi'duo
第二十七祖般若多罗,di'er'shi'qi'zu'bo're'duo'luo
第二十三祖鹤勒那,di'er'shi'san'zu'he'le'na
第二十四祖师子比丘,di'er'shi'si'zu'shi'zi'bi'qiu
第二十五祖婆舍斯多,di'er'shi'wu'zu'po'she'si'duo
第二十一祖婆修槃头,di'er'shi'yi'zu'po'xiu'pan'tou
第二十一祖婆修盘头,di'er'shi'yi'zu'po'xiu'pan'tou
第二十祖阇夜多,di'er'shi'zu'du'ye'duo
第二祖阿难,di'er'zu'a'nan
谛观,di'guan
地华,di'hua
弟金,di'jin
第九识,di'jiu'shi
第九祖伏驮蜜多,di'jiu'zu'fu'tuo'mi'duo
第九祖伏驮密多,di'jiu'zu'fu'tuo'mi'duo
地居天,di'ju'tian
帝力巴,di'li'ba
底黎波,di'li'bo
第六识,di'liu'shi
第六十八祖苏州邓尉山三峰法藏禅师,di'liu'shi'ba'zu'su'zhou'deng'wei'shan'san'feng'fa'cang'chan'shi
第六十二祖金陵高峰智瑄禅师,di'liu'shi'er'zu'jin'ling'gao'feng'zhi'xuan'chan'shi
第六世贡唐仓大师久美丹贝旺旭,di'liu'shi'gong'tang'cang'da'shi'jiu'mei'dan'bei'wang'xu
第六十九祖衡州南岳般若寺退翁弘储禅师,di'liu'shi'jiu'zu'heng'zhou'nan'yue'bo're'si'tui'weng'hong'chu'chan'shi
第六十六祖荆溪禹门正传禅师,di'liu'shi'liu'zu'jing'xi'yu'men'zheng'zhuan'chan'shi
第六十七祖明州天童圆悟禅师,di'liu'shi'qi'zu'ming'zhou'tian'tong'yuan'wu'chan'shi
第六十三祖金陵本瑞禅师,di'liu'shi'san'zu'jin'ling'ben'rui'chan'shi
第六十四祖玉泉明聪禅师,di'liu'shi'si'zu'yu'quan'ming'cong'chan'shi
第六十五祖圆通德宝禅师,di'liu'shi'wu'zu'yuan'tong'de'bao'chan'shi
第六十一祖金陵东山永慈禅师,di'liu'shi'yi'zu'jin'ling'dong'shan'yong'ci'chan'shi
第六十祖东明慧旵禅师,di'liu'shi'zu'dong'ming'hui'chan'chan'shi
第六天,di'liu'tian
第六意识,di'liu'yi'shi
第六阴,di'liu'yin
第六祖弥遮迦,di'liu'zu'mi'zhe'jia
地轮,di'lun
地论宗,di'lun'zong
底洛巴,di'luo'ba
第七识,di'qi'shi
第七祖婆须蜜,di'qi'zu'po'xu'mi
第七祖婆须密,di'qi'zu'po'xu'mi
地前,di'qian
地前菩萨,di'qian'pu'sa
地前三贤,di'qian'san'xian
第三禅,di'san'chan
第三地,di'san'di
第三果,di'san'guo
第三结集,di'san'jie'ji
第三能变,di'san'neng'bian
第三十八祖临济义玄禅师,di'san'shi'ba'zu'lin'ji'yi'xuan'chan'shi
第三世多智钦晋美丹悲尼玛,di'san'shi'duo'zhi'qin'jin'mei'dan'bei'ni'ma
第三十二祖弘忍,di'san'shi'er'zu'hong'ren
第三十二祖弘忍大师,di'san'shi'er'zu'hong'ren'da'shi
第三世蒋贡康楚仁波切,di'san'shi'jiang'gong'kang'chu'ren'bo'qie
第三时教,di'san'shi'jiao
第三十九祖兴化存奖禅师,di'san'shi'jiu'zu'xing'hua'cun'jiang'chan'shi
第三十六祖百丈怀海禅师,di'san'shi'liu'zu'bai'zhang'huai'hai'chan'shi
第三十七祖黄檗希运禅师,di'san'shi'qi'zu'huang'bo'xi'yun'chan'shi
第三十三祖慧能,di'san'shi'san'zu'hui'neng
第三十三祖惠能大师,di'san'shi'san'zu'hui'neng'da'shi
第三十四祖南岳怀让禅师,di'san'shi'si'zu'nan'yue'huai'rang'chan'shi
第三十五祖江西道一禅师,di'san'shi'wu'zu'jiang'xi'dao'yi'chan'shi
第三十一祖道信,di'san'shi'yi'zu'dao'xin
第三十一祖道信大师,di'san'shi'yi'zu'dao'xin'da'shi
第三十祖僧璨,di'san'shi'zu'seng'can
第三十祖僧璨大师,di'san'shi'zu'seng'can'da'shi
第三祖商那和修,di'san'zu'shang'na'he'xiu
底沙佛,di'sha'fo
谛善巧,di'shan'qiao
地上,di'shang
地上菩萨,di'shang'pu'sa
帝释,di'shi
帝师,di'shi
帝师癹思八,di'shi'ba'si'ba
帝师癹思巴,di'shi'ba'si'ba
第十八愿,di'shi'ba'yuan
第十八祖伽邪舍多,di'shi'ba'zu'ga'xie'she'duo
第十八祖伽耶舍多,di'shi'ba'zu'ga'ye'she'duo
第十二祖马鸣,di'shi'er'zu'ma'ming
第十二祖马鸣大士,di'shi'er'zu'ma'ming'da'shi
帝示阶,di'shi'jie
第十九祖鸠摩罗多,di'shi'jiu'zu'jiu'mo'luo'duo
第十六祖罗睺罗多,di'shi'liu'zu'luo'hou'luo'duo
帝失罗叉,di'shi'luo'cha
第十七祖僧伽难提,di'shi'qi'zu'seng'ga'nan'ti
第十三祖迦毗摩罗,di'shi'san'zu'jia'pi'mo'luo
第十四祖龙树,di'shi'si'zu'long'shu
第十四祖龙树尊者,di'shi'si'zu'long'shu'zun'zhe
帝释天,di'shi'tian
第十五祖迦那提婆,di'shi'wu'zu'jia'na'ti'po
第十一祖富那夜奢,di'shi'yi'zu'fu'na'ye'she
第十祖胁尊者,di'shi'zu'xie'zun'zhe
滴水和尚,di'shui'he'shang
地水火风,di'shui'huo'feng
地水火风空,di'shui'huo'feng'kong
地水火风空识,di'shui'huo'feng'kong'shi
地水火风空识见,di'shui'huo'feng'kong'shi'jian
滴水开悟,di'shui'kai'wu
滴水宜牧,di'shui'yi'mu
第四禅,di'si'chan
第四结集,di'si'jie'ji
第四十八祖昭觉克勤禅师,di'si'shi'ba'zu'zhao'jue'ke'qin'chan'shi
第四世多智钦仁波切,di'si'shi'duo'zhi'qin'ren'bo'qie
