阿炳,a'bing
中国戏曲,zhong'guo'xi'qu
中国戏曲丛谈,zhong'guo'xi'qu'cong'tan
中国戏曲发展史纲要,zhong'guo'xi'qu'fa'zhan'shi'gang'yao
中国戏曲通史,zhong'guo'xi'qu'tong'shi
中国音乐考古资料文献目录,zhong'guo'yin'yue'kao'gu'zi'liao'wen'xian'mu'lu
中国音乐美学史论,zhong'guo'yin'yue'mei'xue'shi'lun
中国音乐美学史资料注译,zhong'guo'yin'yue'mei'xue'shi'zi'liao'zhu'yi
中国音乐史,zhong'guo'yin'yue'shi
中国音乐史参考图片,zhong'guo'yin'yue'shi'can'kao'tu'pian
中国音乐史纲,zhong'guo'yin'yue'shi'gang
中国音乐史纲要,zhong'guo'yin'yue'shi'gang'yao
中国音乐史略,zhong'guo'yin'yue'shi'lue
中国音乐史论述稿,zhong'guo'yin'yue'shi'lun'shu'gao
中国音乐史图鉴,zhong'guo'yin'yue'shi'tu'jian
中国音乐史乐谱篇,zhong'guo'yin'yue'shi'yue'pu'pian
中国音乐史乐器篇,zhong'guo'yin'yue'shi'yue'qi'pian
中国音乐文学史,zhong'guo'yin'yue'wen'xue'shi
中国音乐小史,zhong'guo'yin'yue'xiao'shi
中国音乐学院,zhong'guo'yin'yue'xue'yuan
中国乐器,zhong'guo'yue'qi
中国乐器图志,zhong'guo'yue'qi'tu'zhi
中国主要民间歌舞品种,zhong'guo'zhu'yao'min'jian'ge'wu'pin'zhong
中国主要说唱品种,zhong'guo'zhu'yao'shuo'chang'pin'zhong
中国主要乐器,zhong'guo'zhu'yao'yue'qi
中胡,zhong'hu
中华人民共和国国歌,zhong'hua'ren'min'gong'he'guo'guo'ge
重降,zhong'jiang
重降号,zhong'jiang'hao
重降记号,zhong'jiang'ji'hao
重降音,zhong'jiang'yin
仲鲁,zhong'lu
中路梆子,zhong'lu'bang'zi
中吕,zhong'lv
仲吕,zhong'lv
中芒筒,zhong'mang'tong
钟琴,zhong'qin
中软,zhong'ruan
重升,zhong'sheng
重升号,zhong'sheng'hao
重升记号,zhong'sheng'ji'hao
重升音,zhong'sheng'yin
中世纪,zhong'shi'ji
重属和弦,zhong'shu'he'xian
中速,zhong'su
中提琴,zhong'ti'qin
中央音乐学院,zhong'yang'yin'yue'xue'yuan
重音,zhong'yin
中音,zhong'yin
中音管,zhong'yin'guan
重音记号,zhong'yin'ji'hao
中音谱号,zhong'yin'pu'hao
中音笙,zhong'yin'sheng
中乐寻源,zhong'yue'xun'yuan
终止式,zhong'zhi'shi
朱庇特交响曲,zhu'bi'te'jiao'xiang'qu
竹笛,zhu'di
主调音乐,zhu'diao'yin'yue
竹喇叭,zhu'la'ba
竹林涌翠,zhu'lin'yong'cui
竹筒,zhu'tong
主音,zhu'yin
助音,zhu'yin
驻云飞,zhu'yun'fei
主奏声部,zhu'zou'sheng'bu
抓鼓,zhua'gu
转调,zhuan'diao
转位,zhuan'wei
转位和弦,zhuan'wei'he'xian
转位七和弦,zhuan'wei'qi'he'xian
转位三和弦,zhuan'wei'san'he'xian
庄板,zhuang'ban
装饰音,zhuang'shi'yin
坠胡,zhui'hu
坠琴,zhui'qin
坠子,zhui'zi
自然半音,zi'ran'ban'yin
自然大调,zi'ran'da'diao
自然大小调,zi'ran'da'xiao'diao
自然大小调式,zi'ran'da'xiao'diao'shi
自然全音,zi'ran'quan'yin
自然小调,zi'ran'xiao'diao
自然音程,zi'ran'yin'cheng
自由拍子,zi'you'pai'zi
自由速度用语,zi'you'su'du'yong'yu
自由延长号,zi'you'yan'chang'hao
紫竹调,zi'zhu'diao
总谱,zong'pu
纵向结合,zong'xiang'jie'he
奏高,zou'gao
走绛州,zou'jiang'zhou
走马渔鼓,zou'ma'yu'gu
奏鸣曲,zou'ming'qu
走西口,zou'xi'kou
组曲,zu'qu
阻塞音,zu'se'yin
最小芒筒,zui'xiao'mang'tong
左踏板,zuo'ta'ban
左竹,zuo'zhu
做桩,zuo'zhuang
座子,zuo'zi
