阿巴嘎旗,a'ba'ga'qi
普兰县,pu'lan'xian
普宁市,pu'ning'shi
莆田市,pu'tian'shi
普陀区,pu'tuo'qu
蒲县,pu'xian
濮阳市,pu'yang'shi
濮阳县,pu'yang'xian
淇滨区,qi'bin'qu
蕲春县,qi'chun'xian
启东市,qi'dong'shi
祁东县,qi'dong'xian
齐河县,qi'he'xian
綦江县,qi'jiang'xian
七里河区,qi'li'he'qu
祁连县,qi'lian'xian
麒麟区,qi'lin'qu
祁门县,qi'men'xian
齐齐哈尔市,qi'qi'ha'er'shi
岐山县,qi'shan'xian
戚墅堰区,qi'shu'yan'qu
七台河市,qi'tai'he'shi
奇台县,qi'tai'xian
栖霞区,qi'xia'qu
栖霞市,qi'xia'shi
杞县,qi'xian
淇县,qi'xian
七星区,qi'xing'qu
祁阳县,qi'yang'xian
迁安市,qian'an'shi
乾安县,qian'an'xian
黔东南苗族侗族自治州,qian'dong'nan'miao'zu'dong'zu'zi'zhi'zhou
前郭尔罗斯蒙古族自治县,qian'guo'er'luo'si'meng'gu'zu'zi'zhi'xian
黔江区,qian'jiang'qu
潜江市,qian'jiang'shi
前进区,qian'jin'qu
黔南布依族苗族自治州,qian'nan'bu'yi'zu'miao'zu'zi'zhi'zhou
千山区,qian'shan'qu
铅山县,qian'shan'xian
潜山县,qian'shan'xian
犍为县,qian'wei'xian
黔西南布依族苗族自治州,qian'xi'nan'bu'yi'zu'miao'zu'zi'zhi'zhou
迁西县,qian'xi'xian
黔西县,qian'xi'xian
乾县,qian'xian
千阳县,qian'yang'xian
谯城区,qiao'cheng'qu
桥东区,qiao'dong'qu
巧家县,qiao'jia'xian
乔口区,qiao'kou'qu
且末县,qie'mo'xian
茄子河区,qie'zi'he'qu
秦安县,qin'an'xian
钦北区,qin'bei'qu
秦城区,qin'cheng'qu
秦都区,qin'du'qu
秦淮区,qin'huai'qu
秦皇岛市,qin'huang'dao'shi
钦南区,qin'nan'qu
沁水县,qin'shui'xian
覃塘区,qin'tang'qu
沁县,qin'xian
沁阳市,qin'yang'shi
沁源县,qin'yuan'xian
钦州市,qin'zhou'shi
庆安县,qing'an'xian
青白江区,qing'bai'jiang'qu
清城区,qing'cheng'qu
庆城县,qing'cheng'xian
青川县,qing'chuan'xian
青岛市,qing'dao'shi
清丰县,qing'feng'xian
青冈县,qing'gang'xian
青海省,qing'hai'sheng
清河门区,qing'he'men'qu
清河区,qing'he'qu
青河县,qing'he'xian
清河县,qing'he'xian
清涧县,qing'jian'xian
清流县,qing'liu'xian
青龙满族自治县,qing'long'man'zu'zi'zhi'xian
晴隆县,qing'long'xian
青浦区,qing'pu'qu
清浦区,qing'pu'qu
青山湖区,qing'shan'hu'qu
青山区,qing'shan'qu
青神县,qing'shen'xian
清水河县,qing'shui'he'xian
清水县,qing'shui'xian
青田县,qing'tian'xian
青铜峡市,qing'tong'xia'shi
青县,qing'xian
清新县,qing'xin'xian
清徐县,qing'xu'xian
青羊区,qing'yang'qu
庆阳市,qing'yang'shi
青阳县,qing'yang'xian
清原满族自治县,qing'yuan'man'zu'zi'zhi'xian
青原区,qing'yuan'qu
清远市,qing'yuan'shi
庆元县,qing'yuan'xian
清苑县,qing'yuan'xian
青云谱区,qing'yun'pu'qu
庆云县,qing'yun'xian
清镇市,qing'zhen'shi
青州市,qing'zhou'shi
琼海市,qiong'hai'shi
琼结县,qiong'jie'xian
邛崃市,qiong'lai'shi
琼山区,qiong'shan'qu
琼中黎族苗族自治县,qiong'zhong'li'zu'miao'zu'zi'zhi'xian
丘北县,qiu'bei'xian
曲阜市,qu'fu'shi
衢江区,qu'jiang'qu
曲江县,qu'jiang'xian
曲靖市,qu'jing'shi
曲麻莱县,qu'ma'lai'xian
曲水县,qu'shui'xian
曲松县,qu'song'xian
曲沃县,qu'wo'xian
渠县,qu'xian
曲阳县,qu'yang'xian
衢州市,qu'zhou'shi
曲周县,qu'zhou'xian
泉港区,quan'gang'qu
全椒县,quan'jiao'xian
全南县,quan'nan'xian
泉山区,quan'shan'qu
泉州市,quan'zhou'shi
全州县,quan'zhou'xian
确山县,que'shan'xian
让胡路区,rang'hu'lu'qu
壤塘县,rang'tang'xian
饶河县,rao'he'xian
饶阳县,rao'yang'xian
仁布县,ren'bu'xian
任城区,ren'cheng'qu
仁和区,ren'he'qu
仁化县,ren'hua'xian
仁怀市,ren'huai'shi
任丘市,ren'qiu'shi
仁寿县,ren'shou'xian
任县,ren'xian
日喀则地区,ri'ka'ze'di'qu
日喀则市,ri'ka'ze'shi
日土县,ri'tu'xian
日照市,ri'zhao'shi
融安县,rong'an'xian
荣昌县,rong'chang'xian
榕城区,rong'cheng'qu
荣成市,rong'cheng'shi
容城县,rong'cheng'xian
榕江县,rong'jiang'xian
融水苗族自治县,rong'shui'miao'zu'zi'zhi'xian
荣县,rong'xian
容县,rong'xian
汝城县,ru'cheng'xian
如东县,ru'dong'xian
如皋市,ru'gao'shi
汝南县,ru'nan'xian
乳山市,ru'shan'shi
汝阳县,ru'yang'xian
乳源瑶族自治县,ru'yuan'yao'zu'zi'zhi'xian
汝州市,ru'zhou'shi
瑞安市,rui'an'shi
瑞昌市,rui'chang'shi
芮城县,rui'cheng'xian
瑞金市,rui'jin'shi
瑞丽市,rui'li'shi
润州区,run'zhou'qu
若尔盖县,ruo'er'gai'xian
若羌县,ruo'qiang'xian
萨尔图区,sa'er'tu'qu
萨嘎县,sa'ga'xian
萨迦县,sa'jia'xian
赛罕区,sai'han'qu
三都水族自治县,san'du'shui'zu'zi'zhi'xian
三河市,san'he'shi
三江侗族自治县,san'jiang'dong'zu'zi'zhi'xian
三门峡市,san'men'xia'shi
三门县,san'men'xian
三明市,san'ming'shi
三水区,san'shui'qu
三穗县,san'sui'xian
三台县,san'tai'xian
三亚市,san'ya'shi
三元区,san'yuan'qu
三原县,san'yuan'xian
桑日县,sang'ri'xian
桑植县,sang'zhi'xian
色达县,se'da'xian
莎车县,sha'che'xian
沙河口区,sha'he'kou'qu
沙河市,sha'he'shi
沙坪坝区,sha'ping'ba'qu
沙坡头区,sha'po'tou'qu
沙市区,sha'shi'qu
沙湾区,sha'wan'qu
沙湾县,sha'wan'xian
沙县,sha'xian
沙雅县,sha'ya'xian
沙洋县,sha'yang'xian
沙依巴克区,sha'yi'ba'ke'qu
山城区,shan'cheng'qu
山丹县,shan'dan'xian
山东省,shan'dong'sheng
山海关区,shan'hai'guan'qu
山南地区,shan'nan'di'qu
鄯善县,shan'shan'xian
山亭区,shan'ting'qu
汕头市,shan'tou'shi
陕西省,shan'xi'sheng
山西省,shan'xi'sheng
陕县,shan'xian
单县,shan'xian
山阳区,shan'yang'qu
山阳县,shan'yang'xian
山阴县,shan'yin'xian
上蔡县,shang'cai'xian
上城区,shang'cheng'qu
商城县,shang'cheng'xian
商都县,shang'du'xian
上甘岭区,shang'gan'ling'qu
上高县,shang'gao'xian
上海市,shang'hai'shi
上杭县,shang'hang'xian
商河县,shang'he'xian
上街区,shang'jie'qu
上栗县,shang'li'xian
上林县,shang'lin'xian
商洛市,shang'luo'shi
商南县,shang'nan'xian
商丘市,shang'qiu'shi
上饶市,shang'rao'shi
上饶县,shang'rao'xian
商水县,shang'shui'xian
上思县,shang'si'xian
尚义县,shang'yi'xian
上犹县,shang'you'xian
上虞市,shang'yu'shi
尚志市,shang'zhi'shi
商州区,shang'zhou'qu
邵东县,shao'dong'xian
韶关市,shao'guan'shi
韶山市,shao'shan'shi
邵武市,shao'wu'shi
绍兴市,shao'xing'shi
绍兴县,shao'xing'xian
邵阳市,shao'yang'shi
邵阳县,shao'yang'xian
射洪县,she'hong'xian
社旗县,she'qi'xian
歙县,she'xian
涉县,she'xian
射阳县,she'yang'xian
神池县,shen'chi'xian
沈河区,shen'he'qu
神木县,shen'mu'xian
神农架林区,shen'nong'jia'lin'qu
沈丘县,shen'qiu'xian
莘县,shen'xian
沈阳市,shen'yang'shi
深泽县,shen'ze'xian
申扎县,shen'zha'xian
深圳市,shen'zhen'shi
深州市,shen'zhou'shi
嵊泗县,sheng'si'xian
省直辖县级行政单位,sheng'zhi'xia'xian'ji'xing'zheng'dan'wei
省直辖行政单位,sheng'zhi'xia'xing'zheng'dan'wei
嵊州市,sheng'zhou'shi
市北区,shi'bei'qu
施秉县,shi'bing'xian
石城县,shi'cheng'xian
施甸县,shi'dian'xian
什邡市,shi'fang'shi
石峰区,shi'feng'qu
石鼓区,shi'gu'qu
师河区,shi'he'qu
石河子市,shi'he'zi'shi
石家庄市,shi'jia'zhuang'shi
石景山区,shi'jing'shan'qu
石林彝族自治县,shi'lin'yi'zu'zi'zhi'xian
石龙区,shi'long'qu
石楼县,shi'lou'xian
石门县,shi'men'xian
石棉县,shi'mian'xian
市南区,shi'nan'qu
石屏县,shi'ping'xian
石阡县,shi'qian'xian
石渠县,shi'qu'xian
石泉县,shi'quan'xian
石狮市,shi'shi'shi
石首市,shi'shou'shi
石台县,shi'tai'xian
始兴县,shi'xing'xian
十堰市,shi'yan'shi
市中区,shi'zhong'qu
石柱土家族自治县,shi'zhu'tu'jia'zu'zi'zhi'xian
狮子山区,shi'zi'shan'qu
师宗县,shi'zong'xian
石嘴山市,shi'zui'shan'shi
寿光市,shou'guang'shi
寿宁县,shou'ning'xian
寿县,shou'xian
寿阳县,shou'yang'xian
舒城县,shu'cheng'xian
疏附县,shu'fu'xian
舒兰市,shu'lan'shi
疏勒县,shu'le'xian
蜀山区,shu'shan'qu
沭阳县,shu'yang'xian
双柏县,shuang'bai'xian
双城市,shuang'cheng'shi
双峰县,shuang'feng'xian
双江拉祜族佤族布朗族傣族自治县,shuang'jiang'la'hu'zu'wa'zu'bu'lang'zu'dai'zu'zi'zhi'xian
双辽市,shuang'liao'shi
双流县,shuang'liu'xian
双滦区,shuang'luan'qu
双牌县,shuang'pai'xian
双桥区,shuang'qiao'qu
双清区,shuang'qing'qu
双塔区,shuang'ta'qu
双台子区,shuang'tai'zi'qu
双鸭山市,shuang'ya'shan'shi
双阳区,shuang'yang'qu
水城县,shui'cheng'xian
水富县,shui'fu'xian
水磨沟区,shui'mo'gou'qu
顺昌县,shun'chang'xian
顺城区,shun'cheng'qu
顺德区,shun'de'qu
顺河回族区,shun'he'hui'zu'qu
顺平县,shun'ping'xian
顺庆区,shun'qing'qu
顺义区,shun'yi'qu
朔城区,shuo'cheng'qu
朔州市,shuo'zhou'shi
四川省,si'chuan'sheng
四方区,si'fang'qu
四方台区,si'fang'tai'qu
泗洪县,si'hong'xian
四会市,si'hui'shi
思茅市,si'mao'shi
思明区,si'ming'qu
思南县,si'nan'xian
四平市,si'ping'shi
泗水县,si'shui'xian
泗县,si'xian
泗阳县,si'yang'xian
嵩明县,song'ming'xian
松潘县,song'pan'xian
松山区,song'shan'qu
松桃苗族自治县,song'tao'miao'zu'zi'zhi'xian
松溪县,song'xi'xian
嵩县,song'xian
松阳县,song'yang'xian
松原市,song'yuan'shi
松滋市,song'zi'shi
肃北蒙古族自治县,su'bei'meng'gu'zu'zi'zhi'xian
宿城区,su'cheng'qu
苏家屯区,su'jia'tun'qu
肃南裕固族自治县,su'nan'yu'gu'zu'zi'zhi'xian
苏尼特右旗,su'ni'te'you'qi
苏尼特左旗,su'ni'te'zuo'qi
肃宁县,su'ning'xian
宿迁市,su'qian'shi
宿松县,su'song'xian
苏仙区,su'xian'qu
宿豫县,su'yu'xian
肃州区,su'zhou'qu
苏州市,su'zhou'shi
宿州市,su'zhou'shi
绥滨县,sui'bin'xian
遂昌县,sui'chang'xian
遂川县,sui'chuan'xian
绥德县,sui'de'xian
绥芬河市,sui'fen'he'shi
绥化市,sui'hua'shi
绥江县,sui'jiang'xian
绥棱县,sui'ling'xian
遂宁市,sui'ning'shi
睢宁县,sui'ning'xian
绥宁县,sui'ning'xian
遂平县,sui'ping'xian
遂溪县,sui'xi'xian
濉溪县,sui'xi'xian
睢县,sui'xian
睢阳区,sui'yang'qu
绥阳县,sui'yang'xian
绥中县,sui'zhong'xian
随州市,sui'zhou'shi
孙吴县,sun'wu'xian
索县,suo'xian
塔城地区,ta'cheng'di'qu
塔城市,ta'cheng'shi
塔河县,ta'he'xian
塔什库尔干塔吉克自治县,ta'shen'ku'er'gan'ta'ji'ke'zi'zhi'xian
泰安市,tai'an'shi
台安县,tai'an'xian
太白县,tai'bai'xian
太仓市,tai'cang'shi
台儿庄区,tai'er'zhuang'qu
太谷县,tai'gu'xian
太和区,tai'he'qu
太和县,tai'he'xian
泰和县,tai'he'xian
太湖县,tai'hu'xian
台江区,tai'jiang'qu
台江县,tai'jiang'xian
太康县,tai'kang'xian
泰来县,tai'lai'xian
泰宁县,tai'ning'xian
太平区,tai'ping'qu
太仆寺旗,tai'pu'si'qi
台前县,tai'qian'xian
泰山区,tai'shan'qu
台山市,tai'shan'shi
泰顺县,tai'shun'xian
台湾省,tai'wan'sheng
泰兴市,tai'xing'shi
太原市,tai'yuan'shi
台州市,tai'zhou'shi
泰州市,tai'zhou'shi
太子河区,tai'zi'he'qu
宕昌县,tan'chang'xian
郯城县,tan'cheng'xian
塘沽区,tang'gu'qu
唐海县,tang'hai'xian
唐河县,tang'he'xian
唐山市,tang'shan'shi
汤旺河区,tang'wang'he'qu
唐县,tang'xian
汤阴县,tang'yin'xian
汤原县,tang'yuan'xian
洮北区,tao'bei'qu
桃城区,tao'cheng'qu
桃江县,tao'jiang'xian
洮南市,tao'nan'shi
桃山区,tao'shan'qu
桃源县,tao'yuan'xian
特克斯县,te'ke'si'xian
腾冲县,teng'chong'xian
藤县,teng'xian
滕州市,teng'zhou'shi
天长市,tian'chang'shi
天等县,tian'deng'xian
田东县,tian'dong'xian
天峨县,tian'e'xian
天河区,tian'he'qu
田家庵区,tian'jia'an'qu
天津市,tian'jin'shi
天峻县,tian'jun'xian
田林县,tian'lin'xian
天门市,tian'men'shi
天宁区,tian'ning'qu
天桥区,tian'qiao'qu
天全县,tian'quan'xian
天山区,tian'shan'qu
天水市,tian'shui'shi
天台县,tian'tai'xian
天心区,tian'xin'qu
田阳县,tian'yang'xian
天元区,tian'yuan'qu
天镇县,tian'zhen'xian
天柱县,tian'zhu'xian
天祝藏族自治县,tian'zhu'zang'zu'zi'zhi'xian
铁东区,tie'dong'qu
铁锋区,tie'feng'qu
铁力市,tie'li'shi
铁岭市,tie'ling'shi
铁岭县,tie'ling'xian
铁山港区,tie'shan'gang'qu
铁山区,tie'shan'qu
铁西区,tie'xi'qu
亭湖区,ting'hu'qu
同安区,tong'an'qu
桐柏县,tong'bai'xian
桐城市,tong'cheng'shi
通城县,tong'cheng'xian
通川区,tong'chuan'qu
铜川市,tong'chuan'shi
通道侗族自治县,tong'dao'dong'zu'zi'zhi'xian
同德县,tong'de'xian
铜鼓县,tong'gu'xian
铜官山区,tong'guan'shan'qu
潼关县,tong'guan'xian
通海县,tong'hai'xian
通河县,tong'he'xian
通化市,tong'hua'shi
通化县,tong'hua'xian
同江市,tong'jiang'shi
通江县,tong'jiang'xian
铜梁县,tong'liang'xian
通辽市,tong'liao'shi
铜陵市,tong'ling'shi
铜陵县,tong'ling'xian
桐庐县,tong'lu'xian
潼南县,tong'nan'xian
铜仁地区,tong'ren'di'qu
铜仁市,tong'ren'shi
同仁县,tong'ren'xian
通山县,tong'shan'xian
铜山县,tong'shan'xian
通渭县,tong'wei'xian
同心县,tong'xin'xian
通许县,tong'xu'xian
通榆县,tong'yu'xian
通州区,tong'zhou'qu
通州市,tong'zhou'shi
桐梓县,tong'zi'xian
头屯河区,tou'tun'he'qu
吐鲁番地区,tu'lu'fan'di'qu
吐鲁番市,tu'lu'fan'shi
图们市,tu'men'shi
土默特右旗,tu'mo'te'you'qi
土默特左旗,tu'mo'te'zuo'qi
图木自治县市,tu'mu'zi'zhi'xian'shi
突泉县,tu'quan'xian
团风县,tuan'feng'xian
屯昌县,tun'chang'xian
屯留县,tun'liu'xian
屯溪区,tun'xi'qu
托克托县,tuo'ke'tuo'xian
托克逊县,tuo'ke'xun'xian
托里县,tuo'li'xian
瓦房店市,wa'fang'dian'shi
万安县,wan'an'xian
万柏林区,wan'bo'lin'qu
宛城区,wan'cheng'qu
湾里区,wan'li'qu
万年县,wan'nian'xian
万宁市,wan'ning'shi
万全县,wan'quan'xian
万荣县,wan'rong'xian
万山特区,wan'shan'te'qu
万盛区,wan'sheng'qu
万秀区,wan'xiu'qu
万载县,wan'zai'xian
万州区,wan'zhou'qu
旺苍县,wang'cang'xian
望城县,wang'cheng'xian
望都县,wang'du'xian
望花区,wang'hua'qu
望江县,wang'jiang'xian
望奎县,wang'kui'xian
望谟县,wang'mo'xian
汪清县,wang'qing'xian
王益区,wang'yi'qu
卫滨区,wei'bin'qu
渭滨区,wei'bin'qu
围场满族蒙古族自治县,wei'chang'man'zu'meng'gu'zu'zi'zhi'xian
渭城区,wei'cheng'qu
潍城区,wei'cheng'qu
卫东区,wei'dong'qu
魏都区,wei'du'qu
潍坊市,wei'fang'shi
威海市,wei'hai'shi
卫辉市,wei'hui'shi
渭南市,wei'nan'shi
威宁彝族回族苗族自治县,wei'ning'yi'zu'hui'zu'miao'zu'zi'zhi'xian
微山县,wei'shan'xian
巍山彝族回族自治县,wei'shan'yi'zu'hui'zu'zi'zhi'xian
尉氏县,wei'shi'xian
维西傈僳族自治县,wei'xi'li'su'zu'zi'zhi'xian
魏县,wei'xian
威县,wei'xian
威信县,wei'xin'xian
未央区,wei'yang'qu
威远县,wei'yuan'xian
渭源县,wei'yuan'xian
文安县,wen'an'xian
文昌市,wen'chang'shi
文成县,wen'cheng'xian
汶川县,wen'chuan'xian
文登市,wen'deng'shi
文峰区,wen'feng'qu
温江区,wen'jiang'qu
温岭市,wen'ling'shi
温泉县,wen'quan'xian
文山县,wen'shan'xian
文山壮族苗族自治州,wen'shan'zhuang'zu'miao'zu'zi'zhi'zhou
汶上县,wen'shang'xian
文圣区,wen'sheng'qu
文水县,wen'shui'xian
温宿县,wen'su'xian
闻喜县,wen'xi'xian
文县,wen'xian
温县,wen'xian
温州市,wen'zhou'shi
瓮安县,weng'an'xian
翁牛特旗,weng'niu'te'qi
翁源县,weng'yuan'xian
卧龙区,wo'long'qu
武安市,wu'an'shi
吴堡县,wu'bao'xian
武昌区,wu'chang'qu
五常市,wu'chang'shi
婺城区,wu'cheng'qu
武城县,wu'cheng'xian
务川仡佬族苗族自治县,wu'chuan'ge'lao'zu'miao'zu'zi'zhi'xian
吴川市,wu'chuan'shi
武川县,wu'chuan'xian
五大连池市,wu'da'lian'chi'shi
乌达区,wu'da'qu
乌当区,wu'dang'qu
无棣县,wu'di'xian
武定县,wu'ding'xian
武都县,wu'du'xian
乌尔禾区,wu'er'he'qu
五峰土家族自治县,wu'feng'tu'jia'zu'zi'zhi'xian
舞钢市,wu'gang'shi
武冈市,wu'gang'shi
武功县,wu'gong'xian
乌海市,wu'hai'shi
武汉市,wu'han'shi
五河县,wu'he'xian
武侯区,wu'hou'qu
芜湖市,wu'hu'shi
芜湖县,wu'hu'xian
五华区,wu'hua'qu
五华县,wu'hua'xian
无极县,wu'ji'xian
伍家岗区,wu'jia'gang'qu
五家渠市,wu'jia'qu'shi
武江区,wu'jiang'qu
吴江市,wu'jiang'shi
武进区,wu'jin'qu
乌拉特后旗,wu'la'te'hou'qi
乌拉特前旗,wu'la'te'qian'qi
乌拉特中旗,wu'la'te'zhong'qi
乌兰察布盟,wu'lan'cha'bu'meng
乌兰察布市,wu'lan'cha'bu'shi
乌兰浩特市,wu'lan'hao'te'shi
乌兰县,wu'lan'xian
五莲县,wu'lian'xian
武陵区,wu'ling'qu
武陵源区,wu'ling'yuan'qu
武隆县,wu'long'xian
乌鲁木齐市,wu'lu'mu'qi'shi
乌鲁木齐县,wu'lu'mu'qi'xian
乌马河区,wu'ma'he'qu
武宁县,wu'ning'xian
武平县,wu'ping'xian
吴旗县,wu'qi'xian
乌恰县,wu'qia'xian
武强县,wu'qiang'xian
吴桥县,wu'qiao'xian
武清区,wu'qing'qu
巫山县,wu'shan'xian
武山县,wu'shan'xian
乌审旗,wu'shen'qi
武胜县,wu'sheng'xian
乌什县,wu'shi'xian
乌苏市,wu'su'shi
五台县,wu'tai'xian
五通桥区,wu'tong'qiao'qu
武威市,wu'wei'shi
无为县,wu'wei'xian
无锡市,wu'xi'shi
巫溪县,wu'xi'xian
武乡县,wu'xiang'xian
吴兴区,wu'xing'qu
武宣县,wu'xuan'xian
武穴市,wu'xue'shi
舞阳县,wu'yang'xian
乌伊岭区,wu'yi'ling'qu
武夷山市,wu'yi'shan'shi
武邑县,wu'yi'xian
武义县,wu'yi'xian
五营区,wu'ying'qu
五原县,wu'yuan'xian
婺源县,wu'yuan'xian
五寨县,wu'zhai'xian
五指山市,wu'zhi'shan'shi
武陟县,wu'zhi'xian
吴中区,wu'zhong'qu
吴忠市,wu'zhong'shi
梧州市,wu'zhou'shi
西安区,xi'an'qu
西安市,xi'an'shi
西昌市,xi'chang'shi
西城区,xi'cheng'qu
西充县,xi'chong'xian
西畴县,xi'chou'xian
淅川县,xi'chuan'xian
喜德县,xi'de'xian
西峰区,xi'feng'qu
西丰县,xi'feng'xian
息烽县,xi'feng'xian
西岗区,xi'gang'qu
西工区,xi'gong'qu
西固区,xi'gu'qu
细河区,xi'he'qu
西和县,xi'he'xian
西湖区,xi'hu'qu
溪湖区,xi'hu'qu
西华县,xi'hua'xian
西吉县,xi'ji'xian
锡林郭勒盟,xi'lin'guo'le'meng
锡林浩特市,xi'lin'hao'te'shi
西林区,xi'lin'qu
西林县,xi'lin'xian
西陵区,xi'ling'qu
西盟佤族自治县,xi'meng'wa'zu'zi'zhi'xian
西宁市,xi'ning'shi
西平县,xi'ping'xian
西青区,xi'qing'qu
西区,xi'qu
西塞山区,xi'sai'shan'qu
西沙群岛,xi'sha'qun'dao
西山区,xi'shan'qu
锡山区,xi'shan'qu
西市区,xi'shi'qu
西双版纳傣族自治州,xi'shuang'ban'na'dai'zu'zi'zhi'zhou
习水县,xi'shui'xian
浠水县,xi'shui'xian
西乌珠穆沁旗,xi'wu'zhu'mu'qin'qi
西夏区,xi'xia'qu
西峡县,xi'xia'xian
隰县,xi'xian
息县,xi'xian
西乡县,xi'xiang'xian
西秀区,xi'xiu'qu
昔阳县,xi'yang'xian
西藏自治区,xi'zang'zi'zhi'qu
下城区,xia'cheng'qu
下关区,xia'guan'qu
夏河县,xia'he'xian
下花园区,xia'hua'yuan'qu
峡江县,xia'jiang'xian
夏津县,xia'jin'xian
下陆区,xia'lu'qu
厦门市,xia'men'shi
霞浦县,xia'pu'xian
霞山区,xia'shan'qu
夏县,xia'xian
夏邑县,xia'yi'xian
咸安区,xian'an'qu
咸丰县,xian'feng'xian
仙居县,xian'ju'xian
咸宁市,xian'ning'shi
仙桃市,xian'tao'shi
献县,xian'xian
咸阳市,xian'yang'shi
仙游县,xian'you'xian
翔安区,xiang'an'qu
芗城区,xiang'cheng'qu
襄城区,xiang'cheng'qu
相城区,xiang'cheng'qu
项城市,xiang'cheng'shi
襄城县,xiang'cheng'xian
乡城县,xiang'cheng'xian
湘东区,xiang'dong'qu
襄樊市,xiang'fan'shi
香坊区,xiang'fang'qu
襄汾县,xiang'fen'xian
香港特别行政区,xiang'gang'te'bie'xing'zheng'qu
香格里拉县,xiang'ge'li'la'xian
镶黄旗,xiang'huang'qi
乡宁县,xiang'ning'xian
湘桥区,xiang'qiao'qu
象山区,xiang'shan'qu
相山区,xiang'shan'qu
象山县,xiang'shan'xian
响水县,xiang'shui'xian
湘潭市,xiang'tan'shi
湘潭县,xiang'tan'xian
湘西土家族苗族自治州,xiang'xi'tu'jia'zu'miao'zu'zi'zhi'zhou
湘乡市,xiang'xiang'shi
襄阳区,xiang'yang'qu
向阳区,xiang'yang'qu
湘阴县,xiang'yin'xian
襄垣县,xiang'yuan'xian
祥云县,xiang'yun'xian
香洲区,xiang'zhou'qu
象州县,xiang'zhou'xian
孝昌县,xiao'chang'xian
小店区,xiao'dian'qu
孝感市,xiao'gan'shi
小河区,xiao'he'qu
小金县,xiao'jin'xian
孝南区,xiao'nan'qu
萧山区,xiao'shan'qu
萧县,xiao'xian
孝义市,xiao'yi'shi
谢家集区,xie'jia'ji'qu
谢通门县,xie'tong'men'xian
新安县,xin'an'xian
新巴尔虎右旗,xin'ba'er'hu'you'qi
新巴尔虎左旗,xin'ba'er'hu'zuo'qi
新北区,xin'bei'qu
新宾满族自治县,xin'bin'man'zu'zi'zhi'xian
新蔡县,xin'cai'xian
新昌县,xin'chang'xian
新城区,xin'cheng'qu
忻城县,xin'cheng'xian
新城子区,xin'cheng'zi'qu
新都区,xin'du'qu
信丰县,xin'feng'xian
新丰县,xin'feng'xian
忻府区,xin'fu'qu
新抚区,xin'fu'qu
新干县,xin'gan'xian
新和县,xin'he'xian
新华区,xin'hua'qu
新化县,xin'hua'xian
新晃侗族自治县,xin'huang'dong'zu'zi'zhi'xian
新会区,xin'hui'qu
辛集市,xin'ji'shi
新建县,xin'jian'xian
新疆维吾尔自治区,xin'jiang'wei'wu'er'zi'zhi'qu
新绛县,xin'jiang'xian
新津县,xin'jin'xian
新乐市,xin'le'shi
新龙县,xin'long'xian
新罗区,xin'luo'qu
新密市,xin'mi'shi
新民市,xin'min'shi
新宁县,xin'ning'xian
新平彝族傣族自治县,xin'ping'yi'zu'dai'zu'zi'zhi'xian
新浦区,xin'pu'qu
新青区,xin'qing'qu
新邱区,xin'qiu'qu
新荣区,xin'rong'qu
新邵县,xin'shao'xian
新市区,xin'shi'qu
新泰市,xin'tai'shi
新田县,xin'tian'xian
新芜区,xin'wu'qu
新县,xin'xian
新乡市,xin'xiang'shi
新乡县,xin'xiang'xian
新兴区,xin'xing'qu
新兴县,xin'xing'xian
信阳市,xin'yang'shi
新野县,xin'ye'xian
信宜市,xin'yi'shi
新沂市,xin'yi'shi
新余市,xin'yu'shi
新源县,xin'yuan'xian
新郑市,xin'zheng'shi
信州区,xin'zhou'qu
新洲区,xin'zhou'qu
忻州市,xin'zhou'shi
兴安盟,xing'an'meng
兴安区,xing'an'qu
兴安县,xing'an'xian
兴宾区,xing'bin'qu
兴城市,xing'cheng'shi
兴国县,xing'guo'xian
兴海县,xing'hai'xian
兴和县,xing'he'xian
杏花岭区,xing'hua'ling'qu
兴化市,xing'hua'shi
兴隆台区,xing'long'tai'qu
兴隆县,xing'long'xian
兴宁区,xing'ning'qu
兴宁市,xing'ning'shi
兴平市,xing'ping'shi
兴庆区,xing'qing'qu
兴仁县,xing'ren'xian
兴山区,xing'shan'qu
兴山县,xing'shan'xian
邢台市,xing'tai'shi
邢台县,xing'tai'xian
行唐县,xing'tang'xian
兴文县,xing'wen'xian
兴县,xing'xian
荥阳市,xing'yang'shi
兴业县,xing'ye'xian
兴义市,xing'yi'shi
星子县,xing'zi'xian
雄县,xiong'xian
秀城区,xiu'cheng'qu
秀峰区,xiu'feng'qu
休宁县,xiu'ning'xian
秀山土家族苗族自治县,xiu'shan'tu'jia'zu'miao'zu'zi'zhi'xian
修水县,xiu'shui'xian
修文县,xiu'wen'xian
修武县,xiu'wu'xian
岫岩满族自治县,xiu'yan'man'zu'zi'zhi'xian
秀英区,xiu'ying'qu
秀屿区,xiu'yu'qu
秀洲区,xiu'zhou'qu
许昌市,xu'chang'shi
许昌县,xu'chang'xian
徐汇区,xu'hui'qu
溆浦县,xu'pu'xian
徐水县,xu'shui'xian
徐闻县,xu'wen'xian
盱眙县,xu'yi'xian
叙永县,xu'yong'xian
徐州市,xu'zhou'shi
宣城市,xuan'cheng'shi
宣恩县,xuan'en'xian
宣汉县,xuan'han'xian
宣化区,xuan'hua'qu
宣化县,xuan'hua'xian
宣威市,xuan'wei'shi
宣武区,xuan'wu'qu
玄武区,xuan'wu'qu
