阿赖耶识,a'lai'ye'shi
平旦之气,ping'dan'zhi'qi
平等,ping'deng
评判的态度,ping'pan'de'tai'du
凭虚构象,ping'xu'gou'xiang
魄,po
破对待,po'dui'dai
破邪显正,po'xie'xian'zheng
破心中贼,po'xin'zhong'zei
破作两片,po'zuo'liang'pian
朴,pu
菩提,pu'ti
菩提树,pu'ti'shu
器,qi
奇,qi
期,qi
气,qi
气本,qi'ben
气禀,qi'bing
气禀有定,qi'bing'you'ding
其大千里,qi'da'qian'li
七法,qi'fa
气化,qi'hua
气化即道,qi'hua'ji'dao
器可变,qi'ke'bian
气母,qi'mu
七气,qi'qi
七情,qi'qing
齐是非,qi'shi'fei
器世间,qi'shi'jian
齐死生,qi'si'sheng
器体道用,qi'ti'dao'yong
齐万物,qi'wan'wu
气万则理万,qi'wan'ze'li'wan
齐万致,qi'wan'zhi
七纬,qi'wei
齐物,qi'wu
齐物我,qi'wu'wo
气须形而知,qi'xu'xing'er'zhi
气一则理一,qi'yi'ze'li'yi
气有聚散无灭息,qi'you'ju'san'wu'mie'xi
气运,qi'yun
气韵,qi'yun
气运决定论,qi'yun'jue'ding'lun
气者理之依,qi'zhe'li'zhi'yi
奇正相生,qi'zheng'xiang'sheng
气质,qi'zhi
气质之性,qi'zhi'zhi'xing
气自然论,qi'zi'ran'lun
乾,qian
谴告,qian'gao
乾坤,qian'kun
乾坤并建,qian'kun'bing'jian
前识,qian'shi
迁想妙得,qian'xiang'miao'de
遣相证性,qian'xiang'zheng'xing
强力从事,qiang'li'cong'shi
强物就我,qiang'wu'jiu'wo
巧转,qiao'zhuan
切问近思,qie'wen'jin'si
亲民,qin'min
亲下手一番,qin'xia'shou'yi'fan
亲知,qin'zhi
情,qing
情采,qing'cai
青出于兰而青于兰,qing'chu'yu'lan'er'qing'yu'lan
轻贱唐虞而笑大禹,qing'jian'tang'yu'er'xiao'da'yu
清静无为,qing'jing'wu'wei
清谈,qing'tan
情伪相感,qing'wei'xiang'gan
轻物重生,qing'wu'chong'sheng
清虚一大,qing'xu'yi'da
情欲寡浅,qing'yu'gua'qian
情中景,qing'zhong'jing
穷达,qiong'da
穷理尽性,qiong'li'jin'xing
穷神知化,qiong'shen'zhi'hua
穷通,qiong'tong
穷形尽相,qiong'xing'jin'xiang
求放心,qiu'fang'xin
去和取同,qu'he'qu'tong
取境,qu'jing
去九界,qu'jiu'jie
去苦求乐,qu'ku'qiu'le
去人欲,qu'ren'yu
趋时更新,qu'shi'geng'xin
取实责名,qu'shi'ze'ming
取象形器,qu'xiang'xing'qi
权,quan
犬可以为羊,quan'ke'yi'wei'yang
全性保真,quan'xing'bao'zhen
群,qun
群己,qun'ji
群有以至虚为宗,qun'you'yi'zhi'xu'wei'zong
让生于有余,rang'sheng'yu'you'yu
仁,ren
人道,ren'dao
人道有为,ren'dao'you'wei
人道之知,ren'dao'zhi'zhi
任德,ren'de
人定胜天,ren'ding'sheng'tian
任耳目而定情实,ren'er'mu'er'ding'qing'shi
人非利不生,ren'fei'li'bu'sheng
人副天数,ren'fu'tian'shu
人极,ren'ji
人皆可以为尧舜,ren'jie'ke'yi'wei'yao'shun
人爵,ren'jue
人类的仁爱性,ren'lei'de'ren'ai'xing
人类互助原则,ren'lei'hu'zhu'yuan'ze
人类进化之时期,ren'lei'jin'hua'zhi'shi'qi
人理,ren'li
刃利之喻,ren'li'zhi'yu
人伦,ren'lun
人马之喻,ren'ma'zhi'yu
人谋,ren'mou
人能,ren'neng
人能弘道,ren'neng'hong'dao
人能胜乎天,ren'neng'sheng'hu'tian
任情极性,ren'qing'ji'xing
仁声,ren'sheng
人生观论战,ren'sheng'guan'lun'zhan
认识的多元论,ren'shi'de'duo'yuan'lun
人事为本,ren'shi'wei'ben
人为天地万物之盗说,ren'wei'tian'di'wan'wu'zhi'dao'shuo
仁为天地万物之源,ren'wei'tian'di'wan'wu'zhi'yuan
人为万物之灵,ren'wei'wan'wu'zhi'ling
人文,ren'wen
人物品藻,ren'wu'pin'zao
人心,ren'xin
人性,ren'xing
人性兽性同时发展,ren'xing'shou'xing'tong'shi'fa'zhan
人演,ren'yan
人义,ren'yi
仁义,ren'yi
仁义礼智,ren'yi'li'zhi
仁以通为第一义,ren'yi'tong'wei'di'yi'yi
人欲,ren'yu
人欲横流说,ren'yu'heng'liu'shuo
仁者爱人,ren'zhe'ai'ren
仁政,ren'zheng
日新,ri'xin
日新之化,ri'xin'zhi'hua
荣辱,rong'ru
荣辱之分,rong'ru'zhi'fen
柔节,rou'jie
柔羽胜刚强,rou'yu'sheng'gang'qiang
入德凝道,ru'de'ning'dao
入静,ru'jing
如来藏,ru'lai'cang
汝南月旦,ru'nan'yue'dan
弱者道之用,ruo'zhe'dao'zhi'yong
塞翁失马,sai'weng'shi'ma
赛先生,sai'xian'sheng
三宝,san'bao
三表,san'biao
三不朽,san'bu'xiu
三才,san'cai
三材,san'cai
三乘,san'cheng
三从四德,san'cong'si'de
三达德,san'da'de
三盗,san'dao
三德,san'de
三谛偈,san'di'ji
三谛圆融,san'di'yuan'rong
三法,san'fa
三法印,san'fa'yin
三纲,san'gang
三纲领八条目,san'gang'ling'ba'tiao'mu
三纲六纪,san'gang'liu'ji
三纲五常,san'gang'wu'chang
三皈依,san'gui'yi
三惑,san'huo
三极,san'ji
三即一,san'ji'yi
三界,san'jie
三界唯心,san'jie'wei'xin
三科,san'ke
三理,san'li
三昧,san'mei
三民主义,san'min'zhu'yi
三名,san'ming
散名,san'ming
三能变,san'neng'bian
三年不窥园,san'nian'bu'kui'yuan
三千世间,san'qian'shi'jian
三清,san'qing
三生,san'sheng
三世,san'shi
三事,san'shi
三尸,san'shi
三世六别,san'shi'liu'bie
三世一时,san'shi'yi'shi
三统,san'tong
三畏,san'wei
三物,san'wu
三无性,san'wu'xing
三性,san'xing
三性一际,san'xing'yi'ji
三凶,san'xiong
三玄,san'xuan
三学,san'xue
三言,san'yan
三一,san'yi
三语椽,san'yu'chuan
三元,san'yuan
三正,san'zheng
三知三行,san'zhi'san'hang
三支作法,san'zhi'zuo'fa
三自性,san'zi'xing
色,se
色法,se'fa
色即是空,se'ji'shi'kong
色空,se'kong
杀盗非杀人,sha'dao'fei'sha'ren
杀身成仁,sha'shen'cheng'ren
善,shan
山出口,shan'chu'kou
善动化物,shan'dong'hua'wu
善端,shan'duan
善恶,shan'e
山与泽平,shan'yu'ze'ping
上德,shang'de
上帝,shang'di
尚情无我,shang'qing'wu'wo
尚同,shang'tong
尚贤,shang'xian
尚志,shang'zhi
上智下愚,shang'zhi'xia'yu
少私寡欲,shao'si'gua'yu
社会函变说,she'hui'han'bian'shuo
社会互助论,she'hui'hu'zhu'lun
社稷无常奉,she'ji'wu'chang'feng
舍生取义,she'sheng'qu'yi
舍英雄无历史,she'ying'xiong'wu'li'shi
摄用归体,she'yong'gui'ti
设准,she'zhun
深察名号,shen'cha'ming'hao
神道设教,shen'dao'she'jiao
慎独,shen'du
神而先知,shen'er'xian'zhi
深谷为陵,shen'gu'wei'ling
神化,shen'hua
神妙万物,shen'miao'wan'wu
神明,shen'ming
审名察形,shen'ming'cha'xing
审名定分,shen'ming'ding'fen
神明照物,shen'ming'zhao'wu
神器,shen'qi
神气,shen'qi
神人,shen'ren
审时,shen'shi
神识,shen'shi
慎思,shen'si
神似,shen'si
神思,shen'si
审问,shen'wen
神悟,shen'wu
神无方易无体,shen'wu'fang'yi'wu'ti
神嚣,shen'xiao
神须形以存,shen'xu'xing'yi'cun
神与物游,shen'yu'wu'you
神韵说,shen'yun'shuo
神者生之本,shen'zhe'sheng'zhi'ben
圣,sheng
生而知之,sheng'er'zhi'zhi
生非创有,sheng'fei'chuang'you
生化,sheng'hua
生命,sheng'ming
胜能,sheng'neng
圣人不死,sheng'ren'bu'si
圣人创制立法,sheng'ren'chuang'zhi'li'fa
圣人体无,sheng'ren'ti'wu
圣人无情,sheng'ren'wu'qing
圣人有情无累,sheng'ren'you'qing'wu'lei
圣人有情与无情,sheng'ren'you'qing'yu'wu'qing
圣人之辩,sheng'ren'zhi'bian
生人之意,sheng'ren'zhi'yi
生生,sheng'sheng
生死轮回,sheng'si'lun'hui
声无哀乐,sheng'wu'ai'yue
生物之本,sheng'wu'zhi'ben
生物之具,sheng'wu'zhi'ju
圣贤,sheng'xian
生有涯而知无涯,sheng'you'ya'er'zhi'wu'ya
生元,sheng'yuan
生元有知论,sheng'yuan'you'zhi'lun
生知,sheng'zhi
实,shi
时,shi
事本禁末,shi'ben'jin'mo
世必有革,shi'bi'you'ge
时不可力,shi'bu'ke'li
实诚,shi'cheng
释道十害,shi'dao'shi'hai
十地,shi'di
是而不然,shi'er'bu'ran
是而然,shi'er'ran
十二因缘,shi'er'yin'yuan
是非莫辩,shi'fei'mo'bian
是非无定质,shi'fei'wu'ding'zhi
是非之虑,shi'fei'zhi'lv
是非之心,shi'fei'zhi'xin
事各顺于名,shi'ge'shun'yu'ming
实际,shi'ji
世间,shi'jian
十戒,shi'jie
尸解,shi'jie
世界进化三时期,shi'jie'jin'hua'san'shi'qi
始觉,shi'jue
士君子之辩,shi'jun'zi'zhi'bian
实历,shi'li
十六字心传,shi'liu'zi'xin'chuan
实论,shi'lun
适偶之数,shi'ou'zhi'shu
适偶自然,shi'ou'zi'ran
势荣,shi'rong
势辱,shi'ru
十如是,shi'ru'shi
十三虚无,shi'san'xu'wu
实事,shi'shi
实事难形,shi'shi'nan'xing
实事实功,shi'shi'shi'gong
事事无碍,shi'shi'wu'ai
实体,shi'ti
实体即本心,shi'ti'ji'ben'xin
施为,shi'wei
师物,shi'wu
实相,shi'xiang
师心,shi'xin
师心自用,shi'xin'zi'yong
十玄门,shi'xuan'men
十玄缘起,shi'xuan'yuan'qi
实验的方法,shi'yan'de'fang'fa
诗言志,shi'yan'zhi
十义,shi'yi
世异则事异,shi'yi'ze'shi'yi
师夷之长技以制夷,shi'yi'zhi'chang'ji'yi'zhi'yi
势用,shi'yong
实有,shi'you
事有常变,shi'you'chang'bian
实在,shi'zai
识知,shi'zhi
适志,shi'zhi
实知,shi'zhi
时中,shi'zhong
守度,shou'du
收拾精神,shou'shi'jing'shen
收心离境,shou'xin'li'jing
兽性主义,shou'xing'zhu'yi
守一,shou'yi
守一存真,shou'yi'cun'zhen
恕,shu
数,shu
术,shu
数存势生,shu'cun'shi'sheng
殊类,shu'lei
殊气相革,shu'qi'xiang'ge
数术,shu'shu
术数,shu'shu
数息观,shu'xi'guan
书意,shu'yi
率性,shuai'xing
双方并重之旨,shuang'fang'bing'zhong'zhi'zhi
水火,shui'huo
水则覆舟,shui'ze'fu'zhou
水则载舟,shui'ze'zai'zhou
说,shuo
说知,shuo'zhi
思,si
四宾主,si'bin'zhu
思诚,si'cheng
四大,si'da
四德,si'de
私德,si'de
四谛,si'di
四度,si'du
四端,si'duan
思而不学则殆,si'er'bu'xue'ze'dai
四法界,si'fa'jie
死非消灭,si'fei'xiao'mie
四分,si'fen
四界,si'jie
四句教,si'ju'jiao
四料简,si'liao'jian
俟命,si'ming
私名,si'ming
死生无命,si'sheng'wu'ming
死生有命,si'sheng'you'ming
四通,si'tong
四维,si'wei
四毋,si'wu
四无说,si'wu'shuo
思无邪,si'wu'xie
四象,si'xiang
思想者事实之母,si'xiang'zhe'shi'shi'zhi'mu
四心,si'xin
思修交尽,si'xiu'jiao'jin
四照用,si'zhao'yong
俗谛,su'di
随处体认天理,sui'chu'ti'ren'tian'li
随泯统,sui'min'tong
损迹返一,sun'ji'fan'yi
损减执,sun'jian'zhi
损益,sun'yi
损有余而补不足,sun'you'yu'er'bu'bu'zu
所,suo
所谓,suo'wei
所为有名,suo'wei'you'ming
所以,suo'yi
所以发能,suo'yi'fa'neng
所以迹,suo'yi'ji
所以立天地者水也,suo'yi'li'tian'di'zhe'shui'ye
所以然,suo'yi'ran
所以谓,suo'yi'wei
所以知,suo'yi'zhi
所缘以同异,suo'yuan'yi'tong'yi
所知,suo'zhi
他比量,ta'bi'liang
太冲,tai'chong
太初,tai'chu
太和,tai'he
太极,tai'ji
太始,tai'shi
太素,tai'su
胎息,tai'xi
太虚本动,tai'xu'ben'dong
太虚即气,tai'xu'ji'qi
太虚一实,tai'xu'yi'shi
太一,tai'yi
太易,tai'yi
谈玄,tan'xuan
探颐索隐,tan'yi'suo'yin
特殊现量,te'shu'xian'liang
体,ti
悌,ti
体常静,ti'chang'jing
体冲和以通元,ti'chong'he'yi'tong'yuan
体见,ti'jian
体认,ti'ren
体同,ti'tong
体性,ti'xing
体用,ti'yong
体用不二,ti'yong'bu'er
体用殊绝,ti'yong'shu'jue
体用胥有,ti'yong'xu'you
天,tian
天必从之,tian'bi'cong'zhi
天不变道亦不变,tian'bu'bian'dao'yi'bu'bian
天常,tian'chang
天聪,tian'cong
天当,tian'dang
天道,tian'dao
天道环周,tian'dao'huan'zhou
天道尚变,tian'dao'shang'bian
天道为末,tian'dao'wei'mo
天道无亲,tian'dao'wu'qin
天道自然论,tian'dao'zi'ran'lun
天道自然无为,tian'dao'zi'ran'wu'wei
天德,tian'de
天德良知,tian'de'liang'zhi
天地皆体,tian'di'jie'ti
天地万物自然一体,tian'di'wan'wu'zi'ran'yi'ti
天地我立,tian'di'wo'li
天地一体也,tian'di'yi'ti'ye
天地一指,tian'di'yi'zhi
天地与我并生,tian'di'yu'wo'bing'sheng
天地之数,tian'di'zhi'shu
天地之性,tian'di'zhi'xing
天地之性人为贵,tian'di'zhi'xing'ren'wei'gui
天放,tian'fang
天府,tian'fu
天功,tian'gong
天官,tian'guan
天官意物,tian'guan'yi'wu
天行,tian'hang
天行有常,tian'hang'you'chang
天极,tian'ji
天稽环周,tian'ji'huan'zhou
天经地义,tian'jing'di'yi
天爵,tian'jue
天钧,tian'jun
天君,tian'jun
天均,tian'jun
天籁自呜,tian'lai'zi'wu
天乐,tian'le
天理,tian'li
天理自然,tian'li'zi'ran
天门,tian'men
天命,tian'ming
天明,tian'ming
天命靡常,tian'ming'mi'chang
天命之性,tian'ming'zhi'xing
天能,tian'neng
天倪,tian'ni
天情,tian'qing
天趣,tian'qu
天泉证道,tian'quan'zheng'dao
天人,tian'ren
天人不相胜,tian'ren'bu'xiang'sheng
天人不相预,tian'ren'bu'xiang'yu
天人感应,tian'ren'gan'ying
天人合一,tian'ren'he'yi
天人三策,tian'ren'san'ce
天人同类,tian'ren'tong'lei
天人相参,tian'ren'xiang'can
天人相与之际,tian'ren'xiang'yu'zhi'ji
天人一理,tian'ren'yi'li
天人之辨,tian'ren'zhi'bian
天人之分,tian'ren'zhi'fen
天生人成,tian'sheng'ren'cheng
天生之智,tian'sheng'zhi'zhi
天属,tian'shu
天体非气,tian'ti'fei'qi
天网,tian'wang
天文,tian'wen
天下为公,tian'xia'wei'gong
天下惟器,tian'xia'wei'qi
天刑,tian'xing
天性之知,tian'xing'zhi'zhi
天演,tian'yan
天养,tian'yang
天意,tian'yi
天有常道,tian'you'chang'dao
天与地卑,tian'yu'di'bei
天与人交相胜还相用,tian'yu'ren'jiao'xiang'sheng'hai'xiang'yong
天元,tian'yuan
天政,tian'zheng
天职,tian'zhi
天志,tian'zhi
天智,tian'zhi
条理,tiao'li
听其言而观其行,ting'qi'yan'er'guan'qi'xing
同,tong
通达,tong'da
统待,tong'dai
同而不和,tong'er'bu'he
同归殊途,tong'gui'shu'tu
通几,tong'ji
通经致用,tong'jing'zhi'yong
同类相动,tong'lei'xiang'dong
同气相应,tong'qi'xiang'ying
通天教主,tong'tian'jiao'zhu
同天人,tong'tian'ren
童心说,tong'xin'shuo
痛痒之知,tong'yang'zhi'zhi
同异,tong'yi
同异交得,tong'yi'jiao'de
同则不继,tong'ze'bu'ji
同则同之,tong'ze'tong'zhi
突驾,tu'jia
吐纳,tu'na
图难于易,tu'nan'yu'yi
涂之人可以为禹,tu'zhi'ren'ke'yi'wei'yu
推,tui
推故致新,tui'gu'zhi'xin
推知,tui'zhi
托古改制,tuo'gu'gai'zhi
瓦斯一大块,wa'si'yi'da'kuai
外丹,wai'dan
外化而内不化,wai'hua'er'nei'bu'hua
外界条理,wai'jie'tiao'li
外生,wai'sheng
外籀,wai'zhou
万法唯识,wan'fa'wei'shi
万化皆渐而无顿,wan'hua'jie'jian'er'wu'dun
万化我出,wan'hua'wo'chu
万物皆备于我,wan'wu'jie'bei'yu'wo
万物一马,wan'wu'yi'ma
万物一齐,wan'wu'yi'qi
万物与我为一,wan'wu'yu'wo'wei'yi
万物之数括于三,wan'wu'zhi'shu'kuo'yu'san
王,wang
王霸并用,wang'ba'bing'yong
王道,wang'dao
王门四句教,wang'men'si'ju'jiao
王门四句诀,wang'men'si'ju'jue
罔直蒙酋冥,wang'zhi'meng'qiu'ming
谓,wei
为,wei
伪,wei
为大于细,wei'da'yu'xi
为道日损,wei'dao'ri'sun
未发,wei'fa
未济,wei'ji
惟理为实,wei'li'wei'shi
微明,wei'ming
为仁由己,wei'ren'you'ji
为人者天,wei'ren'zhe'tian
唯上智与下愚不移,wei'shang'zhi'yu'xia'yu'bu'yi
微生灭,wei'sheng'mie
唯识无境,wei'shi'wu'jing
唯识五位,wei'shi'wu'wei
纬书,wei'shu
危微精一,wei'wei'jing'yi
为我,wei'wo
唯我独尊,wei'wo'du'zun
唯物辩证法论战,wei'wu'bian'zheng'fa'lun'zhan
微显阐幽,wei'xian'chan'you
韦弦之喻,wei'xian'zhi'yu
维新,wei'xin
为学日益,wei'xue'ri'yi
微言大义,wei'yan'da'yi
惟以五路知,wei'yi'wu'lu'zhi
唯一心是实,wei'yi'xin'shi'shi
文,wen
文便是道,wen'bian'shi'dao
温故知新,wen'gu'zhi'xin
闻见之知,wen'jian'zhi'zhi
温良恭俭让,wen'liang'gong'jian'rang
文乱法,wen'luan'fa
文明,wen'ming
文气说,wen'qi'shuo
温柔敦厚,wen'rou'dun'hou
问题与主义论战,wen'ti'yu'zhu'yi'lun'zhan
文武并行,wen'wu'bing'xing
文武之道一也,wen'wu'zhi'dao'yi'ye
闻知,wen'zhi
文质,wen'zhi
文质彬彬,wen'zhi'bin'bin
文质交替,wen'zhi'jiao'ti
握固,wo'gu
我慢心,wo'man'xin
握一知多,wo'yi'zhi'duo
我执,wo'zhi
我知天下之中央,wo'zhi'tian'xia'zhi'zhong'yang
无,wu
物,wu
无跋尚,wu'ba'shang
五百年必有王者兴,wu'bai'nian'bi'you'wang'zhe'xing
物必有合,wu'bi'you'he
物不迁,wu'bu'qian
五材,wu'cai
五常,wu'chang
无常,wu'chang
无待,wu'dai
五德,wu'de
五德终始,wu'de'zhong'shi
五德转移,wu'de'zhuan'yi
无独必有对,wu'du'bi'you'dui
无对,wu'dui
无对待在对待中,wu'dui'dai'zai'dui'dai'zhong
物各自生,wu'ge'zi'sheng
无故从有故,wu'gu'cong'you'gu
五鬼闹中华,wu'gui'nao'zhong'hua
无何有之乡,wu'he'you'zhi'xiang
无厚不可积也,wu'hou'bu'ke'ji'ye
物化,wu'hua
无会运世,wu'hui'yun'shi
无迹,wu'ji
无己,wu'ji
无极,wu'ji
物极必反,wu'ji'bi'fan
无极而太极,wu'ji'er'tai'ji
五戒,wu'jie
无尽缘起,wu'jin'yuan'qi
物竞天择,wu'jing'tian'ze
伍举论美,wu'ju'lun'mei
物理可知,wu'li'ke'zhi
无量世,wu'liang'shi
无漏,wu'lou
五路,wu'lu
五伦,wu'lun
无名,wu'ming
无明,wu'ming
物莫非指,wu'mo'fei'zhi
五逆,wu'ni
无念,wu'nian
无念为宗,wu'nian'wei'zong
无平不陂,wu'ping'bu'bei
五其比,wu'qi'bi
无其器则无其道,wu'qi'qi'ze'wu'qi'dao
物气之理,wu'qi'zhi'li
无情,wu'qing
无情有性,wu'qing'you'xing
无穷,wu'qiong
无染,wu'ran
吾日三省吾身,wu'ri'san'xing'wu'shen
无神教,wu'shen'jiao
无生,wu'sheng
物生有两,wu'sheng'you'liang
五事,wu'shi
五时七候,wu'shi'qi'hou
勿施于人,wu'shi'yu'ren
五殊二实,wu'shu'er'shi
五四新文化运动,wu'si'xin'wen'hua'yun'dong
无私则无心,wu'si'ze'wu'xin
无往不复,wu'wang'bu'fu
无为,wu'wei
五位百法,wu'wei'bai'fa
无为而无不为,wu'wei'er'wu'bu'wei
无为而治,wu'wei'er'zhi
无为法,wu'wei'fa
五位君臣,wu'wei'jun'chen
无我,wu'wo
无我之境,wu'wo'zhi'jing
五无,wu'wu
无无,wu'wu
物无孤立之理,wu'wu'gu'li'zhi'li
物物者非物,wu'wu'zhe'fei'wu
无心,wu'xin
吾心即是宇宙,wu'xin'ji'shi'yu'zhou
无心与顺有,wu'xin'yu'shun'you
五行,wu'xing
五性,wu'xing
五行无常胜,wu'xing'wu'chang'sheng
五行毋常胜,wu'xing'wu'chang'sheng
五行相胜,wu'xing'xiang'sheng
五行相生,wu'xing'xiang'sheng
无言无意之域,wu'yan'wu'yi'zhi'yu
务义,wu'yi
毋意,wu'yi
无以人灭天,wu'yi'ren'mie'tian
无以小害大,wu'yi'xiao'hai'da
无因论,wu'yin'lun
物因意果,wu'yin'yi'guo
无用之用,wu'yong'zhi'yong
无有,wu'you
无欲,wu'yu
五蕴,wu'yun
物则不通,wu'ze'bu'tong
五贼,wu'zei
无政府主义论战,wu'zheng'fu'zhu'yi'lun'zhan
物指,wu'zhi
无质独影,wu'zhi'du'ying
物质进化时期,wu'zhi'jin'hua'shi'qi
物质论,wu'zhi'lun
物至则应,wu'zhi'ze'ying
五支作法,wu'zhi'zuo'fa
物种进化之时期,wu'zhong'jin'hua'zhi'shi'qi
物种竞争原则,wu'zhong'jing'zheng'yuan'ze
五重唯识观,wu'zhong'wei'shi'guan
无住,wu'zhu
习,xi
袭常,xi'chang
习常,xi'chang
系辞尽言,xi'ci'jin'yan
习动,xi'dong
袭明,xi'ming
翕辟,xi'pi
翕辟成变,xi'pi'cheng'bian
吸摄力,xi'she'li
西天,xi'tian
习相远,xi'xiang'yuan
习心,xi'xin
洗心,xi'xin
习行,xi'xing
西学其末,xi'xue'qi'mo
下德,xia'de
下学上达,xia'xue'shang'da
贤,xian
仙,xian
现量,xian'liang
纤秾,xian'nong
先天学,xian'tian'xue
先王之道,xian'wang'zhi'dao
显微阐幽,xian'wei'chan'you
现行,xian'xing
宪章文武,xian'zhang'wen'wu
先质后文,xian'zhi'hou'wen
先知先觉,xian'zhi'xian'jue
象,xiang
相待,xiang'dai
相对,xiang'dui
相反而不可以相无,xiang'fan'er'bu'ke'yi'xiang'wu
相反相成,xiang'fan'xiang'cheng
相反相济,xiang'fan'xiang'ji
相反相因,xiang'fan'xiang'yin
相非,xiang'fei
相分,xiang'fen
向郭逍遥义,xiang'guo'xiao'yao'yi
相火,xiang'huo
相即,xiang'ji
相济,xiang'ji
相捄相胜而相成,xiang'jiu'xiang'sheng'er'xiang'cheng
相入,xiang'ru
相生养之道,xiang'sheng'yang'zhi'dao
象数,xiang'shu
相天,xiang'tian
象外,xiang'wai
象外无道,xiang'wai'wu'dao
象外之象,xiang'wai'zhi'xiang
相为,xiang'wei
相续,xiang'xu
相因,xiang'yin
相因之功,xiang'yin'zhi'gong
相与,xiang'yu
乡愿,xiang'yuan
孝,xiao
效,xiao
小辩,xiao'bian
小变而不失大常,xiao'bian'er'bu'shi'da'chang
孝慈则忠,xiao'ci'ze'zhong
孝弟,xiao'di
小故,xiao'gu
小国寡民,xiao'guo'gua'min
小康,xiao'kang
小人喻于利,xiao'ren'yu'yu'li
小人之辩,xiao'ren'zhi'bian
小三世,xiao'san'shi
孝悌,xiao'ti
小体,xiao'ti
孝悌忠信,xiao'ti'zhong'xin
小同异,xiao'tong'yi
消息,xiao'xi
小象,xiao'xiang
效验,xiao'yan
逍遥,xiao'yao
小一,xiao'yi
絜矩之道,xie'ju'zhi'dao
邪魔外道,xie'mo'wai'dao
信,xin
心,xin
心辩,xin'bian
心成之说,xin'cheng'zhi'shuo
新村主义运动,xin'cun'zhu'yi'yun'dong
心法,xin'fa
新故相除,xin'gu'xiang'chu
薪火之喻,xin'huo'zhi'yu
心迹,xin'ji
心即理,xin'ji'li
心即气,xin'ji'qi
心即生命力,xin'ji'sheng'ming'li
心境更互缘生,xin'jing'geng'hu'yuan'sheng
心具众理,xin'ju'zhong'li
心力,xin'li
心声二物,xin'sheng'er'wu
心声心画,xin'sheng'xin'hua
心术,xin'shu
心所,xin'suo
心统性情,xin'tong'xing'qing
心外无理,xin'wai'wu'li
心外无物,xin'wai'wu'wu
心外无学,xin'wai'wu'xue
心王,xin'wang
新王必改制,xin'wang'bi'gai'zhi
心为虑本,xin'wei'lv'ben
心物,xin'wu
心无本体,xin'wu'ben'ti
心物合一,xin'wu'he'yi
心无自体,xin'wu'zi'ti
心性,xin'xing
心意识,xin'yi'shi
心斋,xin'zhai
心之官则思,xin'zhi'guan'ze'si
行,xing
性,xing
兴必有废,xing'bi'you'fei
省察克治,xing'cha'ke'zhi
性成命定,xing'cheng'ming'ding
性成于习,xing'cheng'yu'xi
形存则神存,xing'cun'ze'shen'cun
刑德,xing'de
刑德相养,xing'de'xiang'yang
性恶,xing'e
形而上,xing'er'shang
形而上与形而下,xing'er'shang'yu'xing'er'xia
形而下,xing'er'xia
性分,xing'fen
性分之知,xing'fen'zhi'zhi
性各自足,xing'ge'zi'zu
兴观群怨,xing'guan'qun'yuan
性禾善米,xing'he'shan'mi
形化,xing'hua
形魂,xing'hun
形迹,xing'ji
性即理,xing'ji'li
形静神驰,xing'jing'shen'chi
性具,xing'ju
形具而神生,xing'ju'er'shen'sheng
性觉,xing'jue
行可兼知,xing'ke'jian'zhi
性空,xing'kong
形溃反原,xing'kui'fan'yuan
性理,xing'li
性灵说,xing'ling'shuo
兴灭继绝,xing'mie'ji'jue
刑名,xing'ming
形名,xing'ming
性命,xing'ming
幸偶遭遇,xing'ou'zao'yu
行气,xing'qi
性起,xing'qi
性其情,xing'qi'qing
行其所不知以致其知,xing'qi'suo'bu'zhi'yi'zhi'qi'zhi
性情,xing'qing
性情三品,xing'qing'san'pin
兴趣,xing'qu
性日生日成,xing'ri'sheng'ri'cheng
性三品,xing'san'pin
性善,xing'shan
性善恶混,xing'shan'e'hun
性善情恶,xing'shan'qing'e
形神,xing'shen
形神不二,xing'shen'bu'er
形神非一,xing'shen'fei'yi
形神相合,xing'shen'xiang'he
形神相即,xing'shen'xiang'ji
形神相异,xing'shen'xiang'yi
形恃神以立,xing'shi'shen'yi'li
行是知之成,xing'shi'zhi'zhi'cheng
形似,xing'si
性伪之分,xing'wei'zhi'fen
性无善恶论,xing'wu'shan'e'lun
性习,xing'xi
行先知后,xing'xian'zhi'hou
兴象,xing'xiang
性相,xing'xiang
性相近,xing'xiang'jin
形谢则神灭,xing'xie'ze'shen'mie
形性不二,xing'xing'bu'er
性修不二,xing'xiu'bu'er
形须气而成,xing'xu'qi'er'cheng
形须神而立焉,xing'xu'shen'er'li'yan
行易知难,xing'yi'zhi'nan
性有善有恶,xing'you'shan'you'e
行远必自迩,xing'yuan'bi'zi'er
星云,xing'yun
形者生之具,xing'zhe'sheng'zhi'ju
性智,xing'zhi
性知,xing'zhi
形质神用,xing'zhi'shen'yong
行重知轻,xing'zhong'zhi'qing
雄浑,xiong'hun
雄节,xiong'jie
修齐治平,xiu'qi'zhi'ping
羞恶之心,xiu'wu'zhi'xin
修正的民主政治,xiu'zheng'de'min'zhu'zheng'zhi
虚,xu
虚极,xu'ji
虚霩,xu'kuo
虚实,xu'shi
虚室生白,xu'shi'sheng'bai
虚位,xu'wei
虚无形,xu'wu'xing
虚无有,xu'wu'you
虚象,xu'xiang
虚一而静,xu'yi'er'jing
玄,xuan
玄德,xuan'de
悬解,xuan'jie
玄览,xuan'lan
玄妙,xuan'miao
玄冥,xuan'ming
玄牝,xuan'pin
